company_id,year,operating_profit,interest,interest_coverage,interest_coverage_calculated,interest_coverage_match,source_available,validation_status
SUNPHARMA,Mar 2022,10258.0,127,53.1732,80.77,False,True,Mismatch
SUNPHARMA,Mar 2023,11650.0,172,70.4012,67.73,False,True,Mismatch
SUNPHARMA,Mar 2024,13018.0,238,58.3319,54.7,False,True,Mismatch
SUNPHARMA,TTM,14059.0,239,,58.82,False,False,Source unavailable
TATACONSUM,Mar 2013,770.0,84,9.8333,9.17,False,True,Mismatch
TATACONSUM,Mar 2014,752.0,87,10.5977,8.64,False,True,Mismatch
TATACONSUM,Mar 2015,792.0,82,8.7195,9.66,False,True,Mismatch
TATACONSUM,Mar 2016,366.0,117,3.453,3.13,False,True,Mismatch
TATACONSUM,Mar 2017,791.0,43,20.4419,18.4,False,True,Mismatch
TATACONSUM,Mar 2018,839.0,52,17.5385,16.13,False,True,Mismatch
TATACONSUM,Mar 2019,786.0,78,11.6667,10.08,False,True,Mismatch
TATACONSUM,Mar 2020,1292.0,69,16.3623,18.72,False,True,Mismatch
TATACONSUM,Mar 2021,1544.0,73,22.3973,21.15,False,True,Mismatch
TATACONSUM,Mar 2022,1719.0,87,20.7701,19.76,False,True,Mismatch
TATACONSUM,Mar 2023,1856.0,130,16.8,14.28,False,True,Mismatch
TATACONSUM,Mar 2024,2284.0,87,25.3218,26.25,False,True,Mismatch
TATACONSUM,TTM,2496.0,268,,9.31,False,False,Source unavailable
TATAMOTORS,Mar 2013,24596.0,3560,6.9688,6.91,False,True,Mismatch
TATAMOTORS,Mar 2014,34853.0,4749,7.306,7.34,False,True,Mismatch
TATAMOTORS,Mar 2015,39239.0,4861,8.2191,8.07,False,True,Mismatch
TATAMOTORS,Mar 2016,38395.0,4889,7.3072,7.85,False,True,Mismatch
TATAMOTORS,Mar 2017,29589.0,4238,7.4228,6.98,False,True,Mismatch
TATAMOTORS,Mar 2018,31458.0,4682,7.9861,6.72,False,True,Mismatch
TATAMOTORS,Mar 2019,24664.0,5759,-0.3511,4.28,False,True,Mismatch
TATAMOTORS,Mar 2020,17987.0,7243,2.4974,2.48,False,True,Mismatch
TATAMOTORS,Mar 2021,32287.0,8097,2.6144,3.99,False,True,Mismatch
TATAMOTORS,Mar 2022,24720.0,9312,2.9149,2.65,False,True,Mismatch
TATAMOTORS,Mar 2023,31816.0,10225,3.7633,3.11,False,True,Mismatch
TATAMOTORS,Mar 2024,59538.0,9986,6.5302,5.96,False,True,Mismatch
TATAMOTORS,TTM,60497.0,8841,,6.84,False,False,Source unavailable
TATAPOWER,Mar 2013,5595.0,2642,2.2597,2.12,False,True,Mismatch
TATAPOWER,Mar 2014,6916.0,3440,2.077,2.01,False,True,Mismatch
TATAPOWER,Mar 2015,6301.0,3699,1.9889,1.7,False,True,Mismatch
TATAPOWER,Mar 2016,2105.0,3236,1.9051,0.65,False,True,Mismatch
TATAPOWER,Mar 2017,5473.0,3365,2.0119,1.63,False,True,Mismatch
TATAPOWER,Mar 2018,2295.0,3761,2.3613,0.61,False,True,Mismatch
TATAPOWER,Mar 2019,3070.0,4170,2.4595,0.74,False,True,Mismatch
TATAPOWER,Mar 2020,6805.0,4494,2.0216,1.51,False,True,Mismatch
TATAPOWER,Mar 2021,6921.0,4010,2.1686,1.73,False,True,Mismatch
TATAPOWER,Mar 2022,7031.0,3859,2.4662,1.82,False,True,Mismatch
TATAPOWER,Mar 2023,7728.0,4372,3.0348,1.77,False,True,Mismatch
TATAPOWER,Mar 2024,10735.0,4633,3.0544,2.32,False,True,Mismatch
TATAPOWER,TTM,11057.0,4549,,2.43,False,False,Source unavailable
TATASTEEL,Mar 2013,3965.0,3968,1.3634,1.0,False,True,Mismatch
TATASTEEL,Mar 2014,16184.0,4337,3.8967,3.73,False,True,Mismatch
TATASTEEL,Mar 2015,3409.0,4848,1.9396,0.7,False,True,Mismatch
TATASTEEL,Mar 2016,-625.0,4221,2.303,-0.15,False,True,Mismatch
TATASTEEL,Mar 2017,13144.0,5072,1.8444,2.59,False,True,Mismatch
TATASTEEL,Mar 2018,21433.0,5455,5.9269,3.93,False,True,Mismatch
TATASTEEL,Mar 2019,29318.0,7660,4.0264,3.83,False,True,Mismatch
TATASTEEL,Mar 2020,17463.0,7533,1.9354,2.32,False,True,Mismatch
TATASTEEL,Mar 2021,30504.0,7607,4.0337,4.01,False,True,Mismatch
TATASTEEL,Mar 2022,63490.0,5462,11.862,11.62,False,True,Mismatch
TATASTEEL,Mar 2023,32300.0,6299,5.3769,5.13,False,True,Mismatch
TATASTEEL,Mar 2024,22248.0,7508,2.1634,2.96,False,True,Mismatch
TATASTEEL,TTM,25314.0,7394,,3.42,False,False,Source unavailable
TCS,Mar 2013,18040.0,48,400.375,375.83,False,True,Mismatch
TCS,Mar 2014,25153.0,39,686.9231,644.95,False,True,Mismatch
TCS,Mar 2015,24482.0,104,271.1731,235.4,False,True,Mismatch
TCS,Mar 2016,30677.0,33,1023.0606,929.61,False,True,Mismatch
TCS,Mar 2017,32311.0,32,1141.625,1009.72,False,True,Mismatch
TCS,Mar 2018,32516.0,52,695.3462,625.31,False,True,Mismatch
TCS,Mar 2019,39506.0,198,221.298,199.53,False,True,Mismatch
TCS,Mar 2020,42109.0,924,50.5422,45.57,False,True,Mismatch
TCS,Mar 2021,46546.0,637,76.0785,73.07,False,True,Mismatch
TCS,Mar 2022,53057.0,784,72.7997,67.67,False,True,Mismatch
TCS,Mar 2023,59259.0,779,80.4981,76.07,False,True,Mismatch
TCS,Mar 2024,64296.0,778,87.0951,82.64,False,True,Mismatch
TCS,TTM,67591.0,795,,85.02,False,False,Source unavailable
TECHM,Mar 2013,1422.0,103,12.4369,13.81,False,True,Mismatch
TECHM,Mar 2014,4172.0,80,55.2,52.15,False,True,Mismatch
TECHM,Mar 2015,4193.0,69,62.3043,60.77,False,True,Mismatch
TECHM,Mar 2016,4260.0,97,48.5876,43.92,False,True,Mismatch
TECHM,Mar 2017,4184.0,129,38.4419,32.43,False,True,Mismatch
TECHM,Mar 2018,4710.0,162,37.821,29.07,False,True,Mismatch
TECHM,Mar 2019,6271.0,133,51.1654,47.15,False,True,Mismatch
TECHM,Mar 2020,5503.0,192,34.8698,28.66,False,True,Mismatch
TECHM,Mar 2021,6796.0,174,43.5862,39.06,False,True,Mismatch
TECHM,Mar 2022,8020.0,163,56.0429,49.2,False,True,Mismatch
TECHM,Mar 2023,7763.0,326,26.773,23.81,False,True,Mismatch
TECHM,Mar 2024,4506.0,392,13.8597,11.49,False,True,Mismatch
TECHM,TTM,6223.0,295,,21.09,False,False,Source unavailable
TITAN,Mar 2013,1014.0,51,21.8235,19.88,False,True,Mismatch
TITAN,Mar 2014,1047.0,87,13.3793,12.03,False,True,Mismatch
TITAN,Mar 2015,1153.0,81,15.0617,14.23,False,True,Mismatch
TITAN,Mar 2016,939.0,42,24.0,22.36,False,True,Mismatch
TITAN,Mar 2017,1164.0,38,29.5263,30.63,False,True,Mismatch
TITAN,Mar 2018,1644.0,53,32.3396,31.02,False,True,Mismatch
TITAN,Mar 2019,1994.0,53,40.9811,37.62,False,True,Mismatch
TITAN,Mar 2020,2463.0,166,15.759,14.84,False,True,Mismatch
TITAN,Mar 2021,1725.0,203,9.3842,8.5,False,True,Mismatch
TITAN,Mar 2022,3344.0,218,16.1514,15.34,False,True,Mismatch
TITAN,Mar 2023,4882.0,300,17.2933,16.27,False,True,Mismatch
TITAN,Mar 2024,5292.0,619,9.412,8.55,False,True,Mismatch
TITAN,TTM,5239.0,840,,6.24,False,False,Source unavailable
TORNTPHARM,Mar 2013,697.0,34,20.5294,20.5,False,True,Mismatch
TORNTPHARM,Mar 2014,955.0,59,16.7627,16.19,False,True,Mismatch
TORNTPHARM,Mar 2015,1020.0,175,7.4629,5.83,False,True,Mismatch
TORNTPHARM,Mar 2016,2733.0,184,15.0272,14.85,False,True,Mismatch
TORNTPHARM,Mar 2017,1377.0,206,7.767,6.68,False,True,Mismatch
TORNTPHARM,Mar 2018,1349.0,308,5.3506,4.38,False,True,Mismatch
TORNTPHARM,Mar 2019,1983.0,504,3.3393,3.93,False,True,Mismatch
TORNTPHARM,Mar 2020,2170.0,451,5.0798,4.81,False,True,Mismatch
TORNTPHARM,Mar 2021,2480.0,353,7.187,7.03,False,True,Mismatch
TORNTPHARM,Mar 2022,2431.0,255,8.4039,9.53,False,True,Mismatch
TORNTPHARM,Mar 2023,2842.0,333,8.6697,8.53,False,True,Mismatch
TORNTPHARM,Mar 2024,3368.0,354,9.9266,9.51,False,True,Mismatch
TORNTPHARM,TTM,3640.0,276,,13.19,False,False,Source unavailable
TRENT,Mar 2013,5.0,29,2.1724,0.17,False,True,Mismatch
TRENT,Mar 2014,-10.0,26,3.1154,-0.38,False,True,Mismatch
TRENT,Mar 2015,88.0,22,13.4545,4.0,False,True,Mismatch
TRENT,Mar 2016,90.0,48,3.6667,1.88,False,True,Mismatch
TRENT,Mar 2017,134.0,46,4.6739,2.91,False,True,Mismatch
TRENT,Mar 2018,208.0,44,5.3409,4.73,False,True,Mismatch
TRENT,Mar 2019,241.0,51,5.3137,4.73,False,True,Mismatch
TRENT,Mar 2020,529.0,263,2.5703,2.01,False,True,Mismatch
TRENT,Mar 2021,114.0,261,1.1992,0.44,False,True,Mismatch
TRENT,Mar 2022,595.0,325,2.2985,1.83,False,True,Mismatch
TRENT,Mar 2023,1114.0,409,3.5575,2.72,False,True,Mismatch
TRENT,Mar 2024,1971.0,368,8.0435,5.36,False,True,Mismatch
TRENT,TTM,2354.0,196,,12.01,False,False,Source unavailable
TVSMOTOR,Mar 2013,438.0,103,5.5146,4.25,False,True,Mismatch
TVSMOTOR,Mar 2014,492.0,80,6.7,6.15,False,True,Mismatch
TVSMOTOR,Mar 2015,605.0,62,11.0484,9.76,False,True,Mismatch
TVSMOTOR,Mar 2016,819.0,70,13.0286,11.7,False,True,Mismatch
TVSMOTOR,Mar 2017,871.0,60,17.2333,14.52,False,True,Mismatch
TVSMOTOR,Mar 2018,1571.0,338,4.858,4.65,False,True,Mismatch
TVSMOTOR,Mar 2019,2163.0,663,3.3002,3.26,False,True,Mismatch
TVSMOTOR,Mar 2020,2264.0,855,2.662,2.65,False,True,Mismatch
TVSMOTOR,Mar 2021,2232.0,881,2.5743,2.53,False,True,Mismatch
TVSMOTOR,Mar 2022,2755.0,940,2.9255,2.93,True,True,Match
TVSMOTOR,Mar 2023,4027.0,1368,3.0431,2.94,False,True,Mismatch
TVSMOTOR,Mar 2024,5500.0,1928,2.9077,2.85,False,True,Mismatch
TVSMOTOR,TTM,6190.0,2064,,3.0,False,False,Source unavailable
ULTRACEMCO,Mar 2013,4839.0,252,20.4087,19.2,False,True,Mismatch
ULTRACEMCO,Mar 2014,4035.0,361,12.0693,11.18,False,True,Mismatch
ULTRACEMCO,Mar 2015,4425.0,587,8.1346,7.54,False,True,Mismatch
ULTRACEMCO,Mar 2016,4901.0,566,9.4788,8.66,False,True,Mismatch
ULTRACEMCO,Mar 2017,5212.0,640,9.1562,8.14,False,True,Mismatch
ULTRACEMCO,Mar 2018,6145.0,1238,5.1591,4.96,False,True,Mismatch
ULTRACEMCO,Mar 2019,7347.0,1778,4.329,4.13,False,True,Mismatch
ULTRACEMCO,Mar 2020,9246.0,1992,4.9684,4.64,False,True,Mismatch
ULTRACEMCO,Mar 2021,11568.0,1486,8.2012,7.78,False,True,Mismatch
ULTRACEMCO,Mar 2022,11514.0,945,12.8921,12.18,False,True,Mismatch
ULTRACEMCO,Mar 2023,10620.0,823,13.52,12.9,False,True,Mismatch
ULTRACEMCO,Mar 2024,12969.0,968,13.9835,13.4,False,True,Mismatch
ULTRACEMCO,TTM,12056.0,1216,,9.91,False,False,Source unavailable
UNIONBANK,Mar 2013,325.0,17575,0.1817,0.02,False,True,Mismatch
UNIONBANK,Mar 2014,-902.0,21467,0.1043,-0.04,False,True,Mismatch
UNIONBANK,Mar 2015,-973.0,23640,0.1262,-0.04,False,True,Mismatch
UNIONBANK,Mar 2016,-1928.0,23894,0.084,-0.08,False,True,Mismatch
UNIONBANK,Mar 2017,-4830.0,23771,0.0252,-0.2,False,True,Mismatch
UNIONBANK,Mar 2018,-11700.0,23471,-0.2658,-0.5,False,True,Mismatch
UNIONBANK,Mar 2019,-8601.0,23896,-0.1489,-0.36,False,True,Mismatch
UNIONBANK,Mar 2020,-9523.0,25837,-0.1445,-0.37,False,True,Mismatch
UNIONBANK,Mar 2021,-11071.0,44112,0.0734,-0.25,False,True,Mismatch
UNIONBANK,Mar 2022,-4213.0,40178,0.2317,-0.1,False,True,Mismatch
UNIONBANK,Mar 2023,-3024.0,48033,0.2684,-0.06,False,True,Mismatch
UNIONBANK,Mar 2024,4590.0,63364,0.3536,0.07,False,True,Mismatch
UNIONBANK,TTM,2090.0,69454,,0.03,False,False,Source unavailable
UNITDSPR,Mar 2013,1091.0,985,,1.11,False,False,Source unavailable
UNITDSPR,Mar 2014,-3368.0,1323,,-2.55,False,False,Source unavailable
UNITDSPR,Mar 2015,-366.0,687,,-0.53,False,False,Source unavailable
UNITDSPR,Mar 2016,333.0,457,,0.73,False,False,Source unavailable
UNITDSPR,Mar 2017,991.0,375,,2.64,False,False,Source unavailable
UNITDSPR,Mar 2018,1209.0,278,,4.35,False,False,Source unavailable
UNITDSPR,Mar 2019,1394.0,237,,5.88,False,False,Source unavailable
UNITDSPR,Mar 2020,1569.0,212,,7.4,False,False,Source unavailable
UNITDSPR,Mar 2021,1051.0,188,,5.59,False,False,Source unavailable
UNITDSPR,Mar 2022,1595.0,88,,18.12,False,False,Source unavailable
UNITDSPR,Mar 2023,1417.0,104,,13.62,False,False,Source unavailable
UNITDSPR,Mar 2024,2000.0,76,,26.32,False,False,Source unavailable
UNITDSPR,TTM,2111.0,96,,21.99,False,False,Source unavailable
VBL,Dec 2012,228.0,116,,1.97,False,False,Source unavailable
VBL,Dec 2013,291.0,171,,1.7,False,False,Source unavailable
VBL,Dec 2014,387.0,187,,2.07,False,False,Source unavailable
VBL,Dec 2015,642.0,170,,3.78,False,False,Source unavailable
VBL,Dec 2016,810.0,435,,1.86,False,False,Source unavailable
VBL,Dec 2017,838.0,215,,3.9,False,False,Source unavailable
VBL,Dec 2018,1036.0,223,,4.65,False,False,Source unavailable
VBL,Dec 2019,1462.0,324,,4.51,False,False,Source unavailable
VBL,Dec 2020,1215.0,294,,4.13,False,False,Source unavailable
VBL,Dec 2021,1694.0,207,,8.18,False,False,Source unavailable
VBL,Dec 2022,2863.0,204,,14.03,False,False,Source unavailable
VBL,Dec 2023,3717.0,292,,12.73,False,False,Source unavailable
VBL,TTM,4549.0,415,,10.96,False,False,Source unavailable
VEDL,Mar 2013,465.0,475,,0.98,False,False,Source unavailable
VEDL,Mar 2014,19595.0,5094,,3.85,False,False,Source unavailable
VEDL,Mar 2015,22114.0,5659,,3.91,False,False,Source unavailable
VEDL,Mar 2016,-18479.0,5778,,-3.2,False,False,Source unavailable
VEDL,Mar 2017,21376.0,5855,,3.65,False,False,Source unavailable
VEDL,Mar 2018,24877.0,5112,,4.87,False,False,Source unavailable
VEDL,Mar 2019,23171.0,5689,,4.07,False,False,Source unavailable
VEDL,Mar 2020,20743.0,4977,,4.17,False,False,Source unavailable
VEDL,Mar 2021,27318.0,5210,,5.24,False,False,Source unavailable
VEDL,Mar 2022,44824.0,4797,,9.34,False,False,Source unavailable
VEDL,Mar 2023,34431.0,6225,,5.53,False,False,Source unavailable
VEDL,Mar 2024,35312.0,9465,,3.73,False,False,Source unavailable
VEDL,TTM,37072.0,9721,,3.81,False,False,Source unavailable
WIPRO,Mar 2013,7657.0,289,,26.49,False,False,Source unavailable
WIPRO,Mar 2014,9635.0,383,,25.16,False,False,Source unavailable
WIPRO,Mar 2015,10299.0,350,,29.43,False,False,Source unavailable
WIPRO,Mar 2016,10796.0,558,,19.35,False,False,Source unavailable
WIPRO,Mar 2017,11321.0,594,,19.06,False,False,Source unavailable
WIPRO,Mar 2018,10387.0,583,,17.82,False,False,Source unavailable
WIPRO,Mar 2019,11613.0,738,,15.74,False,False,Source unavailable
WIPRO,Mar 2020,12342.0,733,,16.84,False,False,Source unavailable
WIPRO,Mar 2021,14771.0,509,,29.02,False,False,Source unavailable
WIPRO,Mar 2022,16684.0,532,,31.36,False,False,Source unavailable
WIPRO,Mar 2023,16839.0,1008,,16.71,False,False,Source unavailable
WIPRO,Mar 2024,16752.0,1255,,13.35,False,False,Source unavailable
WIPRO,TTM,17773.0,1431,,12.42,False,False,Source unavailable
ZOMATO,Mar 2018,-92.0,6,,-15.33,False,False,Source unavailable
ZOMATO,Mar 2019,-2243.0,9,,-249.22,False,False,Source unavailable
ZOMATO,Mar 2020,-2305.0,13,,-177.31,False,False,Source unavailable
ZOMATO,Mar 2021,-467.0,10,,-46.7,False,False,Source unavailable
ZOMATO,Mar 2022,-1851.0,12,,-154.25,False,False,Source unavailable
ZOMATO,Mar 2023,-1211.0,49,,-24.71,False,False,Source unavailable
ZOMATO,Mar 2024,43.0,72,,0.6,False,False,Source unavailable
ZOMATO,TTM,651.0,118,,5.52,False,False,Source unavailable
ZYDUSLIFE,Mar 2013,1130.0,169,,6.69,False,False,Source unavailable
ZYDUSLIFE,Mar 2014,1203.0,90,,13.37,False,False,Source unavailable
ZYDUSLIFE,Mar 2015,1756.0,68,,25.82,False,False,Source unavailable
ZYDUSLIFE,Mar 2016,2332.0,53,,44.0,False,False,Source unavailable
ZYDUSLIFE,Mar 2017,1902.0,45,,42.27,False,False,Source unavailable
ZYDUSLIFE,Mar 2018,2831.0,91,,31.11,False,False,Source unavailable
ZYDUSLIFE,Mar 2019,2991.0,194,,15.42,False,False,Source unavailable
ZYDUSLIFE,Mar 2020,2798.0,342,,8.18,False,False,Source unavailable
ZYDUSLIFE,Mar 2021,3391.0,159,,21.33,False,False,Source unavailable
ZYDUSLIFE,Mar 2022,3342.0,127,,26.31,False,False,Source unavailable
ZYDUSLIFE,Mar 2023,3860.0,130,,29.69,False,False,Source unavailable
ZYDUSLIFE,Mar 2024,5384.0,81,,66.47,False,False,Source unavailable
ZYDUSLIFE,TTM,6278.0,112,,56.05,False,False,Source unavailable
INDIGO,Mar 2013,8348.0,296,28.2331,28.2,False,True,Mismatch
INDIGO,Mar 2014,10684.0,391,27.335,27.32,False,True,Mismatch
INDIGO,Mar 2015,12022.0,395,30.4709,30.44,False,True,Mismatch
INDIGO,Mar 2016,12976.0,515,25.235,25.2,False,True,Mismatch
INDIGO,Mar 2017,16362.0,789,20.7529,20.74,False,True,Mismatch
INDIGO,Mar 2018,19991.0,947,21.1235,21.11,False,True,Mismatch
INDIGO,Mar 2019,28648.0,1325,21.6204,21.62,True,True,Match
INDIGO,Mar 2020,31687.0,1531,20.7041,20.7,True,True,Match
INDIGO,Mar 2021,14638.0,1036,14.1293,14.13,True,True,Match
INDIGO,Mar 2022,25373.0,725,35.0,35.0,True,True,Match
INDIGO,Mar 2023,47926.0,1431,33.4997,33.49,False,True,Mismatch
INDIGO,Mar 2024,52573.0,2326,22.6126,22.6,False,True,Mismatch
INDIGO,TTM,60568.0,3034,,19.96,False,False,Source unavailable
