company_id,year,operating_profit,interest,interest_coverage,interest_coverage_calculated,interest_coverage_match,source_available,validation_status
ITC,Mar 2020,19344.0,81,268.6543,238.81,False,True,Mismatch
ITC,Mar 2021,17065.0,58,338.6552,294.22,False,True,Mismatch
ITC,Mar 2022,20623.0,60,375.55,343.72,False,True,Mismatch
ITC,Mar 2023,25704.0,78,356.4359,329.54,False,True,Mismatch
ITC,Mar 2024,26233.0,80,362.9625,327.91,False,True,Mismatch
ITC,TTM,26640.0,54,,493.33,False,False,Source unavailable
JINDALSTEL,Mar 2013,6106.0,1067,6.0347,5.72,False,True,Mismatch
JINDALSTEL,Mar 2014,5799.0,1807,3.4023,3.21,False,True,Mismatch
JINDALSTEL,Mar 2015,5464.0,2875,1.4139,1.9,False,True,Mismatch
JINDALSTEL,Mar 2016,3437.0,3254,1.032,1.06,False,True,Mismatch
JINDALSTEL,Mar 2017,4709.0,3441,1.2633,1.37,False,True,Mismatch
JINDALSTEL,Mar 2018,6469.0,3866,1.5222,1.67,False,True,Mismatch
JINDALSTEL,Mar 2019,8412.0,4264,1.628,1.97,False,True,Mismatch
JINDALSTEL,Mar 2020,6831.0,3768,1.8325,1.81,False,True,Mismatch
JINDALSTEL,Mar 2021,10933.0,2753,4.085,3.97,False,True,Mismatch
JINDALSTEL,Mar 2022,15515.0,1888,7.2431,8.22,False,True,Mismatch
JINDALSTEL,Mar 2023,9942.0,1446,6.5028,6.88,False,True,Mismatch
JINDALSTEL,Mar 2024,10202.0,1294,8.0046,7.88,False,True,Mismatch
JINDALSTEL,TTM,10327.0,1293,,7.99,False,False,Source unavailable
JIOFIN,Mar 2023,39.0,0,,,False,False,Source unavailable
JIOFIN,Mar 2024,1559.0,10,198.8,155.9,False,True,Mismatch
JIOFIN,TTM,1531.0,0,,,False,False,Source unavailable
JSWENERGY,Mar 2013,2801.0,963,2.918,2.91,False,True,Mismatch
JSWENERGY,Mar 2014,3255.0,1206,2.5506,2.7,False,True,Mismatch
JSWENERGY,Mar 2015,3624.0,1137,3.3597,3.19,False,True,Mismatch
JSWENERGY,Mar 2016,4029.0,1498,2.9166,2.69,False,True,Mismatch
JSWENERGY,Mar 2017,3324.0,1685,2.1039,1.97,False,True,Mismatch
JSWENERGY,Mar 2018,2713.0,1456,1.8956,1.86,False,True,Mismatch
JSWENERGY,Mar 2019,2855.0,1192,2.729,2.4,False,True,Mismatch
JSWENERGY,Mar 2020,2957.0,1051,3.1713,2.81,False,True,Mismatch
JSWENERGY,Mar 2021,2913.0,896,3.5279,3.25,False,True,Mismatch
JSWENERGY,Mar 2022,3572.0,777,5.3372,4.6,False,True,Mismatch
JSWENERGY,Mar 2023,3282.0,844,4.6872,3.89,False,True,Mismatch
JSWENERGY,Mar 2024,5382.0,2053,2.8514,2.62,False,True,Mismatch
JSWENERGY,TTM,5382.0,2083,,2.58,False,False,Source unavailable
JSWSTEEL,Mar 2013,6512.0,1967,3.1546,3.31,False,True,Mismatch
JSWSTEEL,Mar 2014,9169.0,3048,2.4734,3.01,False,True,Mismatch
JSWSTEEL,Mar 2015,9364.0,3493,2.7103,2.68,False,True,Mismatch
JSWSTEEL,Mar 2016,6422.0,3601,1.2374,1.78,False,True,Mismatch
JSWSTEEL,Mar 2017,12308.0,3768,3.2712,3.27,True,True,Match
JSWSTEEL,Mar 2018,14916.0,3701,3.9824,4.03,False,True,Mismatch
JSWSTEEL,Mar 2019,18930.0,3917,4.8828,4.83,False,True,Mismatch
JSWSTEEL,Mar 2020,11813.0,4265,2.702,2.77,False,True,Mismatch
JSWSTEEL,Mar 2021,20178.0,3957,5.2189,5.1,False,True,Mismatch
JSWSTEEL,Mar 2022,39114.0,4968,8.1952,7.87,False,True,Mismatch
JSWSTEEL,Mar 2023,18470.0,6902,2.9022,2.68,False,True,Mismatch
JSWSTEEL,Mar 2024,28157.0,8105,3.6591,3.47,False,True,Mismatch
JSWSTEEL,TTM,22478.0,8380,,2.68,False,False,Source unavailable
KOTAKBANK,Mar 2013,6603.0,5112,1.2883,1.29,True,True,Match
KOTAKBANK,Mar 2014,7053.0,5282,1.333,1.34,False,True,Mismatch
KOTAKBANK,Mar 2015,9718.0,8152,1.189,1.19,True,True,Match
KOTAKBANK,Mar 2016,11541.0,7631,1.5109,1.51,True,True,Match
KOTAKBANK,Mar 2017,14832.0,11660,1.2705,1.27,True,True,Match
KOTAKBANK,Mar 2018,16805.0,13682,1.2271,1.23,True,True,Match
KOTAKBANK,Mar 2019,19758.0,16148,1.2225,1.22,True,True,Match
KOTAKBANK,Mar 2020,22578.0,16892,1.3357,1.34,True,True,Match
KOTAKBANK,Mar 2021,29812.0,23588,1.2626,1.26,True,True,Match
KOTAKBANK,Mar 2022,30699.0,24941,1.2299,1.23,True,True,Match
KOTAKBANK,Mar 2023,33485.0,25991,1.2878,1.29,True,True,Match
KOTAKBANK,Mar 2024,47052.0,38037,1.2364,1.24,True,True,Match
KOTAKBANK,TTM,50872.0,43559,,1.17,False,False,Source unavailable
LICI,Mar 2019,5920.0,0,,,False,False,Source unavailable
LICI,Mar 2020,-6947.0,0,,,False,False,Source unavailable
LICI,Mar 2021,-252.0,0,,,False,False,Source unavailable
LICI,Mar 2022,3326.0,0,,,False,False,Source unavailable
LICI,Mar 2023,34207.0,77,545.5455,444.25,False,True,Mismatch
LICI,Mar 2024,32779.0,128,371.9375,256.09,False,True,Mismatch
LICI,TTM,25851.0,0,,,False,False,Source unavailable
LODHA,Mar 2011,510.0,283,,1.8,False,False,Source unavailable
LODHA,Mar 2012,724.0,254,,2.85,False,False,Source unavailable
LODHA,Mar 2015,1467.0,492,,2.98,False,False,Source unavailable
LODHA,Mar 2016,2126.0,988,2.668,2.15,False,True,Mismatch
LODHA,Mar 2017,1614.0,736,2.9864,2.19,False,True,Mismatch
LODHA,Mar 2018,1682.0,390,5.0436,4.31,False,True,Mismatch
LODHA,Mar 2019,3179.0,568,5.7236,5.6,False,True,Mismatch
LODHA,Mar 2020,1917.0,740,2.7514,2.59,False,True,Mismatch
LODHA,Mar 2021,1383.0,1136,1.0942,1.22,False,True,Mismatch
LODHA,Mar 2022,2186.0,688,3.6032,3.18,False,True,Mismatch
LODHA,Mar 2023,2064.0,482,2.1307,4.28,False,True,Mismatch
LODHA,Mar 2024,2665.0,482,5.6286,5.53,False,True,Mismatch
LODHA,TTM,3812.0,514,,7.42,False,False,Source unavailable
LT,Mar 2013,11394.0,4642,2.9981,2.45,False,True,Mismatch
LT,Mar 2014,14086.0,6494,2.375,2.17,False,True,Mismatch
LT,Mar 2015,15684.0,7266,2.3543,2.16,False,True,Mismatch
LT,Mar 2016,15486.0,6899,2.4214,2.24,False,True,Mismatch
LT,Mar 2017,16620.0,6829,2.6484,2.43,False,True,Mismatch
LT,Mar 2018,20111.0,7714,2.797,2.61,False,True,Mismatch
LT,Mar 2019,22866.0,9339,2.7377,2.45,False,True,Mismatch
LT,Mar 2020,24553.0,11021,2.5014,2.23,False,True,Mismatch
LT,Mar 2021,23460.0,11750,2.6869,2.0,False,True,Mismatch
LT,Mar 2022,24314.0,9235,2.8888,2.63,False,True,Mismatch
LT,Mar 2023,27166.0,9445,3.1823,2.88,False,True,Mismatch
LT,Mar 2024,29865.0,9512,3.5442,3.14,False,True,Mismatch
LT,TTM,30815.0,9420,,3.27,False,False,Source unavailable
LTIM,Mar 2013,870.0,21,42.4762,41.43,False,True,Mismatch
LTIM,Mar 2014,1147.0,31,44.0,37.0,False,True,Mismatch
LTIM,Mar 2015,1005.0,10,110.4,100.5,False,True,Mismatch
LTIM,Mar 2016,1028.0,6,202.5,171.33,False,True,Mismatch
LTIM,Mar 2017,1230.0,3,472.3333,410.0,False,True,Mismatch
LTIM,Mar 2018,1187.0,16,100.8125,74.19,False,True,Mismatch
LTIM,Mar 2019,1883.0,11,198.6364,171.18,False,True,Mismatch
LTIM,Mar 2020,2029.0,83,28.4096,24.45,False,True,Mismatch
LTIM,Mar 2021,2725.0,79,37.962,34.49,False,True,Mismatch
LTIM,Mar 2022,5249.0,123,48.9024,42.67,False,True,Mismatch
LTIM,Mar 2023,6108.0,150,44.4333,40.72,False,True,Mismatch
LTIM,Mar 2024,6387.0,222,31.9324,28.77,False,True,Mismatch
LTIM,TTM,6434.0,280,,22.98,False,False,Source unavailable
M&M,Mar 2013,9116.0,2297,4.3348,3.97,False,True,Mismatch
M&M,Mar 2014,10170.0,2954,3.7045,3.44,False,True,Mismatch
M&M,Mar 2015,8793.0,3157,3.0386,2.79,False,True,Mismatch
M&M,Mar 2016,10082.0,3368,3.4088,2.99,False,True,Mismatch
M&M,Mar 2017,10735.0,3647,3.513,2.94,False,True,Mismatch
M&M,Mar 2018,13226.0,3987,4.4123,3.32,False,True,Mismatch
M&M,Mar 2019,15207.0,5021,3.5616,3.03,False,True,Mismatch
M&M,Mar 2020,10158.0,6021,1.8341,1.69,False,True,Mismatch
M&M,Mar 2021,11487.0,6102,2.0713,1.88,False,True,Mismatch
M&M,Mar 2022,14683.0,5018,3.5646,2.93,False,True,Mismatch
M&M,Mar 2023,20285.0,5830,4.1588,3.48,False,True,Mismatch
M&M,Mar 2024,24892.0,7488,3.7647,3.32,False,True,Mismatch
M&M,TTM,27204.0,8259,,3.29,False,False,Source unavailable
MARUTI,Mar 2013,4361.0,198,26.0505,22.03,False,True,Mismatch
MARUTI,Mar 2014,5310.0,184,32.7935,28.86,False,True,Mismatch
MARUTI,Mar 2015,6892.0,218,35.3624,31.61,False,True,Mismatch
MARUTI,Mar 2016,9024.0,82,127.9024,110.05,False,True,Mismatch
MARUTI,Mar 2017,10421.0,89,144.0449,117.09,False,True,Mismatch
MARUTI,Mar 2018,12118.0,346,41.2514,35.02,False,True,Mismatch
MARUTI,Mar 2019,11056.0,76,180.5263,145.47,False,True,Mismatch
MARUTI,Mar 2020,7355.0,134,80.3358,54.89,False,True,Mismatch
MARUTI,Mar 2021,5411.0,102,82.9118,53.05,False,True,Mismatch
MARUTI,Mar 2022,5752.0,127,59.9449,45.29,False,True,Mismatch
MARUTI,Mar 2023,13122.0,252,61.6548,52.07,False,True,Mismatch
MARUTI,Mar 2024,18626.0,194,117.9072,96.01,False,True,Mismatch
MARUTI,TTM,19766.0,212,,93.24,False,False,Source unavailable
MOTHERSON,Mar 2013,1480.0,250,7.192,5.92,False,True,Mismatch
MOTHERSON,Mar 2014,2397.0,294,9.2109,8.15,False,True,Mismatch
MOTHERSON,Mar 2015,2844.0,318,9.6101,8.94,False,True,Mismatch
MOTHERSON,Mar 2016,3548.0,345,10.7971,10.28,False,True,Mismatch
MOTHERSON,Mar 2017,4171.0,375,12.0453,11.12,False,True,Mismatch
MOTHERSON,Mar 2018,5128.0,411,12.781,12.48,False,True,Mismatch
MOTHERSON,Mar 2019,5348.0,423,13.4303,12.64,False,True,Mismatch
MOTHERSON,Mar 2020,4654.0,593,8.9309,7.85,False,True,Mismatch
MOTHERSON,Mar 2021,4370.0,512,9.6445,8.54,False,True,Mismatch
MOTHERSON,Mar 2022,4714.0,543,9.7403,8.68,False,True,Mismatch
MOTHERSON,Mar 2023,6251.0,781,8.0935,8.0,False,True,Mismatch
MOTHERSON,Mar 2024,9322.0,1811,5.2247,5.15,False,True,Mismatch
MOTHERSON,TTM,10474.0,2061,,5.08,False,False,Source unavailable
NAUKRI,Mar 2013,121.0,3,48.3333,40.33,False,True,Mismatch
NAUKRI,Mar 2014,97.0,3,48.3333,32.33,False,True,Mismatch
NAUKRI,Mar 2015,21.0,4,27.5,5.25,False,True,Mismatch
NAUKRI,Mar 2016,91.0,3,67.3333,30.33,False,True,Mismatch
NAUKRI,Mar 2017,-9.0,4,10.25,-2.25,False,True,Mismatch
NAUKRI,Mar 2018,219.0,5,124.0,43.8,False,True,Mismatch
NAUKRI,Mar 2019,9.0,7,106.5714,1.29,False,True,Mismatch
NAUKRI,Mar 2020,-350.0,14,-4.5714,-25.0,False,True,Mismatch
NAUKRI,Mar 2021,74.0,11,150.7273,6.73,False,True,Mismatch
NAUKRI,Mar 2022,446.0,11,1296.0,40.55,False,True,Mismatch
NAUKRI,Mar 2023,348.0,18,12.8889,19.33,False,True,Mismatch
NAUKRI,Mar 2024,711.0,35,28.9714,20.31,False,True,Mismatch
NAUKRI,TTM,751.0,22,,34.14,False,False,Source unavailable
NESTLEIND,Dec 2013,1948.0,37,55.2703,52.65,False,True,Mismatch
NESTLEIND,Dec 2014,2039.0,14,151.8571,145.64,False,True,Mismatch
NESTLEIND,Dec 2015,1555.0,3,388.0,518.33,False,True,Mismatch
NESTLEIND,Dec 2016,1850.0,91,21.8681,20.33,False,True,Mismatch
NESTLEIND,Dec 2017,2097.0,92,24.7174,22.79,False,True,Mismatch
NESTLEIND,Dec 2018,2618.0,112,25.6875,23.38,False,True,Mismatch
NESTLEIND,Dec 2019,2926.0,129,24.5969,22.68,False,True,Mismatch
NESTLEIND,Dec 2020,3202.0,164,20.4146,19.52,False,True,Mismatch
NESTLEIND,Dec 2021,3562.0,202,17.0792,17.63,False,True,Mismatch
NESTLEIND,Dec 2022,3706.0,155,24.6,23.91,False,True,Mismatch
NESTLEIND,Dec 2023,4471.0,119,38.5462,37.57,False,True,Mismatch
NESTLEIND,Mar 2024,5813.0,145,41.1862,40.09,False,True,Mismatch
NESTLEIND,TTM,4726.0,113,,41.82,False,False,Source unavailable
NHPC,Mar 2013,4152.0,611,9.4059,6.8,False,True,Mismatch
NHPC,Mar 2014,4342.0,1203,4.3483,3.61,False,True,Mismatch
NHPC,Mar 2015,5134.0,1296,5.1937,3.96,False,True,Mismatch
NHPC,Mar 2016,4783.0,1160,5.1353,4.12,False,True,Mismatch
NHPC,Mar 2017,4884.0,1133,6.2921,4.31,False,True,Mismatch
NHPC,Mar 2018,4248.0,924,5.8799,4.6,False,True,Mismatch
NHPC,Mar 2019,4981.0,896,7.4933,5.56,False,True,Mismatch
NHPC,Mar 2020,5446.0,877,6.5644,6.21,False,True,Mismatch
NHPC,Mar 2021,5277.0,577,11.0295,9.15,False,True,Mismatch
NHPC,Mar 2022,4013.0,586,8.5222,6.85,False,True,Mismatch
NHPC,Mar 2023,6184.0,475,14.5832,13.02,False,True,Mismatch
NHPC,Mar 2024,4807.0,608,11.2434,7.91,False,True,Mismatch
NHPC,TTM,5015.0,718,,6.98,False,False,Source unavailable
NTPC,Mar 2013,18149.0,2491,9.2035,7.29,False,True,Mismatch
NTPC,Mar 2014,19727.0,3263,6.9013,6.05,False,True,Mismatch
NTPC,Mar 2015,17352.0,3669,5.3666,4.73,False,True,Mismatch
NTPC,Mar 2016,18568.0,3366,5.8693,5.52,False,True,Mismatch
NTPC,Mar 2017,21598.0,3753,6.1791,5.75,False,True,Mismatch
NTPC,Mar 2018,22485.0,4447,6.3101,5.06,False,True,Mismatch
NTPC,Mar 2019,22710.0,5605,4.5545,4.05,False,True,Mismatch
NTPC,Mar 2020,31586.0,8189,4.8596,3.86,False,True,Mismatch
NTPC,Mar 2021,34044.0,9224,4.2351,3.69,False,True,Mismatch
NTPC,Mar 2022,40362.0,9376,4.8177,4.3,False,True,Mismatch
NTPC,Mar 2023,47596.0,11447,4.3817,4.16,False,True,Mismatch
NTPC,Mar 2024,51456.0,12301,4.605,4.18,False,True,Mismatch
NTPC,TTM,52392.0,12475,,4.2,False,False,Source unavailable
ONGC,Mar 2013,43501.0,484,101.2169,89.88,False,True,Mismatch
ONGC,Mar 2014,49130.0,624,90.2244,78.73,False,True,Mismatch
ONGC,Mar 2015,42312.0,2864,16.853,14.77,False,True,Mismatch
ONGC,Mar 2016,39135.0,3766,10.675,10.39,False,True,Mismatch
ONGC,Mar 2017,52804.0,3591,18.2478,14.7,False,True,Mismatch
ONGC,Mar 2018,56889.0,4999,13.4663,11.38,False,True,Mismatch
ONGC,Mar 2019,74819.0,5837,14.4571,12.82,False,True,Mismatch
ONGC,Mar 2020,52105.0,7489,7.0887,6.96,False,True,Mismatch
ONGC,Mar 2021,49473.0,5079,11.9598,9.74,False,True,Mismatch
ONGC,Mar 2022,79874.0,5696,15.2161,14.02,False,True,Mismatch
ONGC,Mar 2023,75527.0,7889,9.5699,9.57,True,True,Match
ONGC,Mar 2024,102835.0,10194,11.3613,10.09,False,True,Mismatch
ONGC,TTM,85870.0,12592,,6.82,False,False,Source unavailable
PFC,Mar 2013,5987.0,10995,0.5456,0.54,False,True,Mismatch
PFC,Mar 2014,7607.0,13053,0.5845,0.58,True,True,Match
PFC,Mar 2015,8429.0,15456,0.547,0.55,True,True,Match
PFC,Mar 2016,9162.0,16657,0.5515,0.55,True,True,Match
PFC,Mar 2017,5275.0,16768,0.3164,0.31,False,True,Mismatch
PFC,Mar 2018,11752.0,30289,0.3894,0.39,True,True,Match
PFC,Mar 2019,17783.0,34627,0.5163,0.51,False,True,Mismatch
PFC,Mar 2020,14012.0,40845,0.3456,0.34,False,True,Mismatch
PFC,Mar 2021,19871.0,44684,0.4457,0.44,False,True,Mismatch
PFC,Mar 2022,23338.0,44709,0.5238,0.52,True,True,Match
PFC,Mar 2023,26501.0,47017,0.5646,0.56,True,True,Match
PFC,Mar 2024,33573.0,57962,0.5804,0.58,True,True,Match
PFC,TTM,35764.0,61505,,0.58,False,False,Source unavailable
PIDILITIND,Mar 2013,558.0,16,41.5625,34.88,False,True,Mismatch
PIDILITIND,Mar 2014,672.0,16,44.375,42.0,False,True,Mismatch
PIDILITIND,Mar 2015,771.0,16,50.6875,48.19,False,True,Mismatch
PIDILITIND,Mar 2016,1173.0,13,96.4615,90.23,False,True,Mismatch
PIDILITIND,Mar 2017,1262.0,14,98.3571,90.14,False,True,Mismatch
PIDILITIND,Mar 2018,1341.0,16,93.375,83.81,False,True,Mismatch
PIDILITIND,Mar 2019,1371.0,26,57.7308,52.73,False,True,Mismatch
PIDILITIND,Mar 2020,1576.0,34,49.2059,46.35,False,True,Mismatch
PIDILITIND,Mar 2021,1686.0,37,47.5676,45.57,False,True,Mismatch
PIDILITIND,Mar 2022,1856.0,42,45.119,44.19,False,True,Mismatch
PIDILITIND,Mar 2023,1986.0,48,42.5208,41.38,False,True,Mismatch
PIDILITIND,Mar 2024,2708.0,51,54.3333,53.1,False,True,Mismatch
PIDILITIND,TTM,2952.0,49,,60.24,False,False,Source unavailable
PNB,Mar 2013,,27802,,,False,False,Source unavailable
PNB,Mar 2014,,28220,,,False,False,Source unavailable
PNB,Mar 2015,,31343,,,False,False,Source unavailable
PNB,Mar 2016,,34331,,,False,False,Source unavailable
PNB,Mar 2017,,32722,,,False,False,Source unavailable
PNB,Mar 2018,,33530,,,False,False,Source unavailable
PNB,Mar 2019,,34656,,,False,False,Source unavailable
PNB,Mar 2020,,36997,,,False,False,Source unavailable
PNB,Mar 2021,,50805,,,False,False,Source unavailable
PNB,Mar 2022,,46823,,,False,False,Source unavailable
PNB,Mar 2023,,51817,,,False,False,Source unavailable
PNB,Mar 2024,,68534,,,False,False,Source unavailable
PNB,TTM,,73977,,,False,False,Source unavailable
POWERGRID,Mar 2013,10837.0,2599,4.5414,4.17,False,True,Mismatch
POWERGRID,Mar 2014,12967.0,3254,4.2077,3.98,False,True,Mismatch
POWERGRID,Mar 2015,14927.0,4081,3.8368,3.66,False,True,Mismatch
POWERGRID,Mar 2016,18184.0,5086,3.7043,3.58,False,True,Mismatch
POWERGRID,Mar 2017,22450.0,6204,3.769,3.62,False,True,Mismatch
POWERGRID,Mar 2018,25961.0,7324,4.0997,3.54,False,True,Mismatch
POWERGRID,Mar 2019,26920.0,8737,3.2534,3.08,False,True,Mismatch
POWERGRID,Mar 2020,32886.0,9509,3.755,3.46,False,True,Mismatch
POWERGRID,Mar 2021,34906.0,8135,4.3854,4.29,False,True,Mismatch
POWERGRID,Mar 2022,35826.0,8036,5.0421,4.46,False,True,Mismatch
POWERGRID,Mar 2023,39576.0,9634,4.2214,4.11,False,True,Mismatch
POWERGRID,Mar 2024,39826.0,8773,4.603,4.54,False,True,Mismatch
POWERGRID,TTM,39235.0,8854,,4.43,False,False,Source unavailable
RECLTD,Mar 2013,13270.0,8083,1.6422,1.64,True,True,Match
RECLTD,Mar 2014,16650.0,10035,1.6598,1.66,True,True,Match
RECLTD,Mar 2015,19395.0,11840,1.6386,1.64,True,True,Match
RECLTD,Mar 2016,22445.0,14282,1.5718,1.57,True,True,Match
RECLTD,Mar 2017,22450.0,13462,1.6694,1.67,True,True,Match
RECLTD,Mar 2018,19279.0,13333,1.4473,1.45,True,True,Match
RECLTD,Mar 2019,23705.0,15639,1.5179,1.52,True,True,Match
RECLTD,Mar 2020,25961.0,18991,1.3708,1.37,True,True,Match
RECLTD,Mar 2021,32265.0,21489,1.5022,1.5,True,True,Match
RECLTD,Mar 2022,34438.0,22051,1.5646,1.56,True,True,Match
RECLTD,Mar 2023,37628.0,23733,1.5867,1.59,True,True,Match
RECLTD,Mar 2024,47883.0,29948,1.6005,1.6,True,True,Match
RECLTD,TTM,50860.0,32075,,1.59,False,False,Source unavailable
RELIANCE,Mar 2013,33155.0,3463,11.814,9.57,False,True,Mismatch
RELIANCE,Mar 2014,34935.0,3836,11.4181,9.11,False,True,Mismatch
RELIANCE,Mar 2015,37449.0,3316,13.8652,11.29,False,True,Mismatch
RELIANCE,Mar 2016,41781.0,3691,14.6283,11.32,False,True,Mismatch
RELIANCE,Mar 2017,46307.0,3849,14.4269,12.03,False,True,Mismatch
RELIANCE,Mar 2018,64315.0,8052,9.2131,7.99,False,True,Mismatch
RELIANCE,Mar 2019,84250.0,16495,5.6172,5.11,False,True,Mismatch
RELIANCE,Mar 2020,89266.0,22027,4.4416,4.05,False,True,Mismatch
RELIANCE,Mar 2021,80790.0,21189,4.8715,3.81,False,True,Mismatch
RELIANCE,Mar 2022,108581.0,14584,8.7892,7.45,False,True,Mismatch
RELIANCE,Mar 2023,142318.0,19571,7.8861,7.27,False,True,Mismatch
RELIANCE,Mar 2024,162498.0,23118,7.7289,7.03,False,True,Mismatch
RELIANCE,TTM,164128.0,23875,,6.87,False,False,Source unavailable
SBILIFE,Mar 2013,427.0,4,179.75,106.75,False,True,Mismatch
SBILIFE,Mar 2014,511.0,5,171.0,102.2,False,True,Mismatch
SBILIFE,Mar 2015,794.0,4,244.25,198.5,False,True,Mismatch
SBILIFE,Mar 2016,920.0,5,209.8,184.0,False,True,Mismatch
SBILIFE,Mar 2017,1068.0,5,241.4,213.6,False,True,Mismatch
SBILIFE,Mar 2018,1332.0,6,248.0,222.0,False,True,Mismatch
SBILIFE,Mar 2019,1474.0,8,217.5,184.25,False,True,Mismatch
SBILIFE,Mar 2020,1351.0,0,,,False,False,Source unavailable
SBILIFE,Mar 2021,872.0,0,,,False,False,Source unavailable
SBILIFE,Mar 2022,730.0,0,,,False,False,Source unavailable
SBILIFE,Mar 2023,122.0,10,198.4,12.2,False,True,Mismatch
SBILIFE,Mar 2024,246.0,9,240.3333,27.33,False,True,Mismatch
SBILIFE,TTM,1007.0,0,,,False,False,Source unavailable
SBIN,Mar 2013,-5124.0,106818,,-0.05,False,False,Source unavailable
SBIN,Mar 2014,-14614.0,121479,,-0.12,False,False,Source unavailable
SBIN,Mar 2015,-21879.0,133179,,-0.16,False,False,Source unavailable
SBIN,Mar 2016,-32399.0,143047,,-0.23,False,False,Source unavailable
SBIN,Mar 2017,-64334.0,149115,,-0.43,False,False,Source unavailable
SBIN,Mar 2018,-86697.0,146603,,-0.59,False,False,Source unavailable
SBIN,Mar 2019,-68649.0,155867,,-0.44,False,False,Source unavailable
SBIN,Mar 2020,-64181.0,161124,,-0.4,False,False,Source unavailable
SBIN,Mar 2021,-70715.0,156010,,-0.45,False,False,Source unavailable
SBIN,Mar 2022,-63570.0,156194,,-0.41,False,False,Source unavailable
SBIN,Mar 2023,-43439.0,189981,,-0.23,False,False,Source unavailable
SBIN,Mar 2024,-60297.0,259736,,-0.23,False,False,Source unavailable
SBIN,TTM,-59190.0,284056,,-0.21,False,False,Source unavailable
SHREECEM,Jun 2013,1561.0,193,9.057,8.09,False,True,Mismatch
SHREECEM,Jun 2014,1390.0,129,11.5814,10.78,False,True,Mismatch
SHREECEM,Jun 2015,1344.0,121,11.9504,11.11,False,True,Mismatch
SHREECEM,Mar 2016 9m,1407.0,76,,18.51,False,False,Source unavailable
SHREECEM,Mar 2017,2513.0,129,22.2868,19.48,False,True,Mismatch
SHREECEM,Mar 2018,2473.0,135,21.2,18.32,False,True,Mismatch
SHREECEM,Mar 2019,2797.0,248,11.5565,11.28,False,True,Mismatch
SHREECEM,Mar 2020,3771.0,291,13.8625,12.96,False,True,Mismatch
SHREECEM,Mar 2021,4091.0,251,17.996,16.3,False,True,Mismatch
SHREECEM,Mar 2022,3710.0,263,16.1749,14.11,False,True,Mismatch
SHREECEM,Mar 2023,2960.0,263,13.0,11.25,False,True,Mismatch
SHREECEM,Mar 2024,4518.0,258,19.8256,17.51,False,True,Mismatch
SHREECEM,TTM,4226.0,229,,18.45,False,False,Source unavailable
SHRIRAMFIN,Mar 2013,2179.0,3092,0.707,0.7,False,True,Mismatch
SHRIRAMFIN,Mar 2014,1999.0,4233,0.4732,0.47,True,True,Match
SHRIRAMFIN,Mar 2015,1691.0,4706,0.3598,0.36,True,True,Match
SHRIRAMFIN,Mar 2016,1824.0,5088,0.3591,0.36,True,True,Match
SHRIRAMFIN,Mar 2017,1972.0,5219,0.378,0.38,True,True,Match
SHRIRAMFIN,Mar 2018,3805.0,6409,0.6135,0.59,False,True,Mismatch
SHRIRAMFIN,Mar 2019,3801.0,7564,0.5052,0.5,False,True,Mismatch
SHRIRAMFIN,Mar 2020,3565.0,8313,0.4305,0.43,True,True,Match
SHRIRAMFIN,Mar 2021,3402.0,9089,0.3758,0.37,False,True,Mismatch
SHRIRAMFIN,Mar 2022,3666.0,9773,0.377,0.38,True,True,Match
SHRIRAMFIN,Mar 2023,8799.0,12987,0.6788,0.68,True,True,Match
SHRIRAMFIN,Mar 2024,10523.0,15588,0.6767,0.68,True,True,Match
SHRIRAMFIN,TTM,11416.0,17220,,0.66,False,False,Source unavailable
SIEMENS,Sep 2011,1171.0,26,56.5385,45.04,False,True,Mismatch
SIEMENS,Sep 2014,119.0,31,35.6129,3.84,False,True,Mismatch
SIEMENS,Sep 2015,998.0,30,64.7,33.27,False,True,Mismatch
SIEMENS,Sep 2016,1021.0,11,379.7273,92.82,False,True,Mismatch
SIEMENS,Sep 2017,1056.0,8,234.25,132.0,False,True,Mismatch
SIEMENS,Sep 2018,1327.0,8,200.875,165.88,False,True,Mismatch
SIEMENS,Sep 2019,1490.0,12,157.3333,124.17,False,True,Mismatch
SIEMENS,Sep 2020,1003.0,30,43.9333,33.43,False,True,Mismatch
SIEMENS,Sep 2021,1452.0,24,73.875,60.5,False,True,Mismatch
SIEMENS,Sep 2022,1860.0,36,65.1944,51.67,False,True,Mismatch
SIEMENS,Sep 2023,2487.0,23,129.6957,108.13,False,True,Mismatch
SIEMENS,Sep 2024,3104.0,60,67.15,51.73,False,True,Mismatch
SUNPHARMA,Mar 2013,4784.0,43,109.1628,111.26,False,True,Mismatch
SUNPHARMA,Mar 2014,7003.0,44,114.4318,159.16,False,True,Mismatch
SUNPHARMA,Mar 2015,7894.0,579,14.1226,13.63,False,True,Mismatch
SUNPHARMA,Mar 2016,8174.0,523,15.5488,15.63,False,True,Mismatch
SUNPHARMA,Mar 2017,10102.0,400,26.78,25.26,False,True,Mismatch
SUNPHARMA,Mar 2018,5631.0,518,10.61,10.87,False,True,Mismatch
SUNPHARMA,Mar 2019,6377.0,555,11.0252,11.49,False,True,Mismatch
SUNPHARMA,Mar 2020,6983.0,303,24.3069,23.05,False,True,Mismatch
SUNPHARMA,Mar 2021,8470.0,141,35.6099,60.07,False,True,Mismatch
