company_id,year,sales,net_profit,net_profit_margin_pct,net_profit_margin_calculated,net_profit_margin_match,source_available,validation_status
SIEMENS,Sep 2011,11955,868,7.26,7.26,True,True,Match
SIEMENS,Sep 2014,10678,603,5.65,5.65,True,True,Match
SIEMENS,Sep 2015,10563,1174,11.11,11.11,True,True,Match
SIEMENS,Sep 2016,10837,2914,26.89,26.89,True,True,Match
SIEMENS,Sep 2017,11065,1137,10.28,10.28,True,True,Match
SIEMENS,Sep 2018,12795,901,7.04,7.04,True,True,Match
SIEMENS,Sep 2019,13084,1099,8.4,8.4,True,True,Match
SIEMENS,Sep 2020,9946,769,7.73,7.73,True,True,Match
SIEMENS,Sep 2021,13198,1089,8.25,8.25,True,True,Match
SIEMENS,Sep 2022,16138,1543,9.56,9.56,True,True,Match
SIEMENS,Sep 2023,19554,1962,10.03,10.03,True,True,Match
SIEMENS,Sep 2024,22240,2718,12.22,12.22,True,True,Match
SUNPHARMA,Mar 2013,11131,3469,31.17,31.17,True,True,Match
SUNPHARMA,Mar 2014,16080,3879,24.12,24.12,True,True,Match
SUNPHARMA,Mar 2015,27392,5476,19.99,19.99,True,True,Match
SUNPHARMA,Mar 2016,28487,5658,19.86,19.86,True,True,Match
SUNPHARMA,Mar 2017,31578,7846,24.85,24.85,True,True,Match
SUNPHARMA,Mar 2018,26489,2542,9.6,9.6,True,True,Match
SUNPHARMA,Mar 2019,29066,3208,11.04,11.04,True,True,Match
SUNPHARMA,Mar 2020,32838,4172,12.7,12.7,True,True,Match
SUNPHARMA,Mar 2021,33498,2272,6.78,6.78,True,True,Match
SUNPHARMA,Mar 2022,38654,3389,8.77,8.77,True,True,Match
SUNPHARMA,Mar 2023,43886,8513,19.4,19.4,True,True,Match
SUNPHARMA,Mar 2024,48497,9610,19.82,19.82,True,True,Match
SUNPHARMA,TTM,50308,11117,,22.1,False,False,Source unavailable
TATACONSUM,Mar 2013,7351,445,6.05,6.05,True,True,Match
TATACONSUM,Mar 2014,7738,510,6.59,6.59,True,True,Match
TATACONSUM,Mar 2015,7993,273,3.42,3.42,True,True,Match
TATACONSUM,Mar 2016,6637,-37,-0.5599999999999999,-0.56,True,True,Match
TATACONSUM,Mar 2017,6780,455,6.710000000000001,6.71,True,True,Match
TATACONSUM,Mar 2018,6815,556,8.16,8.16,True,True,Match
TATACONSUM,Mar 2019,7252,457,6.3,6.3,True,True,Match
TATACONSUM,Mar 2020,9637,460,4.77,4.77,True,True,Match
TATACONSUM,Mar 2021,11602,930,8.02,8.02,True,True,Match
TATACONSUM,Mar 2022,12425,1015,8.17,8.17,True,True,Match
TATACONSUM,Mar 2023,13783,1320,9.58,9.58,True,True,Match
TATACONSUM,Mar 2024,15206,1215,7.99,7.99,True,True,Match
TATACONSUM,TTM,16297,1170,,7.18,False,False,Source unavailable
TATAMOTORS,Mar 2013,188793,9976,5.28,5.28,True,True,Match
TATAMOTORS,Mar 2014,232834,14050,6.03,6.03,True,True,Match
TATAMOTORS,Mar 2015,263159,14073,5.35,5.35,True,True,Match
TATAMOTORS,Mar 2016,273046,11678,4.279999999999999,4.28,True,True,Match
TATAMOTORS,Mar 2017,269693,7557,2.8,2.8,True,True,Match
TATAMOTORS,Mar 2018,291550,9091,3.12,3.12,True,True,Match
TATAMOTORS,Mar 2019,301938,-28724,-9.51,-9.51,True,True,Match
TATAMOTORS,Mar 2020,261068,-11975,-4.590000000000001,-4.59,True,True,Match
TATAMOTORS,Mar 2021,249795,-13395,-5.36,-5.36,True,True,Match
TATAMOTORS,Mar 2022,278454,-11309,-4.06,-4.06,True,True,Match
TATAMOTORS,Mar 2023,345967,2690,0.7799999999999999,0.78,True,True,Match
TATAMOTORS,Mar 2024,437928,31807,7.26,7.26,True,True,Match
TATAMOTORS,TTM,440061,33816,,7.68,False,False,Source unavailable
TATAPOWER,Mar 2013,33177,123,0.37,0.37,True,True,Match
TATAPOWER,Mar 2014,35726,12,0.03,0.03,True,True,Match
TATAPOWER,Mar 2015,33593,457,1.36,1.36,True,True,Match
TATAPOWER,Mar 2016,29494,786,2.66,2.66,True,True,Match
TATAPOWER,Mar 2017,27588,1100,3.99,3.99,True,True,Match
TATAPOWER,Mar 2018,26840,2611,9.73,9.73,True,True,Match
TATAPOWER,Mar 2019,29881,2606,8.72,8.72,True,True,Match
TATAPOWER,Mar 2020,29136,1316,4.52,4.52,True,True,Match
TATAPOWER,Mar 2021,32703,1439,4.399999999999999,4.4,True,True,Match
TATAPOWER,Mar 2022,42816,2156,5.04,5.04,True,True,Match
TATAPOWER,Mar 2023,55109,3810,6.909999999999999,6.91,True,True,Match
TATAPOWER,Mar 2024,61449,4280,6.97,6.97,True,True,Match
TATAPOWER,TTM,63489,4403,,6.94,False,False,Source unavailable
TATASTEEL,Mar 2013,134712,-7272,-5.4,-5.4,True,True,Match
TATASTEEL,Mar 2014,148614,3665,2.47,2.47,True,True,Match
TATASTEEL,Mar 2015,139504,-3939,-2.82,-2.82,True,True,Match
TATASTEEL,Mar 2016,101965,-497,-0.49,-0.49,True,True,Match
TATASTEEL,Mar 2017,112299,-4169,-3.71,-3.71,True,True,Match
TATASTEEL,Mar 2018,123249,17743,14.4,14.4,True,True,Match
TATASTEEL,Mar 2019,157669,9122,5.79,5.79,True,True,Match
TATASTEEL,Mar 2020,139817,1174,0.84,0.84,True,True,Match
TATASTEEL,Mar 2021,156294,8190,5.24,5.24,True,True,Match
TATASTEEL,Mar 2022,243959,41749,17.11,17.11,True,True,Match
TATASTEEL,Mar 2023,243353,8075,3.32,3.32,True,True,Match
TATASTEEL,Mar 2024,229171,-4910,-2.14,-2.14,True,True,Match
TATASTEEL,TTM,221012,2527,,1.14,False,False,Source unavailable
TCS,Mar 2013,62989,14076,22.35,22.35,True,True,Match
TCS,Mar 2014,81809,19332,23.63,23.63,True,True,Match
TCS,Mar 2015,94648,20060,21.19,21.19,True,True,Match
TCS,Mar 2016,108646,24338,22.4,22.4,True,True,Match
TCS,Mar 2017,117966,26357,22.34,22.34,True,True,Match
TCS,Mar 2018,123104,25880,21.02,21.02,True,True,Match
TCS,Mar 2019,146463,31562,21.55,21.55,True,True,Match
TCS,Mar 2020,156949,32447,20.67,20.67,True,True,Match
TCS,Mar 2021,164177,32562,19.83,19.83,True,True,Match
TCS,Mar 2022,191754,38449,20.05,20.05,True,True,Match
TCS,Mar 2023,225458,42303,18.76,18.76,True,True,Match
TCS,Mar 2024,240893,46099,19.14,19.14,True,True,Match
TCS,TTM,252082,49006,,19.44,False,False,Source unavailable
TECHM,Mar 2013,6873,1307,19.02,19.02,True,True,Match
TECHM,Mar 2014,18802,3062,16.29,16.29,True,True,Match
TECHM,Mar 2015,22621,2659,11.75,11.75,True,True,Match
TECHM,Mar 2016,26494,3027,11.43,11.43,True,True,Match
TECHM,Mar 2017,29141,2851,9.78,9.78,True,True,Match
TECHM,Mar 2018,30773,3786,12.3,12.3,True,True,Match
TECHM,Mar 2019,34742,4289,12.35,12.35,True,True,Match
TECHM,Mar 2020,36868,3897,10.57,10.57,True,True,Match
TECHM,Mar 2021,37855,4353,11.5,11.5,True,True,Match
TECHM,Mar 2022,44646,5630,12.61,12.61,True,True,Match
TECHM,Mar 2023,53290,4857,9.11,9.11,True,True,Match
TECHM,Mar 2024,51996,2397,4.61,4.61,True,True,Match
TECHM,TTM,52476,3775,,7.19,False,False,Source unavailable
TITAN,Mar 2013,10123,725,7.16,7.16,True,True,Match
TITAN,Mar 2014,10927,735,6.73,6.73,True,True,Match
TITAN,Mar 2015,11913,816,6.850000000000001,6.85,True,True,Match
TITAN,Mar 2016,11276,675,5.99,5.99,True,True,Match
TITAN,Mar 2017,13261,697,5.26,5.26,True,True,Match
TITAN,Mar 2018,16120,1102,6.84,6.84,True,True,Match
TITAN,Mar 2019,19779,1389,7.02,7.02,True,True,Match
TITAN,Mar 2020,21052,1493,7.090000000000001,7.09,True,True,Match
TITAN,Mar 2021,21644,974,4.5,4.5,True,True,Match
TITAN,Mar 2022,28799,2198,7.630000000000001,7.63,True,True,Match
TITAN,Mar 2023,40575,3274,8.07,8.07,True,True,Match
TITAN,Mar 2024,51084,3496,6.84,6.84,True,True,Match
TITAN,TTM,54458,3243,,5.96,False,False,Source unavailable
TORNTPHARM,Mar 2013,3203,435,13.58,13.58,True,True,Match
TORNTPHARM,Mar 2014,4172,664,15.92,15.92,True,True,Match
TORNTPHARM,Mar 2015,4636,751,16.2,16.2,True,True,Match
TORNTPHARM,Mar 2016,6687,1733,25.92,25.92,True,True,Match
TORNTPHARM,Mar 2017,5816,934,16.06,16.06,True,True,Match
TORNTPHARM,Mar 2018,5950,678,11.39,11.39,True,True,Match
TORNTPHARM,Mar 2019,7673,436,5.680000000000001,5.68,True,True,Match
TORNTPHARM,Mar 2020,7939,1025,12.91,12.91,True,True,Match
TORNTPHARM,Mar 2021,8005,1252,15.64,15.64,True,True,Match
TORNTPHARM,Mar 2022,8508,777,9.13,9.13,True,True,Match
TORNTPHARM,Mar 2023,9620,1245,12.94,12.94,True,True,Match
TORNTPHARM,Mar 2024,10728,1656,15.44,15.44,True,True,Match
TORNTPHARM,TTM,11302,1862,,16.47,False,False,Source unavailable
TRENT,Mar 2013,2132,-27,-1.27,-1.27,True,True,Match
TRENT,Mar 2014,2333,-19,-0.8099999999999999,-0.81,True,True,Match
TRENT,Mar 2015,2284,129,5.65,5.65,True,True,Match
TRENT,Mar 2016,1686,55,3.26,3.26,True,True,Match
TRENT,Mar 2017,1812,85,4.69,4.69,True,True,Match
TRENT,Mar 2018,2157,87,4.03,4.03,True,True,Match
TRENT,Mar 2019,2630,95,3.61,3.61,True,True,Match
TRENT,Mar 2020,3486,106,3.04,3.04,True,True,Match
TRENT,Mar 2021,2593,-181,-6.98,-6.98,True,True,Match
TRENT,Mar 2022,4498,35,0.7799999999999999,0.78,True,True,Match
TRENT,Mar 2023,8242,394,4.78,4.78,True,True,Match
TRENT,Mar 2024,12375,1477,11.94,11.94,True,True,Match
TRENT,TTM,15025,1809,,12.04,False,False,Source unavailable
TVSMOTOR,Mar 2013,7510,198,2.64,2.64,True,True,Match
TVSMOTOR,Mar 2014,8384,187,2.23,2.23,True,True,Match
TVSMOTOR,Mar 2015,10256,328,3.2,3.2,True,True,Match
TVSMOTOR,Mar 2016,11377,429,3.77,3.77,True,True,Match
TVSMOTOR,Mar 2017,12463,509,4.08,4.08,True,True,Match
TVSMOTOR,Mar 2018,16340,665,4.07,4.07,True,True,Match
TVSMOTOR,Mar 2019,20160,725,3.6,3.6,True,True,Match
TVSMOTOR,Mar 2020,18849,647,3.43,3.43,True,True,Match
TVSMOTOR,Mar 2021,19421,608,3.13,3.13,True,True,Match
TVSMOTOR,Mar 2022,24355,731,3.0,3.0,True,True,Match
TVSMOTOR,Mar 2023,31974,1309,4.09,4.09,True,True,Match
TVSMOTOR,Mar 2024,39145,1779,4.54,4.54,True,True,Match
TVSMOTOR,TTM,42886,2094,,4.88,False,False,Source unavailable
ULTRACEMCO,Mar 2013,20514,2688,13.1,13.1,True,True,Match
ULTRACEMCO,Mar 2014,20730,2213,10.68,10.68,True,True,Match
ULTRACEMCO,Mar 2015,23306,2102,9.02,9.02,True,True,Match
ULTRACEMCO,Mar 2016,25153,2480,9.86,9.86,True,True,Match
ULTRACEMCO,Mar 2017,25375,2714,10.7,10.7,True,True,Match
ULTRACEMCO,Mar 2018,30979,2224,7.180000000000001,7.18,True,True,Match
ULTRACEMCO,Mar 2019,41462,2400,5.79,5.79,True,True,Match
ULTRACEMCO,Mar 2020,42430,5751,13.55,13.55,True,True,Match
ULTRACEMCO,Mar 2021,44726,5462,12.21,12.21,True,True,Match
ULTRACEMCO,Mar 2022,52599,7334,13.94,13.94,True,True,Match
ULTRACEMCO,Mar 2023,63240,5073,8.02,8.02,True,True,Match
ULTRACEMCO,Mar 2024,70908,7004,9.879999999999999,9.88,True,True,Match
ULTRACEMCO,TTM,71317,6252,,8.77,False,False,Source unavailable
UNIONBANK,Mar 2013,25169,2146,8.53,8.53,True,True,Match
UNIONBANK,Mar 2014,29394,1687,5.74,5.74,True,True,Match
UNIONBANK,Mar 2015,32164,1771,5.510000000000001,5.51,True,True,Match
UNIONBANK,Mar 2016,32316,1347,4.17,4.17,True,True,Match
UNIONBANK,Mar 2017,32817,573,1.75,1.75,True,True,Match
UNIONBANK,Mar 2018,32952,-5212,-15.82,-15.82,True,True,Match
UNIONBANK,Mar 2019,34314,-2922,-8.52,-8.52,True,True,Match
UNIONBANK,Mar 2020,37479,-3121,-8.33,-8.33,True,True,Match
UNIONBANK,Mar 2021,69311,2863,4.130000000000001,4.13,True,True,Match
UNIONBANK,Mar 2022,68230,5265,7.720000000000001,7.72,True,True,Match
UNIONBANK,Mar 2023,81163,8512,10.49,10.49,True,True,Match
UNIONBANK,Mar 2024,100376,13797,13.75,13.75,True,True,Match
UNIONBANK,TTM,107058,16344,,15.27,False,False,Source unavailable
UNITDSPR,Mar 2013,10378,-105,,-1.01,False,False,Source unavailable
UNITDSPR,Mar 2014,10508,-4489,,-42.72,False,False,Source unavailable
UNITDSPR,Mar 2015,9254,-1687,,-18.23,False,False,Source unavailable
UNITDSPR,Mar 2016,8495,143,,1.68,False,False,Source unavailable
UNITDSPR,Mar 2017,8818,93,,1.05,False,False,Source unavailable
UNITDSPR,Mar 2018,8591,652,,7.59,False,False,Source unavailable
UNITDSPR,Mar 2019,9341,684,,7.32,False,False,Source unavailable
UNITDSPR,Mar 2020,9325,621,,6.66,False,False,Source unavailable
UNITDSPR,Mar 2021,8131,362,,4.45,False,False,Source unavailable
UNITDSPR,Mar 2022,9712,811,,8.35,False,False,Source unavailable
UNITDSPR,Mar 2023,10612,1126,,10.61,False,False,Source unavailable
UNITDSPR,Mar 2024,11321,1408,,12.44,False,False,Source unavailable
UNITDSPR,TTM,11821,1402,,11.86,False,False,Source unavailable
VBL,Dec 2012,1800,25,,1.39,False,False,Source unavailable
VBL,Dec 2013,2115,-40,,-1.89,False,False,Source unavailable
VBL,Dec 2014,2502,-20,,-0.8,False,False,Source unavailable
VBL,Dec 2015,3394,113,,3.33,False,False,Source unavailable
VBL,Dec 2016,3861,48,,1.24,False,False,Source unavailable
VBL,Dec 2017,4004,214,,5.34,False,False,Source unavailable
VBL,Dec 2018,5105,300,,5.88,False,False,Source unavailable
VBL,Dec 2019,7130,472,,6.62,False,False,Source unavailable
VBL,Dec 2020,6450,357,,5.53,False,False,Source unavailable
VBL,Dec 2021,8823,746,,8.46,False,False,Source unavailable
VBL,Dec 2022,13173,1550,,11.77,False,False,Source unavailable
VBL,Dec 2023,16043,2102,,13.1,False,False,Source unavailable
VBL,TTM,18987,2582,,13.6,False,False,Source unavailable
VEDL,Mar 2013,2749,2280,,82.94,False,False,Source unavailable
VEDL,Mar 2014,66152,11421,,17.26,False,False,Source unavailable
VEDL,Mar 2015,73710,-11369,,-15.42,False,False,Source unavailable
VEDL,Mar 2016,64262,-17862,,-27.8,False,False,Source unavailable
VEDL,Mar 2017,72225,11316,,15.67,False,False,Source unavailable
VEDL,Mar 2018,91866,13692,,14.9,False,False,Source unavailable
VEDL,Mar 2019,92048,9698,,10.54,False,False,Source unavailable
VEDL,Mar 2020,84447,-4744,,-5.62,False,False,Source unavailable
VEDL,Mar 2021,88021,15032,,17.08,False,False,Source unavailable
VEDL,Mar 2022,132732,23710,,17.86,False,False,Source unavailable
VEDL,Mar 2023,147308,14503,,9.85,False,False,Source unavailable
VEDL,Mar 2024,143727,7539,,5.25,False,False,Source unavailable
VEDL,TTM,144448,15841,,10.97,False,False,Source unavailable
WIPRO,Mar 2013,37430,6182,,16.52,False,False,Source unavailable
WIPRO,Mar 2014,43424,7991,,18.4,False,False,Source unavailable
WIPRO,Mar 2015,46951,8714,,18.56,False,False,Source unavailable
WIPRO,Mar 2016,51244,8957,,17.48,False,False,Source unavailable
WIPRO,Mar 2017,55448,8518,,15.36,False,False,Source unavailable
WIPRO,Mar 2018,54487,8003,,14.69,False,False,Source unavailable
WIPRO,Mar 2019,59019,9018,,15.28,False,False,Source unavailable
WIPRO,Mar 2020,61138,9772,,15.98,False,False,Source unavailable
WIPRO,Mar 2021,61935,10868,,17.55,False,False,Source unavailable
WIPRO,Mar 2022,79312,12243,,15.44,False,False,Source unavailable
WIPRO,Mar 2023,90488,11366,,12.56,False,False,Source unavailable
WIPRO,Mar 2024,89760,11112,,12.38,False,False,Source unavailable
WIPRO,TTM,88792,12488,,14.06,False,False,Source unavailable
ZOMATO,Mar 2018,466,-107,,-22.96,False,False,Source unavailable
ZOMATO,Mar 2019,1313,-1010,,-76.92,False,False,Source unavailable
ZOMATO,Mar 2020,2605,-2386,,-91.59,False,False,Source unavailable
ZOMATO,Mar 2021,1994,-816,,-40.92,False,False,Source unavailable
ZOMATO,Mar 2022,4192,-1222,,-29.15,False,False,Source unavailable
ZOMATO,Mar 2023,7079,-971,,-13.72,False,False,Source unavailable
ZOMATO,Mar 2024,12114,351,,2.9,False,False,Source unavailable
ZOMATO,TTM,17972,663,,3.69,False,False,Source unavailable
ZYDUSLIFE,Mar 2013,6358,690,,10.85,False,False,Source unavailable
ZYDUSLIFE,Mar 2014,7224,836,,11.57,False,False,Source unavailable
ZYDUSLIFE,Mar 2015,8651,1188,,13.73,False,False,Source unavailable
ZYDUSLIFE,Mar 2016,9427,1964,,20.83,False,False,Source unavailable
ZYDUSLIFE,Mar 2017,9376,1517,,16.18,False,False,Source unavailable
ZYDUSLIFE,Mar 2018,11905,1810,,15.2,False,False,Source unavailable
ZYDUSLIFE,Mar 2019,13166,1899,,14.42,False,False,Source unavailable
ZYDUSLIFE,Mar 2020,14253,1204,,8.45,False,False,Source unavailable
ZYDUSLIFE,Mar 2021,14404,2185,,15.17,False,False,Source unavailable
ZYDUSLIFE,Mar 2022,15110,4618,,30.56,False,False,Source unavailable
ZYDUSLIFE,Mar 2023,17237,2092,,12.14,False,False,Source unavailable
ZYDUSLIFE,Mar 2024,19547,3973,,20.33,False,False,Source unavailable
ZYDUSLIFE,TTM,21484,4439,,20.66,False,False,Source unavailable
INDIGO,Mar 2013,9203,787,8.55,8.55,True,True,Match
INDIGO,Mar 2014,11117,474,4.26,4.26,True,True,Match
INDIGO,Mar 2015,13925,1304,9.36,9.36,True,True,Match
INDIGO,Mar 2016,16140,1986,12.3,12.3,True,True,Match
INDIGO,Mar 2017,18580,1659,8.93,8.93,True,True,Match
INDIGO,Mar 2018,23021,2242,9.74,9.74,True,True,Match
INDIGO,Mar 2019,28497,156,0.5499999999999999,0.55,True,True,Match
INDIGO,Mar 2020,35756,-248,-0.69,-0.69,True,True,Match
INDIGO,Mar 2021,14641,-6171,-42.15,-42.15,True,True,Match
INDIGO,Mar 2022,25931,-317,-1.22,-1.22,True,True,Match
INDIGO,Mar 2023,54446,-317,-0.58,-0.58,True,True,Match
INDIGO,Mar 2024,68904,8167,11.85,11.85,True,True,Match
INDIGO,TTM,76476,6074,,7.94,False,False,Source unavailable
