company_id,year,sales,net_profit,net_profit_margin_pct,net_profit_margin_calculated,net_profit_margin_match,source_available,validation_status
ABB,Dec 2012,1653,145,8.77,8.77,True,True,Match
ABB,Mar 2014,2276,198,8.7,8.7,True,True,Match
ABB,Mar 2015,2289,229,10.0,10.0,True,True,Match
ABB,Mar 2016,2614,255,9.76,9.76,True,True,Match
ABB,Mar 2017,2903,277,9.54,9.54,True,True,Match
ABB,Mar 2018,3298,401,12.16,12.16,True,True,Match
ABB,Mar 2019,3679,450,12.23,12.23,True,True,Match
ABB,Mar 2020,4093,593,14.49,14.49,True,True,Match
ABB,Mar 2021,4310,691,16.03,16.03,True,True,Match
ABB,Mar 2022,4913,799,16.26,16.26,True,True,Match
ABB,Mar 2023,5349,949,17.74,17.74,True,True,Match
ABB,Mar 2024,5849,1201,20.53,20.53,True,True,Match
ABB,TTM,6066,1285,,21.18,False,False,Source unavailable
ADANIENSOL,Mar 2014,0,0,,,False,False,Source unavailable
ADANIENSOL,Mar 2015,131,-7,-5.34,-5.34,True,True,Match
ADANIENSOL,Mar 2016,2194,368,16.77,16.77,True,True,Match
ADANIENSOL,Mar 2017,2876,416,14.46,14.46,True,True,Match
ADANIENSOL,Mar 2018,3944,1143,28.98,28.98,True,True,Match
ADANIENSOL,Mar 2019,7305,559,7.649999999999999,7.65,True,True,Match
ADANIENSOL,Mar 2020,11416,706,6.18,6.18,True,True,Match
ADANIENSOL,Mar 2021,9926,1290,13.0,13.0,True,True,Match
ADANIENSOL,Mar 2022,11258,1236,10.98,10.98,True,True,Match
ADANIENSOL,Mar 2023,13293,1281,9.64,9.64,True,True,Match
ADANIENSOL,Mar 2024,16607,1196,7.199999999999999,7.2,True,True,Match
ADANIENSOL,TTM,22099,589,,2.67,False,False,Source unavailable
ADANIENT,Mar 2013,46375,1218,2.63,2.63,True,True,Match
ADANIENT,Mar 2014,54947,2646,4.82,4.82,True,True,Match
ADANIENT,Mar 2015,64465,2298,3.56,3.56,True,True,Match
ADANIENT,Mar 2016,34008,1000,2.94,2.94,True,True,Match
ADANIENT,Mar 2017,36533,925,2.53,2.53,True,True,Match
ADANIENT,Mar 2018,35924,594,1.65,1.65,True,True,Match
ADANIENT,Mar 2019,40379,506,1.25,1.25,True,True,Match
ADANIENT,Mar 2020,43403,1040,2.4,2.4,True,True,Match
ADANIENT,Mar 2021,39537,1046,2.65,2.65,True,True,Match
ADANIENT,Mar 2022,69420,788,1.14,1.14,True,True,Match
ADANIENT,Mar 2023,127540,2422,1.9,1.9,True,True,Match
ADANIENT,Mar 2024,96421,3335,3.46,3.46,True,True,Match
ADANIENT,TTM,102311,6086,,5.95,False,False,Source unavailable
ADANIGREEN,Mar 2017,502,-47,-9.36,-9.36,True,True,Match
ADANIGREEN,Mar 2018,1480,-138,-9.32,-9.32,True,True,Match
ADANIGREEN,Mar 2019,2058,-475,-23.08,-23.08,True,True,Match
ADANIGREEN,Mar 2020,2549,-68,-2.67,-2.67,True,True,Match
ADANIGREEN,Mar 2021,3124,182,5.83,5.83,True,True,Match
ADANIGREEN,Mar 2022,5133,489,9.53,9.53,True,True,Match
ADANIGREEN,Mar 2023,7776,973,12.51,12.51,True,True,Match
ADANIGREEN,Mar 2024,9220,1260,13.67,13.67,True,True,Match
ADANIGREEN,TTM,10782,1928,,17.88,False,False,Source unavailable
ADANIPORTS,Mar 2013,3577,1639,45.82,45.82,True,True,Match
ADANIPORTS,Mar 2014,4830,1741,36.05,36.05,True,True,Match
ADANIPORTS,Mar 2015,6152,2324,37.78,37.78,True,True,Match
ADANIPORTS,Mar 2016,7109,2856,40.17,40.17,True,True,Match
ADANIPORTS,Mar 2017,8439,3902,46.23999999999999,46.24,True,True,Match
ADANIPORTS,Mar 2018,11323,3690,32.59,32.59,True,True,Match
ADANIPORTS,Mar 2019,10925,4045,37.03,37.03,True,True,Match
ADANIPORTS,Mar 2020,11873,3785,31.88,31.88,True,True,Match
ADANIPORTS,Mar 2021,12550,5049,40.23,40.23,True,True,Match
ADANIPORTS,Mar 2022,17119,4953,28.93,28.93,True,True,Match
ADANIPORTS,Mar 2023,20852,5391,25.85,25.85,True,True,Match
ADANIPORTS,Mar 2024,26711,8104,30.34,30.34,True,True,Match
ADANIPORTS,TTM,28443,9743,,34.25,False,False,Source unavailable
ADANIPOWER,Mar 2013,6692,-2295,-34.29,-34.29,True,True,Match
ADANIPOWER,Mar 2014,15328,-291,-1.9,-1.9,True,True,Match
ADANIPOWER,Mar 2015,18683,-816,-4.37,-4.37,True,True,Match
ADANIPOWER,Mar 2016,25377,551,2.17,2.17,True,True,Match
ADANIPOWER,Mar 2017,22616,-6174,-27.3,-27.3,True,True,Match
ADANIPOWER,Mar 2018,20304,-2103,-10.36,-10.36,True,True,Match
ADANIPOWER,Mar 2019,23884,-984,-4.12,-4.12,True,True,Match
ADANIPOWER,Mar 2020,26468,-2275,-8.6,-8.6,True,True,Match
ADANIPOWER,Mar 2021,26221,1270,4.84,4.84,True,True,Match
ADANIPOWER,Mar 2022,27711,4912,17.73,17.73,True,True,Match
ADANIPOWER,Mar 2023,38773,10727,27.67,27.67,True,True,Match
ADANIPOWER,Mar 2024,50351,20829,41.37,41.37,True,True,Match
ADANIPOWER,TTM,54650,12686,,23.21,False,False,Source unavailable
AMBUJACEM,Dec 2012,9749,1292,13.25,13.25,True,True,Match
AMBUJACEM,Dec 2013,9161,1278,13.95,13.95,True,True,Match
AMBUJACEM,Dec 2014,9955,1487,14.94,14.94,True,True,Match
AMBUJACEM,Dec 2015,9437,808,8.559999999999999,8.56,True,True,Match
AMBUJACEM,Dec 2016,20094,1434,7.140000000000001,7.14,True,True,Match
AMBUJACEM,Dec 2017,23609,1945,8.24,8.24,True,True,Match
AMBUJACEM,Dec 2018,26041,2973,11.42,11.42,True,True,Match
AMBUJACEM,Dec 2019,27104,2783,10.27,10.27,True,True,Match
AMBUJACEM,Dec 2020,24516,3107,12.67,12.67,True,True,Match
AMBUJACEM,Dec 2021,28965,3711,12.81,12.81,True,True,Match
AMBUJACEM,Mar 2023 15,38937,3024,,7.77,False,False,Source unavailable
AMBUJACEM,Mar 2024,33160,4738,14.29,14.29,True,True,Match
AMBUJACEM,TTM,32850,3871,,11.78,False,False,Source unavailable
APOLLOHOSP,Mar 2013,3769,303,8.04,8.04,True,True,Match
APOLLOHOSP,Mar 2014,4357,315,7.23,7.23,True,True,Match
APOLLOHOSP,Mar 2015,5129,335,6.529999999999999,6.53,True,True,Match
APOLLOHOSP,Mar 2016,6150,235,3.82,3.82,True,True,Match
APOLLOHOSP,Mar 2017,7256,131,1.81,1.81,True,True,Match
APOLLOHOSP,Mar 2018,8243,60,0.73,0.73,True,True,Match
APOLLOHOSP,Mar 2019,9617,200,2.08,2.08,True,True,Match
APOLLOHOSP,Mar 2020,11247,432,3.84,3.84,True,True,Match
APOLLOHOSP,Mar 2021,10560,137,1.3,1.3,True,True,Match
APOLLOHOSP,Mar 2022,14663,1108,7.56,7.56,True,True,Match
APOLLOHOSP,Mar 2023,16612,844,5.08,5.08,True,True,Match
APOLLOHOSP,Mar 2024,19059,935,4.91,4.91,True,True,Match
APOLLOHOSP,TTM,20469,1224,,5.98,False,False,Source unavailable
ASIANPAINT,Mar 2013,10504,1160,11.04,11.04,True,True,Match
ASIANPAINT,Mar 2014,12220,1263,10.34,10.34,True,True,Match
ASIANPAINT,Mar 2015,13615,1427,10.48,10.48,True,True,Match
ASIANPAINT,Mar 2016,14271,1803,12.63,12.63,True,True,Match
ASIANPAINT,Mar 2017,15062,2016,13.38,13.38,True,True,Match
ASIANPAINT,Mar 2018,16825,2098,12.47,12.47,True,True,Match
ASIANPAINT,Mar 2019,19240,2208,11.48,11.48,True,True,Match
ASIANPAINT,Mar 2020,20211,2774,13.73,13.73,True,True,Match
ASIANPAINT,Mar 2021,21713,3207,14.77,14.77,True,True,Match
ASIANPAINT,Mar 2022,29101,3085,10.6,10.6,True,True,Match
ASIANPAINT,Mar 2023,34489,4195,12.16,12.16,True,True,Match
ASIANPAINT,Mar 2024,35495,5558,15.66,15.66,True,True,Match
ASIANPAINT,TTM,34831,4631,,13.3,False,False,Source unavailable
ATGL,Mar 2018,1374,162,,11.79,False,False,Source unavailable
ATGL,Mar 2019,1719,229,,13.32,False,False,Source unavailable
ATGL,Mar 2020,1875,436,,23.25,False,False,Source unavailable
ATGL,Mar 2021,1696,463,,27.3,False,False,Source unavailable
ATGL,Mar 2022,3038,509,,16.75,False,False,Source unavailable
ATGL,Mar 2023,4378,546,,12.47,False,False,Source unavailable
ATGL,Mar 2024,4475,668,,14.93,False,False,Source unavailable
ATGL,TTM,4826,668,,13.84,False,False,Source unavailable
BAJAJ-AUTO,Mar 2013,20025,3133,15.65,15.65,True,True,Match
BAJAJ-AUTO,Mar 2014,20137,3380,16.79,16.79,True,True,Match
BAJAJ-AUTO,Mar 2015,21595,3026,14.01,14.01,True,True,Match
BAJAJ-AUTO,Mar 2016,22574,4061,17.99,17.99,True,True,Match
BAJAJ-AUTO,Mar 2017,21755,4079,18.75,18.75,True,True,Match
BAJAJ-AUTO,Mar 2018,25210,4219,16.74,16.74,True,True,Match
BAJAJ-AUTO,Mar 2019,30358,4928,16.23,16.23,True,True,Match
BAJAJ-AUTO,Mar 2020,29919,5212,17.42,17.42,True,True,Match
BAJAJ-AUTO,Mar 2021,27741,4857,17.51,17.51,True,True,Match
BAJAJ-AUTO,Mar 2022,33145,6166,18.6,18.6,True,True,Match
BAJAJ-AUTO,Mar 2023,36455,6060,16.62,16.62,True,True,Match
BAJAJ-AUTO,Mar 2024,44870,7708,17.18,17.18,True,True,Match
BAJAJ-AUTO,TTM,48900,7371,,15.07,False,False,Source unavailable
AXISBANK,Mar 2013,27183,5179,19.05,19.05,True,True,Match
AXISBANK,Mar 2014,30641,6218,20.29,20.29,True,True,Match
AXISBANK,Mar 2015,35479,7358,20.74,20.74,True,True,Match
AXISBANK,Mar 2016,40988,8224,20.06,20.06,True,True,Match
AXISBANK,Mar 2017,44542,3679,8.260000000000002,8.26,True,True,Match
AXISBANK,Mar 2018,45780,276,0.6,0.6,True,True,Match
AXISBANK,Mar 2019,54986,4677,8.51,8.51,True,True,Match
AXISBANK,Mar 2020,62635,1627,2.6,2.6,True,True,Match
AXISBANK,Mar 2021,63346,6588,10.4,10.4,True,True,Match
AXISBANK,Mar 2022,67377,13025,19.33,19.33,True,True,Match
AXISBANK,Mar 2023,85164,9580,11.25,11.25,True,True,Match
AXISBANK,Mar 2024,109369,24861,22.73,22.73,True,True,Match
AXISBANK,TTM,120659,26386,,21.87,False,False,Source unavailable
BAJAJFINSV,Mar 2013,8055,2214,27.49,27.49,True,True,Match
BAJAJFINSV,Mar 2014,6023,2191,36.38,36.38,True,True,Match
BAJAJFINSV,Mar 2015,11335,2409,21.25,21.25,True,True,Match
BAJAJFINSV,Mar 2016,20533,2775,13.51,13.51,True,True,Match
BAJAJFINSV,Mar 2017,24507,3450,14.08,14.08,True,True,Match
BAJAJFINSV,Mar 2018,32862,4176,12.71,12.71,True,True,Match
BAJAJFINSV,Mar 2019,42605,5374,12.61,12.61,True,True,Match
BAJAJFINSV,Mar 2020,54351,5994,11.03,11.03,True,True,Match
BAJAJFINSV,Mar 2021,60592,7367,12.16,12.16,True,True,Match
BAJAJFINSV,Mar 2022,68406,8314,12.15,12.15,True,True,Match
BAJAJFINSV,Mar 2023,82072,12210,14.88,14.88,True,True,Match
BAJAJFINSV,Mar 2024,110382,15595,14.13,14.13,True,True,Match
BAJAJFINSV,TTM,126263,16520,,13.08,False,False,Source unavailable
BAJAJHLDNG,Mar 2013,337,1856,550.74,550.74,True,True,Match
BAJAJHLDNG,Mar 2014,423,1988,469.98,469.98,True,True,Match
BAJAJHLDNG,Mar 2015,524,2029,387.21,387.21,True,True,Match
BAJAJHLDNG,Mar 2016,470,2265,481.91,481.91,True,True,Match
BAJAJHLDNG,Mar 2017,842,2473,293.71,293.71,True,True,Match
BAJAJHLDNG,Mar 2018,420,2655,632.14,632.14,True,True,Match
BAJAJHLDNG,Mar 2019,431,3048,707.19,707.19,True,True,Match
BAJAJHLDNG,Mar 2020,435,3080,708.05,708.05,True,True,Match
BAJAJHLDNG,Mar 2021,457,3654,799.56,799.56,True,True,Match
BAJAJHLDNG,Mar 2022,484,4126,852.4800000000001,852.48,True,True,Match
BAJAJHLDNG,Mar 2023,522,4946,947.51,947.51,True,True,Match
BAJAJHLDNG,Mar 2024,1702,7365,432.73,432.73,True,True,Match
BAJAJHLDNG,TTM,1733,7486,,431.97,False,False,Source unavailable
BAJFINANCE,Mar 2015,5392,898,16.65,16.65,True,True,Match
BAJFINANCE,Mar 2016,7299,1279,17.52,17.52,True,True,Match
BAJFINANCE,Mar 2017,9970,1836,18.42,18.42,True,True,Match
BAJFINANCE,Mar 2018,12746,2496,19.58,19.58,True,True,Match
BAJFINANCE,Mar 2019,18487,3995,21.61,21.61,True,True,Match
BAJFINANCE,Mar 2020,26374,5264,19.96,19.96,True,True,Match
BAJFINANCE,Mar 2021,26673,4420,16.57,16.57,True,True,Match
BAJFINANCE,Mar 2022,31641,7028,22.21,22.21,True,True,Match
BAJFINANCE,Mar 2023,41411,11508,27.79,27.79,True,True,Match
BAJFINANCE,Mar 2024,54972,14451,26.29,26.29,True,True,Match
BAJFINANCE,TTM,62279,15389,,24.71,False,False,Source unavailable
BANKBARODA,Mar 2013,36442,4829,13.25,13.25,True,True,Match
BANKBARODA,Mar 2014,40463,5036,12.45,12.45,True,True,Match
BANKBARODA,Mar 2015,44915,3950,8.790000000000001,8.79,True,True,Match
BANKBARODA,Mar 2016,45799,-5033,-10.99,-10.99,True,True,Match
BANKBARODA,Mar 2017,44473,1855,4.17,4.17,True,True,Match
BANKBARODA,Mar 2018,46056,-1836,-3.99,-3.99,True,True,Match
BANKBARODA,Mar 2019,52906,1166,2.2,2.2,True,True,Match
BANKBARODA,Mar 2020,78895,981,1.24,1.24,True,True,Match
BANKBARODA,Mar 2021,74314,1620,2.18,2.18,True,True,Match
BANKBARODA,Mar 2022,73385,7933,10.81,10.81,True,True,Match
BANKBARODA,Mar 2023,94503,15005,15.88,15.88,True,True,Match
BANKBARODA,Mar 2024,118379,18869,15.94,15.94,True,True,Match
BANKBARODA,TTM,124144,20144,,16.23,False,False,Source unavailable
BHARTIARTL,Mar 2013,76947,2267,2.95,2.95,True,True,Match
BHARTIARTL,Mar 2014,85864,3019,3.52,3.52,True,True,Match
BHARTIARTL,Mar 2015,96101,5048,5.25,5.25,True,True,Match
BHARTIARTL,Mar 2016,96532,6893,7.140000000000001,7.14,True,True,Match
BHARTIARTL,Mar 2017,95468,4241,4.44,4.44,True,True,Match
BHARTIARTL,Mar 2018,82639,2184,2.64,2.64,True,True,Match
BHARTIARTL,Mar 2019,80780,1688,2.09,2.09,True,True,Match
BHARTIARTL,Mar 2020,87539,-30664,-35.03,-35.03,True,True,Match
BHARTIARTL,Mar 2021,100616,-12364,-12.29,-12.29,True,True,Match
BHARTIARTL,Mar 2022,116547,8305,7.13,7.13,True,True,Match
BHARTIARTL,Mar 2023,139145,12287,8.83,8.83,True,True,Match
BHARTIARTL,Mar 2024,149982,8558,5.71,5.71,True,True,Match
BHARTIARTL,TTM,155478,13816,,8.89,False,False,Source unavailable
BEL,Mar 2013,6273,911,14.52,14.52,True,True,Match
BEL,Mar 2014,6518,952,14.61,14.61,True,True,Match
BEL,Mar 2015,7093,1197,16.88,16.88,True,True,Match
BEL,Mar 2016,7354,1337,18.18,18.18,True,True,Match
BEL,Mar 2017,8656,1523,17.59,17.59,True,True,Match
BEL,Mar 2018,10401,1431,13.76,13.76,True,True,Match
BEL,Mar 2019,12164,1887,15.51,15.51,True,True,Match
BEL,Mar 2020,12968,1825,14.07,14.07,True,True,Match
BEL,Mar 2021,14109,2100,14.88,14.88,True,True,Match
BEL,Mar 2022,15368,2400,15.62,15.62,True,True,Match
BEL,Mar 2023,17734,2986,16.84,16.84,True,True,Match
BEL,Mar 2024,20268,3985,19.66,19.66,True,True,Match
BEL,TTM,21575,4541,,21.05,False,False,Source unavailable
BHEL,Mar 2013,48903,6693,13.69,13.69,True,True,Match
BHEL,Mar 2014,39561,3502,8.85,8.85,True,True,Match
BHEL,Mar 2015,31323,1450,4.63,4.63,True,True,Match
BHEL,Mar 2016,25505,-706,-2.77,-2.77,True,True,Match
BHEL,Mar 2017,28465,455,1.6,1.6,True,True,Match
BHEL,Mar 2018,28827,438,1.52,1.52,True,True,Match
BHEL,Mar 2019,30441,1002,3.29,3.29,True,True,Match
BHEL,Mar 2020,21463,-1468,-6.84,-6.84,True,True,Match
BHEL,Mar 2021,17309,-2700,-15.6,-15.6,True,True,Match
BHEL,Mar 2022,21211,445,2.1,2.1,True,True,Match
BHEL,Mar 2023,23365,654,2.8,2.8,True,True,Match
BHEL,Mar 2024,23893,282,1.18,1.18,True,True,Match
BHEL,TTM,25833,445,,1.72,False,False,Source unavailable
BOSCHLTD,Dec 2012,8659,958,11.06,11.06,True,True,Match
BOSCHLTD,Dec 2013,8757,885,10.11,10.11,True,True,Match
BOSCHLTD,Mar 2015,12086,1338,11.07,11.07,True,True,Match
BOSCHLTD,Mar 2016,9701,1531,15.78,15.78,True,True,Match
BOSCHLTD,Mar 2017,10435,1741,16.68,16.68,True,True,Match
BOSCHLTD,Mar 2018,11690,1371,11.73,11.73,True,True,Match
BOSCHLTD,Mar 2019,12085,1598,13.22,13.22,True,True,Match
BOSCHLTD,Mar 2020,9842,650,6.600000000000001,6.6,True,True,Match
BOSCHLTD,Mar 2021,9718,482,4.96,4.96,True,True,Match
BOSCHLTD,Mar 2022,11782,1217,10.33,10.33,True,True,Match
BOSCHLTD,Mar 2023,14929,1424,9.54,9.54,True,True,Match
BOSCHLTD,Mar 2024,16727,2490,14.89,14.89,True,True,Match
BOSCHLTD,TTM,17150,2084,,12.15,False,False,Source unavailable
BPCL,Mar 2013,242181,1936,0.8,0.8,True,True,Match
BPCL,Mar 2014,264421,4053,1.53,1.53,True,True,Match
BPCL,Mar 2015,242598,5082,2.09,2.09,True,True,Match
BPCL,Mar 2016,187815,8089,4.31,4.31,True,True,Match
BPCL,Mar 2017,201251,9507,4.72,4.72,True,True,Match
BPCL,Mar 2018,235895,9792,4.15,4.15,True,True,Match
BPCL,Mar 2019,298226,8528,2.86,2.86,True,True,Match
BPCL,Mar 2020,284572,3666,1.29,1.29,True,True,Match
BPCL,Mar 2021,230171,17320,7.52,7.52,True,True,Match
BPCL,Mar 2022,346791,11682,3.37,3.37,True,True,Match
BPCL,Mar 2023,473187,2131,0.45,0.45,True,True,Match
BPCL,Mar 2024,448083,26859,5.99,5.99,True,True,Match
BPCL,TTM,445601,13734,,3.08,False,False,Source unavailable
BRITANNIA,Mar 2013,6185,260,4.2,4.2,True,True,Match
BRITANNIA,Mar 2014,6913,395,5.71,5.71,True,True,Match
BRITANNIA,Mar 2015,7858,689,8.77,8.77,True,True,Match
BRITANNIA,Mar 2016,8397,825,9.82,9.82,True,True,Match
BRITANNIA,Mar 2017,9054,885,9.77,9.77,True,True,Match
BRITANNIA,Mar 2018,9914,1004,10.13,10.13,True,True,Match
BRITANNIA,Mar 2019,11055,1155,10.45,10.45,True,True,Match
BRITANNIA,Mar 2020,11600,1394,12.02,12.02,True,True,Match
BRITANNIA,Mar 2021,13136,1851,14.09,14.09,True,True,Match
BRITANNIA,Mar 2022,14136,1516,10.72,10.72,True,True,Match
BRITANNIA,Mar 2023,16301,2316,14.21,14.21,True,True,Match
BRITANNIA,Mar 2024,16769,2134,12.73,12.73,True,True,Match
BRITANNIA,TTM,17244,2129,,12.35,False,False,Source unavailable
CANBK,Mar 2013,34070,2995,8.790000000000001,8.79,True,True,Match
CANBK,Mar 2014,39570,2672,6.75,6.75,True,True,Match
CANBK,Mar 2015,43813,2931,6.69,6.69,True,True,Match
CANBK,Mar 2016,44039,-2535,-5.76,-5.76,True,True,Match
CANBK,Mar 2017,41457,1411,3.4,3.4,True,True,Match
CANBK,Mar 2018,41345,-3873,-9.370000000000001,-9.37,True,True,Match
CANBK,Mar 2019,47951,696,1.45,1.45,True,True,Match
CANBK,Mar 2020,49759,-1921,-3.86,-3.86,True,True,Match
CANBK,Mar 2021,70253,2957,4.21,4.21,True,True,Match
CANBK,Mar 2022,70614,6158,8.72,8.72,True,True,Match
CANBK,Mar 2023,85885,11345,13.21,13.21,True,True,Match
CANBK,Mar 2024,110519,15401,13.94,13.94,True,True,Match
CANBK,TTM,119392,16571,,13.88,False,False,Source unavailable
CHOLAFIN,Mar 2013,2570,308,11.98,11.98,True,True,Match
CHOLAFIN,Mar 2014,3279,368,11.22,11.22,True,True,Match
CHOLAFIN,Mar 2015,3715,444,11.95,11.95,True,True,Match
CHOLAFIN,Mar 2016,4214,575,13.64,13.64,True,True,Match
CHOLAFIN,Mar 2017,4694,718,15.3,15.3,True,True,Match
CHOLAFIN,Mar 2018,5559,918,16.51,16.51,True,True,Match
CHOLAFIN,Mar 2019,7108,1197,16.84,16.84,True,True,Match
CHOLAFIN,Mar 2020,8712,1054,12.1,12.1,True,True,Match
CHOLAFIN,Mar 2021,9583,1521,15.87,15.87,True,True,Match
CHOLAFIN,Mar 2022,10148,2154,21.23,21.23,True,True,Match
CHOLAFIN,Mar 2023,12884,2665,20.68,20.68,True,True,Match
CHOLAFIN,Mar 2024,19163,3420,17.85,17.85,True,True,Match
CHOLAFIN,TTM,22502,3852,,17.12,False,False,Source unavailable
CIPLA,Mar 2013,8279,1545,18.66,18.66,True,True,Match
CIPLA,Mar 2014,10173,1404,13.8,13.8,True,True,Match
CIPLA,Mar 2015,11345,1229,10.83,10.83,True,True,Match
CIPLA,Mar 2016,13790,1383,10.03,10.03,True,True,Match
CIPLA,Mar 2017,14394,1035,7.19,7.19,True,True,Match
CIPLA,Mar 2018,15156,1417,9.35,9.35,True,True,Match
CIPLA,Mar 2019,16362,1492,9.120000000000001,9.12,True,True,Match
CIPLA,Mar 2020,17132,1500,8.76,8.76,True,True,Match
CIPLA,Mar 2021,19160,2389,12.47,12.47,True,True,Match
CIPLA,Mar 2022,21763,2547,11.7,11.7,True,True,Match
CIPLA,Mar 2023,22753,2833,12.45,12.45,True,True,Match
CIPLA,Mar 2024,25774,4154,16.12,16.12,True,True,Match
CIPLA,TTM,26981,4987,,18.48,False,False,Source unavailable
COALINDIA,Mar 2013,68303,17356,25.41,25.41,True,True,Match
COALINDIA,Mar 2014,70608,15112,21.4,21.4,True,True,Match
COALINDIA,Mar 2015,74120,13727,18.52,18.52,True,True,Match
COALINDIA,Mar 2016,77861,14267,18.32,18.32,True,True,Match
COALINDIA,Mar 2017,78164,9280,11.87,11.87,True,True,Match
COALINDIA,Mar 2018,85244,7038,8.260000000000002,8.26,True,True,Match
COALINDIA,Mar 2019,99586,17464,17.54,17.54,True,True,Match
COALINDIA,Mar 2020,96080,16700,17.38,17.38,True,True,Match
COALINDIA,Mar 2021,90026,12702,14.11,14.11,True,True,Match
COALINDIA,Mar 2022,109715,17378,15.84,15.84,True,True,Match
COALINDIA,Mar 2023,138252,31723,22.95,22.95,True,True,Match
COALINDIA,Mar 2024,142324,37369,26.26,26.26,True,True,Match
COALINDIA,TTM,140328,34350,,24.48,False,False,Source unavailable
DABUR,Mar 2013,6140,766,12.48,12.48,True,True,Match
DABUR,Mar 2014,7058,916,12.98,12.98,True,True,Match
DABUR,Mar 2015,7795,1068,13.7,13.7,True,True,Match
DABUR,Mar 2016,7780,1254,16.12,16.12,True,True,Match
DABUR,Mar 2017,7614,1280,16.81,16.81,True,True,Match
DABUR,Mar 2018,7722,1358,17.59,17.59,True,True,Match
DABUR,Mar 2019,8515,1446,16.98,16.98,True,True,Match
DABUR,Mar 2020,8685,1448,16.67,16.67,True,True,Match
DABUR,Mar 2021,9562,1695,17.73,17.73,True,True,Match
DABUR,Mar 2022,10889,1742,16.0,16.0,True,True,Match
DABUR,Mar 2023,11530,1701,14.75,14.75,True,True,Match
DABUR,Mar 2024,12404,1811,14.6,14.6,True,True,Match
DABUR,TTM,12447,1760,,14.14,False,False,Source unavailable
DIVISLAB,Mar 2013,2145,602,28.07,28.07,True,True,Match
DIVISLAB,Mar 2014,2532,773,30.53,30.53,True,True,Match
DIVISLAB,Mar 2015,3115,852,27.35,27.35,True,True,Match
DIVISLAB,Mar 2016,3776,1126,29.82,29.82,True,True,Match
DIVISLAB,Mar 2017,4064,1060,26.08,26.08,True,True,Match
DIVISLAB,Mar 2018,3891,877,22.54,22.54,True,True,Match
DIVISLAB,Mar 2019,4946,1353,27.36,27.36,True,True,Match
DIVISLAB,Mar 2020,5394,1377,25.53,25.53,True,True,Match
DIVISLAB,Mar 2021,6969,1984,28.47,28.47,True,True,Match
DIVISLAB,Mar 2022,8960,2960,33.04000000000001,33.04,True,True,Match
DIVISLAB,Mar 2023,7767,1824,23.48,23.48,True,True,Match
DIVISLAB,Mar 2024,7845,1600,20.4,20.4,True,True,Match
DIVISLAB,TTM,8614,1836,,21.31,False,False,Source unavailable
DLF,Mar 2013,7773,667,8.58,8.58,True,True,Match
DLF,Mar 2014,8298,590,7.109999999999999,7.11,True,True,Match
DLF,Mar 2015,7649,507,6.63,6.63,True,True,Match
DLF,Mar 2016,9926,305,3.07,3.07,True,True,Match
DLF,Mar 2017,8221,708,8.61,8.61,True,True,Match
DLF,Mar 2018,6707,4477,66.75,66.75,True,True,Match
DLF,Mar 2019,8366,1314,15.71,15.71,True,True,Match
DLF,Mar 2020,6083,-590,-9.700000000000001,-9.7,True,True,Match
DLF,Mar 2021,5414,1083,20.0,20.0,True,True,Match
DLF,Mar 2022,5717,1500,26.24,26.24,True,True,Match
DLF,Mar 2023,5695,2034,35.72,35.72,True,True,Match
DLF,Mar 2024,6427,2724,42.38,42.38,True,True,Match
DLF,TTM,7001,4004,,57.19,False,False,Source unavailable
DMART,Mar 2013,3341,94,2.81,2.81,True,True,Match
DMART,Mar 2014,4686,161,3.44,3.44,True,True,Match
DMART,Mar 2015,6439,212,3.29,3.29,True,True,Match
DMART,Mar 2016,8584,320,3.73,3.73,True,True,Match
DMART,Mar 2017,11898,479,4.03,4.03,True,True,Match
DMART,Mar 2018,15033,806,5.36,5.36,True,True,Match
DMART,Mar 2019,20005,902,4.51,4.51,True,True,Match
DMART,Mar 2020,24870,1301,5.23,5.23,True,True,Match
DMART,Mar 2021,24143,1099,4.55,4.55,True,True,Match
DMART,Mar 2022,30976,1492,4.82,4.82,True,True,Match
DMART,Mar 2023,42840,2378,5.55,5.55,True,True,Match
DMART,Mar 2024,50789,2536,4.99,4.99,True,True,Match
DMART,TTM,57213,2720,,4.75,False,False,Source unavailable
DRREDDY,Mar 2013,11833,1527,12.9,12.9,True,True,Match
DRREDDY,Mar 2014,13415,1963,14.63,14.63,True,True,Match
DRREDDY,Mar 2015,15023,2336,15.55,15.55,True,True,Match
DRREDDY,Mar 2016,15568,2131,13.69,13.69,True,True,Match
DRREDDY,Mar 2017,14196,1292,9.1,9.1,True,True,Match
DRREDDY,Mar 2018,14281,947,6.63,6.63,True,True,Match
DRREDDY,Mar 2019,15448,1950,12.62,12.62,True,True,Match
DRREDDY,Mar 2020,17517,2026,11.57,11.57,True,True,Match
DRREDDY,Mar 2021,19048,1952,10.25,10.25,True,True,Match
DRREDDY,Mar 2022,21545,2182,10.13,10.13,True,True,Match
DRREDDY,Mar 2023,24670,4507,18.27,18.27,True,True,Match
DRREDDY,Mar 2024,28011,5578,19.91,19.91,True,True,Match
DRREDDY,TTM,31229,5448,,17.45,False,False,Source unavailable
EICHERMOT,Dec 2012,6390,475,7.430000000000001,7.43,True,True,Match
EICHERMOT,Dec 2013,6810,525,7.71,7.71,True,True,Match
