company_id,year,cash_from_operations_cr,capex_cr,free_cash_flow_cr,free_cash_flow_calculated,fcf_match,source_available,validation_status
IRFC,Mar 2020,-62701.0,1.0,-62700.0,-62702.0,False,True,Mismatch
IRFC,Mar 2021,-89907.0,0.0,-89907.0,-89907.0,True,True,Match
IRFC,Mar 2022,-64412.0,5.0,-64417.0,-64417.0,True,True,Match
IRFC,Mar 2023,-28588.0,0.0,-28588.0,-28588.0,True,True,Match
IRFC,Mar 2024,7914.0,8.0,7906.0,7906.0,True,True,Match
ITC,Mar 2013,7102.0,3881.0,3221.0,3221.0,True,True,Match
ITC,Mar 2014,7344.0,3254.0,4090.0,4090.0,True,True,Match
ITC,Mar 2015,9843.0,5275.0,4568.0,4568.0,True,True,Match
ITC,Mar 2016,9799.0,3921.0,5878.0,5878.0,True,True,Match
ITC,Mar 2017,10627.0,3251.0,7376.0,7376.0,True,True,Match
ITC,Mar 2018,13169.0,7114.0,6055.0,6055.0,True,True,Match
ITC,Mar 2019,12583.0,5546.0,7037.0,7037.0,True,True,Match
ITC,Mar 2020,14690.0,6174.0,8516.0,8516.0,True,True,Match
ITC,Mar 2021,12527.0,5740.0,18267.0,6787.0,False,True,Mismatch
ITC,Mar 2022,15776.0,2238.0,13538.0,13538.0,True,True,Match
ITC,Mar 2023,18878.0,5732.0,13146.0,13146.0,True,True,Match
ITC,Mar 2024,17179.0,1563.0,18742.0,15616.0,False,True,Mismatch
JINDALSTEL,Mar 2013,3522.0,9591.0,-6069.0,-6069.0,True,True,Match
JINDALSTEL,Mar 2014,4580.0,12694.0,-8114.0,-8114.0,True,True,Match
JINDALSTEL,Mar 2015,1182.0,6717.0,-5535.0,-5535.0,True,True,Match
JINDALSTEL,Mar 2016,4333.0,2262.0,2071.0,2071.0,True,True,Match
JINDALSTEL,Mar 2017,6850.0,1998.0,4852.0,4852.0,True,True,Match
JINDALSTEL,Mar 2018,7724.0,1431.0,6293.0,6293.0,True,True,Match
JINDALSTEL,Mar 2019,9027.0,832.0,8195.0,8195.0,True,True,Match
JINDALSTEL,Mar 2020,8814.0,1476.0,7338.0,7338.0,True,True,Match
JINDALSTEL,Mar 2021,11961.0,1884.0,10077.0,10077.0,True,True,Match
JINDALSTEL,Mar 2022,16048.0,2331.0,13717.0,13717.0,True,True,Match
JINDALSTEL,Mar 2023,7347.0,4090.0,3257.0,3257.0,True,True,Match
JINDALSTEL,Mar 2024,6008.0,8344.0,-2336.0,-2336.0,True,True,Match
JIOFIN,Mar 2023,2055.0,1110.0,945.0,945.0,True,True,Match
JIOFIN,Mar 2024,-678.0,1441.0,763.0,-2119.0,False,True,Mismatch
JSWENERGY,Mar 2013,1725.0,944.0,781.0,781.0,True,True,Match
JSWENERGY,Mar 2014,2269.0,363.0,1906.0,1906.0,True,True,Match
JSWENERGY,Mar 2015,3394.0,422.0,2972.0,2972.0,True,True,Match
JSWENERGY,Mar 2016,3538.0,3272.0,266.0,266.0,True,True,Match
JSWENERGY,Mar 2017,3853.0,762.0,3091.0,3091.0,True,True,Match
JSWENERGY,Mar 2018,3934.0,215.0,3719.0,3719.0,True,True,Match
JSWENERGY,Mar 2019,2491.0,55.0,2436.0,2436.0,True,True,Match
JSWENERGY,Mar 2020,2082.0,301.0,2383.0,1781.0,False,True,Mismatch
JSWENERGY,Mar 2021,3700.0,1030.0,2670.0,2670.0,True,True,Match
JSWENERGY,Mar 2022,2952.0,1387.0,1565.0,1565.0,True,True,Match
JSWENERGY,Mar 2023,2084.0,6778.0,-4694.0,-4694.0,True,True,Match
JSWENERGY,Mar 2024,6234.0,8197.0,-1963.0,-1963.0,True,True,Match
JSWSTEEL,Mar 2013,5844.0,5433.0,411.0,411.0,True,True,Match
JSWSTEEL,Mar 2014,2594.0,5618.0,-3024.0,-3024.0,True,True,Match
JSWSTEEL,Mar 2015,7876.0,7372.0,504.0,504.0,True,True,Match
JSWSTEEL,Mar 2016,6897.0,3857.0,3040.0,3040.0,True,True,Match
JSWSTEEL,Mar 2017,7888.0,5094.0,2794.0,2794.0,True,True,Match
JSWSTEEL,Mar 2018,12379.0,4529.0,7850.0,7850.0,True,True,Match
JSWSTEEL,Mar 2019,14633.0,11387.0,3246.0,3246.0,True,True,Match
JSWSTEEL,Mar 2020,12785.0,19589.0,-6804.0,-6804.0,True,True,Match
JSWSTEEL,Mar 2021,18789.0,7702.0,11087.0,11087.0,True,True,Match
JSWSTEEL,Mar 2022,26270.0,14748.0,11522.0,11522.0,True,True,Match
JSWSTEEL,Mar 2023,23323.0,10730.0,12593.0,12593.0,True,True,Match
JSWSTEEL,Mar 2024,12078.0,14467.0,-2389.0,-2389.0,True,True,Match
KOTAKBANK,Mar 2013,2878.0,9035.0,-6157.0,-6157.0,True,True,Match
KOTAKBANK,Mar 2014,9068.0,1130.0,7938.0,7938.0,True,True,Match
KOTAKBANK,Mar 2015,2302.0,4467.0,-2165.0,-2165.0,True,True,Match
KOTAKBANK,Mar 2016,5025.0,2353.0,2672.0,2672.0,True,True,Match
KOTAKBANK,Mar 2017,13222.0,5289.0,7933.0,7933.0,True,True,Match
KOTAKBANK,Mar 2018,-10392.0,5475.0,-15867.0,-15867.0,True,True,Match
KOTAKBANK,Mar 2019,1822.0,3323.0,-1501.0,-1501.0,True,True,Match
KOTAKBANK,Mar 2020,46619.0,13068.0,33551.0,33551.0,True,True,Match
KOTAKBANK,Mar 2021,4881.0,11172.0,-6291.0,-6291.0,True,True,Match
KOTAKBANK,Mar 2022,8308.0,10903.0,-2595.0,-2595.0,True,True,Match
KOTAKBANK,Mar 2023,-1242.0,10381.0,-11623.0,-11623.0,True,True,Match
KOTAKBANK,Mar 2024,15685.0,8919.0,6766.0,6766.0,True,True,Match
LICI,Mar 2019,13274.0,9636.0,22910.0,3638.0,False,True,Mismatch
LICI,Mar 2020,54367.0,40415.0,13952.0,13952.0,True,True,Match
LICI,Mar 2021,80602.0,148447.0,229049.0,-67845.0,False,True,Mismatch
LICI,Mar 2022,-3783.0,12531.0,8748.0,-16314.0,False,True,Mismatch
LICI,Mar 2023,54519.0,52848.0,1671.0,1671.0,True,True,Match
LICI,Mar 2024,26122.0,25269.0,853.0,853.0,True,True,Match
LODHA,Mar 2016,387.0,854.0,-467.0,-467.0,True,True,Match
LODHA,Mar 2017,1469.0,1174.0,295.0,295.0,True,True,Match
LODHA,Mar 2018,696.0,651.0,45.0,45.0,True,True,Match
LODHA,Mar 2019,-463.0,175.0,-638.0,-638.0,True,True,Match
LODHA,Mar 2020,3772.0,182.0,3954.0,3590.0,False,True,Mismatch
LODHA,Mar 2021,2524.0,420.0,2944.0,2104.0,False,True,Mismatch
LODHA,Mar 2022,1998.0,1139.0,3137.0,859.0,False,True,Mismatch
LODHA,Mar 2023,2750.0,1789.0,4539.0,961.0,False,True,Mismatch
LODHA,Mar 2024,2512.0,2947.0,-435.0,-435.0,True,True,Match
LT,Mar 2013,-4355.0,6922.0,-11277.0,-11277.0,True,True,Match
LT,Mar 2014,-7143.0,5510.0,-12653.0,-12653.0,True,True,Match
LT,Mar 2015,-1365.0,4778.0,-6143.0,-6143.0,True,True,Match
LT,Mar 2016,-3240.0,4627.0,-7867.0,-7867.0,True,True,Match
LT,Mar 2017,6655.0,9796.0,-3141.0,-3141.0,True,True,Match
LT,Mar 2018,-10031.0,3914.0,-6117.0,-13945.0,False,True,Mismatch
LT,Mar 2019,-4756.0,11023.0,-15779.0,-15779.0,True,True,Match
LT,Mar 2020,6694.0,8408.0,-1714.0,-1714.0,True,True,Match
LT,Mar 2021,23074.0,5750.0,17324.0,17324.0,True,True,Match
LT,Mar 2022,19164.0,3585.0,15579.0,15579.0,True,True,Match
LT,Mar 2023,22777.0,8048.0,14729.0,14729.0,True,True,Match
LT,Mar 2024,18266.0,2179.0,20445.0,16087.0,False,True,Mismatch
LTIM,Mar 2013,608.0,224.0,384.0,384.0,True,True,Match
LTIM,Mar 2014,628.0,180.0,808.0,448.0,False,True,Mismatch
LTIM,Mar 2015,642.0,103.0,539.0,539.0,True,True,Match
LTIM,Mar 2016,858.0,40.0,818.0,818.0,True,True,Match
LTIM,Mar 2017,1170.0,961.0,209.0,209.0,True,True,Match
LTIM,Mar 2018,844.0,452.0,392.0,392.0,True,True,Match
LTIM,Mar 2019,1395.0,749.0,646.0,646.0,True,True,Match
LTIM,Mar 2020,1644.0,643.0,1001.0,1001.0,True,True,Match
LTIM,Mar 2021,2400.0,1657.0,743.0,743.0,True,True,Match
LTIM,Mar 2022,3251.0,1643.0,1608.0,1608.0,True,True,Match
LTIM,Mar 2023,3095.0,271.0,2824.0,2824.0,True,True,Match
LTIM,Mar 2024,5670.0,3918.0,1752.0,1752.0,True,True,Match
M&M,Mar 2013,-922.0,2903.0,-3825.0,-3825.0,True,True,Match
M&M,Mar 2014,-244.0,4524.0,-4768.0,-4768.0,True,True,Match
M&M,Mar 2015,1055.0,4357.0,-3302.0,-3302.0,True,True,Match
M&M,Mar 2016,2385.0,5506.0,-3121.0,-3121.0,True,True,Match
M&M,Mar 2017,183.0,5875.0,-5692.0,-5692.0,True,True,Match
M&M,Mar 2018,682.0,5467.0,-4785.0,-4785.0,True,True,Match
M&M,Mar 2019,-4347.0,7174.0,-11521.0,-11521.0,True,True,Match
M&M,Mar 2020,-1457.0,6870.0,-8327.0,-8327.0,True,True,Match
M&M,Mar 2021,17909.0,19686.0,-1777.0,-1777.0,True,True,Match
M&M,Mar 2022,9248.0,3252.0,5996.0,5996.0,True,True,Match
M&M,Mar 2023,-7074.0,8866.0,-15940.0,-15940.0,True,True,Match
M&M,Mar 2024,-5630.0,5615.0,-11245.0,-11245.0,True,True,Match
MARUTI,Mar 2013,4059.0,3119.0,940.0,940.0,True,True,Match
MARUTI,Mar 2014,4995.0,4997.0,-2.0,-2.0,True,True,Match
MARUTI,Mar 2015,6449.0,4491.0,1958.0,1958.0,True,True,Match
MARUTI,Mar 2016,8482.0,7230.0,1252.0,1252.0,True,True,Match
MARUTI,Mar 2017,10282.0,9173.0,1109.0,1109.0,True,True,Match
MARUTI,Mar 2018,11788.0,8302.0,3486.0,3486.0,True,True,Match
MARUTI,Mar 2019,6601.0,3540.0,3061.0,3061.0,True,True,Match
MARUTI,Mar 2020,3496.0,557.0,2939.0,2939.0,True,True,Match
MARUTI,Mar 2021,8856.0,7291.0,1565.0,1565.0,True,True,Match
MARUTI,Mar 2022,1840.0,239.0,1601.0,1601.0,True,True,Match
MARUTI,Mar 2023,10815.0,8820.0,1995.0,1995.0,True,True,Match
MARUTI,Mar 2024,16801.0,11865.0,4936.0,4936.0,True,True,Match
MOTHERSON,Mar 2013,1486.0,1089.0,397.0,397.0,True,True,Match
MOTHERSON,Mar 2014,2695.0,1372.0,1323.0,1323.0,True,True,Match
MOTHERSON,Mar 2015,3390.0,2844.0,546.0,546.0,True,True,Match
MOTHERSON,Mar 2016,2188.0,1906.0,282.0,282.0,True,True,Match
MOTHERSON,Mar 2017,3800.0,6145.0,-2345.0,-2345.0,True,True,Match
MOTHERSON,Mar 2018,3264.0,3194.0,70.0,70.0,True,True,Match
MOTHERSON,Mar 2019,4312.0,3318.0,994.0,994.0,True,True,Match
MOTHERSON,Mar 2020,6352.0,2220.0,4132.0,4132.0,True,True,Match
MOTHERSON,Mar 2021,5051.0,1886.0,3165.0,3165.0,True,True,Match
MOTHERSON,Mar 2022,2463.0,2304.0,159.0,159.0,True,True,Match
MOTHERSON,Mar 2023,4643.0,2248.0,2395.0,2395.0,True,True,Match
MOTHERSON,Mar 2024,7569.0,6644.0,925.0,925.0,True,True,Match
NAUKRI,Mar 2013,75.0,46.0,29.0,29.0,True,True,Match
NAUKRI,Mar 2014,81.0,204.0,-123.0,-123.0,True,True,Match
NAUKRI,Mar 2015,51.0,1051.0,-1000.0,-1000.0,True,True,Match
NAUKRI,Mar 2016,78.0,2.0,76.0,76.0,True,True,Match
NAUKRI,Mar 2017,213.0,165.0,48.0,48.0,True,True,Match
NAUKRI,Mar 2018,253.0,149.0,104.0,104.0,True,True,Match
NAUKRI,Mar 2019,276.0,59.0,217.0,217.0,True,True,Match
NAUKRI,Mar 2020,350.0,97.0,447.0,253.0,False,True,Mismatch
NAUKRI,Mar 2021,276.0,2043.0,-1767.0,-1767.0,True,True,Match
NAUKRI,Mar 2022,707.0,1177.0,-470.0,-470.0,True,True,Match
NAUKRI,Mar 2023,512.0,358.0,154.0,154.0,True,True,Match
NAUKRI,Mar 2024,702.0,852.0,-150.0,-150.0,True,True,Match
NESTLEIND,Dec 2013,1796.0,441.0,1355.0,1355.0,True,True,Match
NESTLEIND,Dec 2014,1644.0,432.0,1212.0,1212.0,True,True,Match
NESTLEIND,Dec 2015,1098.0,70.0,1028.0,1028.0,True,True,Match
NESTLEIND,Dec 2016,1466.0,126.0,1340.0,1340.0,True,True,Match
NESTLEIND,Dec 2017,1818.0,131.0,1687.0,1687.0,True,True,Match
NESTLEIND,Dec 2018,2052.0,52.0,2000.0,2000.0,True,True,Match
NESTLEIND,Dec 2019,2295.0,83.0,2378.0,2212.0,False,True,Mismatch
NESTLEIND,Dec 2020,2454.0,321.0,2133.0,2133.0,True,True,Match
NESTLEIND,Dec 2021,2236.0,1920.0,316.0,316.0,True,True,Match
NESTLEIND,Dec 2022,2737.0,392.0,2345.0,2345.0,True,True,Match
NESTLEIND,Dec 2023,3392.0,927.0,2465.0,2465.0,True,True,Match
NESTLEIND,Mar 2024,4175.0,1237.0,2938.0,2938.0,True,True,Match
NHPC,Mar 2013,2846.0,1330.0,1516.0,1516.0,True,True,Match
NHPC,Mar 2014,3824.0,1122.0,2702.0,2702.0,True,True,Match
NHPC,Mar 2015,4061.0,768.0,3293.0,3293.0,True,True,Match
NHPC,Mar 2016,5971.0,746.0,5225.0,5225.0,True,True,Match
NHPC,Mar 2017,8329.0,1864.0,6465.0,6465.0,True,True,Match
NHPC,Mar 2018,4696.0,886.0,3810.0,3810.0,True,True,Match
NHPC,Mar 2019,3824.0,1182.0,2642.0,2642.0,True,True,Match
NHPC,Mar 2020,2993.0,2987.0,6.0,6.0,True,True,Match
NHPC,Mar 2021,5070.0,1607.0,3463.0,3463.0,True,True,Match
NHPC,Mar 2022,4590.0,3084.0,1506.0,1506.0,True,True,Match
NHPC,Mar 2023,4705.0,4191.0,514.0,514.0,True,True,Match
NHPC,Mar 2024,6938.0,5968.0,970.0,970.0,True,True,Match
NTPC,Mar 2013,16508.0,16845.0,-337.0,-337.0,True,True,Match
NTPC,Mar 2014,16531.0,15509.0,1022.0,1022.0,True,True,Match
NTPC,Mar 2015,14889.0,15977.0,-1088.0,-1088.0,True,True,Match
NTPC,Mar 2016,24125.0,19162.0,4963.0,4963.0,True,True,Match
NTPC,Mar 2017,20167.0,24480.0,-4313.0,-4313.0,True,True,Match
NTPC,Mar 2018,19670.0,20678.0,-1008.0,-1008.0,True,True,Match
NTPC,Mar 2019,18686.0,24063.0,-5377.0,-5377.0,True,True,Match
NTPC,Mar 2020,23890.0,29628.0,-5738.0,-5738.0,True,True,Match
NTPC,Mar 2021,32444.0,21034.0,11410.0,11410.0,True,True,Match
NTPC,Mar 2022,41788.0,22891.0,18897.0,18897.0,True,True,Match
NTPC,Mar 2023,47152.0,26145.0,21007.0,21007.0,True,True,Match
NTPC,Mar 2024,40785.0,32141.0,8644.0,8644.0,True,True,Match
ONGC,Mar 2013,39874.0,41220.0,-1346.0,-1346.0,True,True,Match
ONGC,Mar 2014,53270.0,63633.0,-10363.0,-10363.0,True,True,Match
ONGC,Mar 2015,33950.0,30058.0,3892.0,3892.0,True,True,Match
ONGC,Mar 2016,46292.0,38256.0,8036.0,8036.0,True,True,Match
ONGC,Mar 2017,45780.0,43815.0,1965.0,1965.0,True,True,Match
ONGC,Mar 2018,56792.0,66798.0,-10006.0,-10006.0,True,True,Match
ONGC,Mar 2019,61458.0,37132.0,24326.0,24326.0,True,True,Match
ONGC,Mar 2020,70593.0,53159.0,17434.0,17434.0,True,True,Match
ONGC,Mar 2021,47185.0,39141.0,8044.0,8044.0,True,True,Match
ONGC,Mar 2022,78248.0,41197.0,37051.0,37051.0,True,True,Match
ONGC,Mar 2023,86062.0,74690.0,11372.0,11372.0,True,True,Match
ONGC,Mar 2024,99263.0,57203.0,42060.0,42060.0,True,True,Match
PFC,Mar 2013,-25102.0,22.0,-25080.0,-25124.0,False,True,Mismatch
PFC,Mar 2014,-22473.0,9.0,-22464.0,-22482.0,False,True,Mismatch
PFC,Mar 2015,-21455.0,491.0,-21946.0,-21946.0,True,True,Match
PFC,Mar 2016,-13298.0,1973.0,-15271.0,-15271.0,True,True,Match
PFC,Mar 2017,1795.0,667.0,1128.0,1128.0,True,True,Match
PFC,Mar 2018,-57148.0,1409.0,-55739.0,-58557.0,False,True,Mismatch
PFC,Mar 2019,-80252.0,13463.0,-93715.0,-93715.0,True,True,Match
PFC,Mar 2020,-42148.0,73.0,-42221.0,-42221.0,True,True,Match
PFC,Mar 2021,-59143.0,1741.0,-57402.0,-60884.0,False,True,Mismatch
PFC,Mar 2022,4904.0,547.0,4357.0,4357.0,True,True,Match
PFC,Mar 2023,-74717.0,1694.0,-76411.0,-76411.0,True,True,Match
PFC,Mar 2024,-97820.0,3409.0,-101229.0,-101229.0,True,True,Match
PIDILITIND,Mar 2013,472.0,144.0,328.0,328.0,True,True,Match
PIDILITIND,Mar 2014,394.0,99.0,295.0,295.0,True,True,Match
PIDILITIND,Mar 2015,552.0,436.0,116.0,116.0,True,True,Match
PIDILITIND,Mar 2016,907.0,491.0,416.0,416.0,True,True,Match
PIDILITIND,Mar 2017,794.0,879.0,-85.0,-85.0,True,True,Match
PIDILITIND,Mar 2018,796.0,39.0,835.0,757.0,False,True,Mismatch
PIDILITIND,Mar 2019,845.0,513.0,332.0,332.0,True,True,Match
PIDILITIND,Mar 2020,1280.0,103.0,1383.0,1177.0,False,True,Mismatch
PIDILITIND,Mar 2021,1392.0,1688.0,-296.0,-296.0,True,True,Match
PIDILITIND,Mar 2022,955.0,558.0,397.0,397.0,True,True,Match
PIDILITIND,Mar 2023,1558.0,899.0,659.0,659.0,True,True,Match
PIDILITIND,Mar 2024,2724.0,1769.0,955.0,955.0,True,True,Match
PNB,Mar 2013,-692.0,600.0,-1292.0,-1292.0,True,True,Match
PNB,Mar 2014,16906.0,302.0,16604.0,16604.0,True,True,Match
PNB,Mar 2015,4814.0,872.0,3942.0,3942.0,True,True,Match
PNB,Mar 2016,14167.0,1352.0,12815.0,12815.0,True,True,Match
PNB,Mar 2017,21938.0,159.0,22097.0,21779.0,False,True,Mismatch
PNB,Mar 2018,-1742.0,392.0,-1350.0,-2134.0,False,True,Mismatch
PNB,Mar 2019,-33532.0,629.0,-34161.0,-34161.0,True,True,Match
PNB,Mar 2020,-12793.0,338.0,-13131.0,-13131.0,True,True,Match
PNB,Mar 2021,30950.0,787.0,30163.0,30163.0,True,True,Match
PNB,Mar 2022,20032.0,1204.0,18828.0,18828.0,True,True,Match
PNB,Mar 2023,22592.0,732.0,21860.0,21860.0,True,True,Match
PNB,Mar 2024,-27939.0,1506.0,-29445.0,-29445.0,True,True,Match
POWERGRID,Mar 2013,11690.0,22084.0,-10394.0,-10394.0,True,True,Match
POWERGRID,Mar 2014,15223.0,26639.0,-11416.0,-11416.0,True,True,Match
POWERGRID,Mar 2015,15800.0,24185.0,-8385.0,-8385.0,True,True,Match
POWERGRID,Mar 2016,15008.0,21576.0,-6568.0,-6568.0,True,True,Match
POWERGRID,Mar 2017,21575.0,23836.0,-2261.0,-2261.0,True,True,Match
POWERGRID,Mar 2018,22710.0,25701.0,-2991.0,-2991.0,True,True,Match
POWERGRID,Mar 2019,23271.0,18727.0,4544.0,4544.0,True,True,Match
POWERGRID,Mar 2020,30739.0,10733.0,20006.0,20006.0,True,True,Match
POWERGRID,Mar 2021,29403.0,9244.0,20159.0,20159.0,True,True,Match
POWERGRID,Mar 2022,26124.0,753.0,26877.0,25371.0,False,True,Mismatch
POWERGRID,Mar 2023,40203.0,7138.0,33065.0,33065.0,True,True,Match
POWERGRID,Mar 2024,37290.0,13114.0,24176.0,24176.0,True,True,Match
RECLTD,Mar 2013,-20059.0,152.0,-19907.0,-20211.0,False,True,Mismatch
RECLTD,Mar 2014,-17244.0,136.0,-17108.0,-17380.0,False,True,Mismatch
RECLTD,Mar 2015,-23898.0,151.0,-23747.0,-24049.0,False,True,Mismatch
RECLTD,Mar 2016,-13278.0,756.0,-14034.0,-14034.0,True,True,Match
RECLTD,Mar 2017,6805.0,101.0,6704.0,6704.0,True,True,Match
RECLTD,Mar 2018,-32510.0,46.0,-32464.0,-32556.0,False,True,Mismatch
RECLTD,Mar 2019,-35866.0,457.0,-35409.0,-36323.0,False,True,Mismatch
RECLTD,Mar 2020,-32712.0,121.0,-32591.0,-32833.0,False,True,Mismatch
RECLTD,Mar 2021,-43512.0,861.0,-42651.0,-44373.0,False,True,Mismatch
RECLTD,Mar 2022,-819.0,287.0,-1106.0,-1106.0,True,True,Match
RECLTD,Mar 2023,-37360.0,943.0,-38303.0,-38303.0,True,True,Match
RECLTD,Mar 2024,-57723.0,1831.0,-59554.0,-59554.0,True,True,Match
RELIANCE,Mar 2013,36918.0,27601.0,9317.0,9317.0,True,True,Match
RELIANCE,Mar 2014,43261.0,73070.0,-29809.0,-29809.0,True,True,Match
RELIANCE,Mar 2015,34374.0,64706.0,-30332.0,-30332.0,True,True,Match
RELIANCE,Mar 2016,38134.0,36186.0,1948.0,1948.0,True,True,Match
RELIANCE,Mar 2017,49550.0,66201.0,-16651.0,-16651.0,True,True,Match
RELIANCE,Mar 2018,71459.0,68192.0,3267.0,3267.0,True,True,Match
RELIANCE,Mar 2019,42346.0,94507.0,-52161.0,-52161.0,True,True,Match
RELIANCE,Mar 2020,94877.0,72497.0,22380.0,22380.0,True,True,Match
RELIANCE,Mar 2021,26958.0,142385.0,-115427.0,-115427.0,True,True,Match
RELIANCE,Mar 2022,110654.0,109162.0,1492.0,1492.0,True,True,Match
RELIANCE,Mar 2023,115032.0,93001.0,22031.0,22031.0,True,True,Match
RELIANCE,Mar 2024,158788.0,113581.0,45207.0,45207.0,True,True,Match
SBILIFE,Mar 2013,1130.0,227.0,903.0,903.0,True,True,Match
SBILIFE,Mar 2014,166.0,708.0,-542.0,-542.0,True,True,Match
SBILIFE,Mar 2015,2711.0,178.0,2533.0,2533.0,True,True,Match
SBILIFE,Mar 2016,5778.0,7204.0,-1426.0,-1426.0,True,True,Match
SBILIFE,Mar 2017,8525.0,9032.0,-507.0,-507.0,True,True,Match
SBILIFE,Mar 2018,10395.0,8910.0,1485.0,1485.0,True,True,Match
SBILIFE,Mar 2019,13473.0,13552.0,-79.0,-79.0,True,True,Match
SBILIFE,Mar 2020,19299.0,16986.0,2313.0,2313.0,True,True,Match
SBILIFE,Mar 2021,23878.0,19203.0,4675.0,4675.0,True,True,Match
SBILIFE,Mar 2022,21852.0,21611.0,241.0,241.0,True,True,Match
SBILIFE,Mar 2023,28656.0,30203.0,-1547.0,-1547.0,True,True,Match
SBILIFE,Mar 2024,29122.0,31221.0,-2099.0,-2099.0,True,True,Match
SHREECEM,Jun 2013,1260.0,270.0,990.0,990.0,True,True,Match
SHREECEM,Jun 2014,1401.0,1234.0,167.0,167.0,True,True,Match
SHREECEM,Jun 2015,1239.0,990.0,249.0,249.0,True,True,Match
SHREECEM,Mar 2017,2202.0,2048.0,154.0,154.0,True,True,Match
SHREECEM,Mar 2018,1879.0,3595.0,-1716.0,-1716.0,True,True,Match
SHREECEM,Mar 2019,2080.0,720.0,1360.0,1360.0,True,True,Match
SHREECEM,Mar 2020,3973.0,5590.0,-1617.0,-1617.0,True,True,Match
SHREECEM,Mar 2021,4254.0,2651.0,1603.0,1603.0,True,True,Match
SHREECEM,Mar 2022,2668.0,2143.0,525.0,525.0,True,True,Match
SHREECEM,Mar 2023,2569.0,2405.0,164.0,164.0,True,True,Match
SHREECEM,Mar 2024,3347.0,1418.0,1929.0,1929.0,True,True,Match
SHRIRAMFIN,Mar 2013,-8359.0,41.0,-8400.0,-8400.0,True,True,Match
SHRIRAMFIN,Mar 2014,-4055.0,112.0,-4167.0,-4167.0,True,True,Match
SHRIRAMFIN,Mar 2015,-9611.0,45.0,-9656.0,-9656.0,True,True,Match
SHRIRAMFIN,Mar 2016,-5507.0,36.0,-5543.0,-5543.0,True,True,Match
SHRIRAMFIN,Mar 2017,-2677.0,2.0,-2679.0,-2679.0,True,True,Match
SHRIRAMFIN,Mar 2018,-13142.0,86.0,-13056.0,-13228.0,False,True,Mismatch
SHRIRAMFIN,Mar 2019,-5535.0,76.0,-5611.0,-5611.0,True,True,Match
SHRIRAMFIN,Mar 2020,-2464.0,55.0,-2519.0,-2519.0,True,True,Match
SHRIRAMFIN,Mar 2021,-4239.0,25.0,-4264.0,-4264.0,True,True,Match
SHRIRAMFIN,Mar 2022,-8859.0,34.0,-8893.0,-8893.0,True,True,Match
SHRIRAMFIN,Mar 2023,-17625.0,5076.0,-12549.0,-22701.0,False,True,Mismatch
SHRIRAMFIN,Mar 2024,-31101.0,258.0,-31359.0,-31359.0,True,True,Match
SIEMENS,Sep 2011,3.0,264.0,267.0,-261.0,False,True,Mismatch
SIEMENS,Sep 2014,608.0,130.0,738.0,478.0,False,True,Mismatch
SIEMENS,Sep 2015,574.0,646.0,1220.0,-72.0,False,True,Mismatch
SIEMENS,Sep 2016,513.0,237.0,750.0,276.0,False,True,Mismatch
SIEMENS,Sep 2017,573.0,1321.0,1894.0,-748.0,False,True,Mismatch
SIEMENS,Sep 2018,100.0,174.0,-74.0,-74.0,True,True,Match
SIEMENS,Sep 2019,1273.0,1135.0,138.0,138.0,True,True,Match
SIEMENS,Sep 2020,720.0,871.0,1591.0,-151.0,False,True,Mismatch
SIEMENS,Sep 2021,1422.0,2389.0,-967.0,-967.0,True,True,Match
SIEMENS,Sep 2022,978.0,34.0,944.0,944.0,True,True,Match
SIEMENS,Sep 2023,1400.0,759.0,641.0,641.0,True,True,Match
SIEMENS,Sep 2024,1670.0,502.0,1168.0,1168.0,True,True,Match
SUNPHARMA,Mar 2013,3357.0,2375.0,982.0,982.0,True,True,Match
SUNPHARMA,Mar 2014,3959.0,2176.0,1783.0,1783.0,True,True,Match
SUNPHARMA,Mar 2015,5616.0,1502.0,4114.0,4114.0,True,True,Match
SUNPHARMA,Mar 2016,6686.0,3949.0,2737.0,2737.0,True,True,Match
SUNPHARMA,Mar 2017,7082.0,4186.0,2896.0,2896.0,True,True,Match
SUNPHARMA,Mar 2018,3907.0,3104.0,803.0,803.0,True,True,Match
SUNPHARMA,Mar 2019,2196.0,310.0,1886.0,1886.0,True,True,Match
SUNPHARMA,Mar 2020,6555.0,2225.0,4330.0,4330.0,True,True,Match
SUNPHARMA,Mar 2021,6170.0,407.0,6577.0,5763.0,False,True,Mismatch
SUNPHARMA,Mar 2022,8985.0,5556.0,3429.0,3429.0,True,True,Match
SUNPHARMA,Mar 2023,4959.0,7220.0,-2261.0,-2261.0,True,True,Match
SUNPHARMA,Mar 2024,12135.0,763.0,11372.0,11372.0,True,True,Match
TATACONSUM,Mar 2013,173.0,24.0,197.0,149.0,False,True,Mismatch
TATACONSUM,Mar 2014,422.0,1.0,421.0,421.0,True,True,Match
TATACONSUM,Mar 2015,418.0,207.0,211.0,211.0,True,True,Match
TATACONSUM,Mar 2016,116.0,145.0,261.0,-29.0,False,True,Mismatch
TATACONSUM,Mar 2017,741.0,145.0,886.0,596.0,False,True,Mismatch
TATACONSUM,Mar 2018,356.0,31.0,325.0,325.0,True,True,Match
TATACONSUM,Mar 2019,210.0,53.0,263.0,157.0,False,True,Mismatch
TATACONSUM,Mar 2020,1082.0,622.0,460.0,460.0,True,True,Match
