id,company_id,year,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout,total_assets,asset_turnover,asset_turnover_calculated,asset_turnover_match
812,JSWSTEEL,Mar 2023,165960,147490,18470.0,11.0,1561,6902,7474,5655,27.0,4139,17.0,25.0,210539,0.7883,0.79,True
813,JSWSTEEL,Mar 2024,175006,146849,28157.0,16.0,1500,8105,8172,13380,33.0,8973,36.0,25.0,227898,0.7679,0.77,True
815,KOTAKBANK,Mar 2013,10838,6024,6603.0,-1789.0,-17,5112,179,3144,30.0,2238,15.0,2.0,115835,0.0936,0.09,True
816,KOTAKBANK,Mar 2014,11986,6312,7053.0,-1379.0,-12,5282,208,3695,32.0,2527,16.0,2.0,122197,0.0981,0.1,True
817,KOTAKBANK,Mar 2015,13319,6966,9718.0,-3366.0,-25,8152,237,4550,33.0,3105,20.0,2.0,148464,0.0897,0.09,True
818,KOTAKBANK,Mar 2016,20402,11123,11541.0,-2263.0,-11,7631,345,5024,32.0,3524,19.0,3.0,240804,0.0847,0.08,True
819,KOTAKBANK,Mar 2017,22324,11458,14832.0,-3965.0,-18,11660,362,7332,32.0,5019,27.0,2.0,276188,0.0808,0.08,True
820,KOTAKBANK,Mar 2018,25131,12467,16805.0,-4141.0,-16,13682,383,9158,33.0,6258,33.0,2.0,337720,0.0744,0.07,True
821,KOTAKBANK,Mar 2019,29831,15187,19758.0,-5114.0,-17,16148,458,10576,33.0,7204,38.0,2.0,395171,0.0755,0.08,True
822,KOTAKBANK,Mar 2020,33474,15901,22578.0,-5005.0,-15,16892,465,11422,25.0,8593,45.0,0.0,443173,0.0755,0.08,True
823,KOTAKBANK,Mar 2021,32820,12967,29812.0,-9958.0,-30,23588,461,13168,25.0,9990,50.0,2.0,478854,0.0685,0.07,True
824,KOTAKBANK,Mar 2022,33741,11554,30699.0,-8512.0,-25,24941,480,15948,25.0,12089,61.0,2.0,546498,0.0617,0.06,True
825,KOTAKBANK,Mar 2023,42151,14411,33485.0,-5746.0,-14,25991,599,19646,25.0,14925,75.0,2.0,620430,0.0679,0.07,True
826,KOTAKBANK,Mar 2024,56237,22567,47052.0,-13382.0,-24,38037,792,23863,25.0,18213,92.0,2.0,767667,0.0733,0.07,True
828,LICI,Mar 2019,571508,565587,5920.0,1.0,2615,0,336,8199,68.0,2627,,2.0,3427249,0.1668,0.17,True
829,LICI,Mar 2020,628043,634989,-6947.0,-1.0,20870,0,379,13544,80.0,2710,,2.0,3499834,0.1794,0.18,True
830,LICI,Mar 2021,690914,691166,-252.0,0.0,12820,0,417,12151,76.0,2974,7.0,0.0,3829524,0.1804,0.18,True
831,LICI,Mar 2022,723606,720280,3326.0,0.0,9248,0,436,12138,66.0,4125,57.0,23.0,4254059,0.1701,0.17,True
832,LICI,Mar 2023,784628,750420,34207.0,4.0,7800,77,466,41463,13.0,35997,65.0,5.0,4578491,0.1714,0.17,True
833,LICI,Mar 2024,845966,813188,32779.0,4.0,14829,128,466,47014,13.0,40916,66.0,15.0,5316047,0.1591,0.16,True
835,LODHA,Mar 2011,2173,1663,510.0,23.0,145,283,17,355,26.0,264,6.0,0.0,9478,,0.23,False
836,LODHA,Mar 2012,2954,2229,724.0,25.0,124,254,37,556,32.0,381,9.0,0.0,9268,,0.32,False
837,LODHA,Mar 2015,6236,4769,1467.0,24.0,423,492,128,1269,37.0,798,18.0,0.0,27998,,0.22,False
838,LODHA,Mar 2016,8249,6123,2126.0,26.0,510,988,450,1198,41.0,703,16.0,0.0,30981,0.2663,0.27,True
839,LODHA,Mar 2017,7926,6313,1614.0,20.0,584,736,460,1001,42.0,584,13.0,0.0,33931,0.2336,0.23,True
840,LODHA,Mar 2018,9677,7995,1682.0,17.0,285,390,395,1182,33.0,794,10.0,0.0,40251,0.2404,0.24,True
841,LODHA,Mar 2019,11907,8728,3179.0,27.0,72,568,194,2489,34.0,1644,21.0,0.0,49864,0.2388,0.24,True
842,LODHA,Mar 2020,12443,10526,1917.0,15.0,119,740,292,1003,26.0,742,9.0,0.0,40693,0.3058,0.31,True
843,LODHA,Mar 2021,5449,4066,1383.0,25.0,-140,1136,73,33,-44.0,48,1.0,0.0,39308,0.1386,0.14,True
844,LODHA,Mar 2022,9233,7047,2186.0,24.0,293,688,75,1716,30.0,1208,12.0,20.0,38404,0.2404,0.24,True
845,LODHA,Mar 2023,9470,7406,2064.0,22.0,-1037,482,93,452,-8.0,490,5.0,14.0,39122,0.2421,0.24,True
846,LODHA,Mar 2024,10316,7651,2665.0,26.0,48,482,204,2028,23.0,1554,16.0,,47198,0.2186,0.22,True
848,LT,Mar 2013,74426,63032,11394.0,15.0,2523,4642,1637,7638,31.0,5291,38.0,22.0,2328,31.9699,31.97,True
849,LT,Mar 2014,85054,70968,14086.0,17.0,1337,6494,1446,7483,35.0,4885,35.0,27.0,2666,31.9032,31.9,True
850,LT,Mar 2015,91929,76245,15684.0,17.0,1422,7266,2623,7217,31.0,4966,34.0,32.0,2978,30.8694,30.87,True
851,LT,Mar 2016,101122,85637,15486.0,15.0,1219,6899,1787,8020,30.0,4592,31.0,40.0,3137,32.2353,32.24,True
852,LT,Mar 2017,109312,92691,16620.0,15.0,1466,6829,2370,8887,23.0,6486,43.0,22.0,4417,24.748,24.75,True
853,LT,Mar 2018,119683,99572,20111.0,17.0,1465,7714,2223,11639,27.0,8004,53.0,30.0,5337,22.4251,22.43,True
854,LT,Mar 2019,135220,112354,22866.0,17.0,2701,9339,1923,14305,28.0,10217,63.0,28.0,6664,20.2911,20.29,True
855,LT,Mar 2020,145452,120899,24553.0,17.0,3015,11021,2462,14086,23.0,10894,68.0,26.0,8815,16.5005,16.5,True
856,LT,Mar 2021,135979,112519,23460.0,17.0,8111,11750,2904,16918,24.0,12921,82.0,44.0,10706,12.7012,12.7,True
857,LT,Mar 2022,156521,132207,24314.0,16.0,2364,9235,2948,14495,29.0,10419,62.0,36.0,20572,7.6084,7.61,True
858,LT,Mar 2023,183341,156175,27166.0,15.0,2891,9445,3502,17109,26.0,12531,75.0,32.0,23481,7.8081,7.81,True
859,LT,Mar 2024,221113,191248,29865.0,14.0,3847,9512,3682,20517,24.0,15547,95.0,36.0,27544,8.0276,8.03,True
861,LTIM,Mar 2013,3851,2981,870.0,23.0,22,21,123,749,25.0,562,174.0,54.0,2328,1.6542,1.65,True
862,LTIM,Mar 2014,4920,3773,1147.0,23.0,217,31,130,1204,17.0,996,309.0,55.0,2666,1.8455,1.85,True
863,LTIM,Mar 2015,4978,3973,1005.0,20.0,99,10,158,936,18.0,769,238.0,63.0,2978,1.6716,1.67,True
864,LTIM,Mar 2016,5846,4819,1028.0,18.0,187,6,174,1035,19.0,836,49.0,72.0,3137,1.8636,1.86,True
865,LTIM,Mar 2017,6501,5271,1230.0,19.0,187,3,178,1236,21.0,971,57.0,29.0,4417,1.4718,1.47,True
866,LTIM,Mar 2018,7306,6119,1187.0,16.0,426,16,156,1442,23.0,1112,65.0,33.0,5337,1.3689,1.37,True
867,LTIM,Mar 2019,9446,7562,1883.0,20.0,302,11,147,2028,25.0,1516,87.0,32.0,6664,1.4175,1.42,True
868,LTIM,Mar 2020,10879,8849,2029.0,19.0,329,83,273,2003,24.0,1520,87.0,32.0,8815,1.2341,1.23,True
869,LTIM,Mar 2021,12370,9645,2725.0,22.0,274,79,332,2588,25.0,1938,111.0,36.0,10706,1.1554,1.16,True
870,LTIM,Mar 2022,26109,20860,5249.0,20.0,766,123,597,5294,25.0,3950,225.0,41.0,20572,1.2692,1.27,True
871,LTIM,Mar 2023,33183,27075,6108.0,18.0,557,150,723,5792,24.0,4410,149.0,40.0,23481,1.4132,1.41,True
872,LTIM,Mar 2024,35517,29130,6387.0,18.0,702,222,819,6049,24.0,4585,155.0,42.0,27544,1.2895,1.29,True
874,M&M,Mar 2013,68693,59578,9116.0,13.0,841,2297,2080,5580,35.0,4129,33.0,19.0,76131,0.9023,0.9,True
875,M&M,Mar 2014,74001,63830,10170.0,14.0,773,2954,2170,5820,26.0,5154,38.0,18.0,87889,0.842,0.84,True
876,M&M,Mar 2015,71448,62655,8793.0,12.0,800,3157,2124,4313,40.0,3381,25.0,23.0,94376,0.7571,0.76,True
877,M&M,Mar 2016,75841,65759,10082.0,13.0,1399,3368,2442,5672,37.0,3554,25.0,21.0,99852,0.7595,0.76,True
878,M&M,Mar 2017,83773,73038,10735.0,13.0,2077,3647,2813,6350,36.0,4051,30.0,22.0,113835,0.7359,0.74,True
879,M&M,Mar 2018,92094,78868,13226.0,14.0,4366,3987,3280,10326,23.0,7958,60.0,11.0,136369,0.6753,0.68,True
880,M&M,Mar 2019,104721,89514,15207.0,15.0,2676,5021,3991,8871,32.0,6017,43.0,17.0,161889,0.6469,0.65,True
881,M&M,Mar 2020,75382,65224,10158.0,13.0,885,6021,3367,1655,99.0,-321,1.0,205.0,165716,0.4549,0.45,True
882,M&M,Mar 2021,74278,62791,11487.0,15.0,1152,6102,3378,3158,52.0,1512,15.0,54.0,164968,0.4503,0.45,True
883,M&M,Mar 2022,90171,75488,14683.0,16.0,3204,5018,3508,9362,23.0,7253,53.0,20.0,172388,0.5231,0.52,True
884,M&M,Mar 2023,121269,100983,20285.0,17.0,3961,5830,4357,14060,19.0,11374,83.0,18.0,204283,0.5936,0.59,True
885,M&M,Mar 2024,139078,114186,24892.0,18.0,3298,7488,4724,15978,23.0,12270,91.0,21.0,234722,0.5925,0.59,True
887,MARUTI,Mar 2013,44304,39944,4361.0,10.0,797,198,1890,3070,20.0,2470,82.0,10.0,27517,1.6101,1.61,True
888,MARUTI,Mar 2014,44542,39232,5310.0,12.0,724,184,2116,3734,24.0,2854,94.0,13.0,31476,1.4151,1.42,True
889,MARUTI,Mar 2015,50801,43909,6892.0,14.0,817,218,2515,4976,24.0,3809,126.0,20.0,34477,1.4735,1.47,True
890,MARUTI,Mar 2016,57589,48565,9024.0,16.0,1464,82,2822,7585,28.0,5497,182.0,19.0,42726,1.3479,1.35,True
891,MARUTI,Mar 2017,68085,57664,10421.0,15.0,2399,89,2604,10127,26.0,7511,249.0,30.0,51960,1.3103,1.31,True
892,MARUTI,Mar 2018,79809,67692,12118.0,15.0,2155,346,2760,11167,29.0,7881,261.0,31.0,60248,1.3247,1.32,True
893,MARUTI,Mar 2019,86068,75012,11056.0,13.0,2664,76,3021,10624,28.0,7651,253.0,32.0,63969,1.3455,1.35,True
894,MARUTI,Mar 2020,75660,68305,7355.0,10.0,3410,134,3528,7103,20.0,5678,188.0,32.0,63628,1.1891,1.19,True
895,MARUTI,Mar 2021,70372,64961,5411.0,8.0,3046,102,3034,5321,18.0,4389,145.0,31.0,71376,0.9859,0.99,True
896,MARUTI,Mar 2022,88330,82578,5752.0,7.0,1861,127,2789,4697,17.0,3880,128.0,47.0,74656,1.1832,1.18,True
897,MARUTI,Mar 2023,118410,105288,13122.0,11.0,2415,252,4846,10438,21.0,8264,274.0,34.0,100106,1.1828,1.18,True
898,MARUTI,Mar 2024,141858,123232,18626.0,13.0,4248,194,5256,17424,23.0,13488,429.0,29.0,115304,1.2303,1.23,True
900,MOTHERSON,Mar 2013,25298,23819,1480.0,6.0,318,250,714,834,46.0,452,1.0,26.0,12739,1.9859,1.99,True
901,MOTHERSON,Mar 2014,30414,28017,2397.0,8.0,311,294,817,1596,31.0,1097,2.0,29.0,15244,1.9951,2.0,True
902,MOTHERSON,Mar 2015,34661,31817,2844.0,8.0,212,318,921,1817,29.0,1292,2.0,31.0,17425,1.9892,1.99,True
903,MOTHERSON,Mar 2016,37216,33668,3548.0,10.0,177,345,1087,2293,23.0,1774,3.0,26.0,19665,1.8925,1.89,True
904,MOTHERSON,Mar 2017,42376,38204,4171.0,10.0,346,375,1059,3083,30.0,2172,3.0,18.0,31944,1.3266,1.33,True
905,MOTHERSON,Mar 2018,56303,51174,5128.0,9.0,125,411,1575,3267,31.0,2260,3.0,30.0,36974,1.5228,1.52,True
906,MOTHERSON,Mar 2019,63523,58174,5348.0,8.0,333,423,2058,3200,34.0,2098,3.0,29.0,42754,1.4858,1.49,True
907,MOTHERSON,Mar 2020,60729,56075,4654.0,8.0,642,593,2721,1983,-5.0,1294,2.0,40.0,45033,1.3485,1.35,True
908,MOTHERSON,Mar 2021,57370,53000,4370.0,8.0,568,512,2926,1500,34.0,1569,2.0,46.0,47749,1.2015,1.2,True
909,MOTHERSON,Mar 2022,63774,59060,4714.0,7.0,575,543,2958,1788,31.0,1182,1.0,34.0,55726,1.1444,1.14,True
910,MOTHERSON,Mar 2023,78788,72537,6251.0,8.0,70,781,3136,2405,31.0,1670,2.0,29.0,61330,1.2847,1.28,True
911,MOTHERSON,Mar 2024,98692,89370,9322.0,9.0,140,1811,3810,3840,21.0,3020,4.0,20.0,84178,1.1724,1.17,True
913,NAUKRI,Mar 2013,472,351,121.0,26.0,24,3,12,130,41.0,76,8.0,12.0,825,0.5721,0.57,True
914,NAUKRI,Mar 2014,567,471,97.0,17.0,48,3,21,120,49.0,60,8.0,30.0,1060,0.5349,0.53,True
915,NAUKRI,Mar 2015,732,711,21.0,3.0,89,4,47,60,99.0,-14,2.0,150.0,2217,0.3302,0.33,True
916,NAUKRI,Mar 2016,748,656,91.0,12.0,111,3,24,175,33.0,118,11.0,27.0,1925,0.3886,0.39,True
917,NAUKRI,Mar 2017,888,896,-9.0,-1.0,50,4,33,5,99.0,-43,-2.0,-230.0,2053,0.4325,0.43,True
918,NAUKRI,Mar 2018,988,769,219.0,22.0,401,5,30,585,14.0,501,42.0,13.0,2596,0.3806,0.38,True
919,NAUKRI,Mar 2019,1151,1142,9.0,1.0,737,7,22,716,17.0,592,49.0,12.0,3189,0.3609,0.36,True
920,NAUKRI,Mar 2020,1312,1662,-350.0,-27.0,286,14,48,-126,95.0,-246,-19.0,-31.0,2893,0.4535,0.45,True
921,NAUKRI,Mar 2021,1128,1054,74.0,7.0,1584,11,45,1602,12.0,1418,110.0,7.0,6292,0.1793,0.18,True
922,NAUKRI,Mar 2022,1589,1143,446.0,28.0,13810,11,73,14200,9.0,12882,991.0,1.0,20483,0.0776,0.08,True
923,NAUKRI,Mar 2023,2346,1997,348.0,15.0,-116,18,73,141,99.0,-70,-8.0,-228.0,16658,0.1408,0.14,True
924,NAUKRI,Mar 2024,2536,1825,711.0,28.0,303,35,101,878,32.0,595,44.0,49.0,36089,0.0703,0.07,True
926,NESTLEIND,Dec 2013,9101,7153,1948.0,21.0,97,37,330,1678,33.0,1117,12.0,42.0,6314,1.4414,1.44,True
927,NESTLEIND,Dec 2014,9855,7816,2039.0,21.0,87,14,338,1774,33.0,1185,12.0,51.0,5820,1.6933,1.69,True
928,NESTLEIND,Dec 2015,8175,6620,1555.0,19.0,-391,3,347,814,31.0,563,6.0,83.0,6086,1.3432,1.34,True
929,NESTLEIND,Dec 2016,9141,7292,1850.0,20.0,140,91,354,1545,35.0,1001,10.0,61.0,6810,1.3423,1.34,True
930,NESTLEIND,Dec 2017,10010,7913,2097.0,21.0,177,92,342,1839,33.0,1225,13.0,68.0,7363,1.3595,1.36,True
931,NESTLEIND,Dec 2018,11292,8675,2618.0,23.0,259,112,336,2429,34.0,1607,17.0,69.0,8088,1.3961,1.4,True
932,NESTLEIND,Dec 2019,12369,9443,2926.0,24.0,247,129,370,2673,26.0,1968,20.0,168.0,7173,1.7244,1.72,True
933,NESTLEIND,Dec 2020,13350,10149,3202.0,24.0,146,164,370,2813,26.0,2082,22.0,93.0,7900,1.6899,1.69,True
934,NESTLEIND,Dec 2021,14741,11178,3562.0,24.0,-112,202,391,2857,26.0,2118,22.0,91.0,8234,1.7903,1.79,True
935,NESTLEIND,Dec 2022,16897,13191,3706.0,22.0,107,155,403,3256,27.0,2391,25.0,89.0,8979,1.8818,1.88,True
936,NESTLEIND,Dec 2023,19126,14655,4471.0,23.0,116,119,429,4038,26.0,2999,31.0,56.0,8979,2.1301,2.13,True
937,NESTLEIND,Mar 2024,24394,18581,5813.0,24.0,159,145,538,5289,26.0,3933,41.0,79.0,10523,2.3182,2.32,True
939,NHPC,Mar 2013,6381,2229,4152.0,65.0,1595,611,1241,3895,26.0,2873,2.0,28.0,62361,0.1023,0.1,True
940,NHPC,Mar 2014,7389,3047,4342.0,59.0,889,1203,1499,2529,35.0,1633,1.0,27.0,61427,0.1203,0.12,True
941,NHPC,Mar 2015,8221,3087,5134.0,62.0,1597,1296,1715,3718,25.0,2798,2.0,27.0,61436,0.1338,0.13,True
942,NHPC,Mar 2016,8354,3571,4783.0,57.0,1174,1160,1432,3365,30.0,2365,2.0,81.0,62823,0.133,0.13,True
943,NHPC,Mar 2017,8623,3739,4884.0,57.0,2245,1133,1462,4535,23.0,3480,3.0,61.0,60187,0.1433,0.14,True
944,NHPC,Mar 2018,7755,3508,4248.0,55.0,1185,924,1469,3040,8.0,2785,2.0,57.0,62933,0.1232,0.12,True
945,NHPC,Mar 2019,8983,4002,4981.0,55.0,1733,896,1658,4159,32.0,2836,3.0,56.0,66734,0.1346,0.13,True
946,NHPC,Mar 2020,10008,4562,5446.0,54.0,311,877,1614,3266,-2.0,3345,3.0,52.0,71277,0.1404,0.14,True
947,NHPC,Mar 2021,9648,4371,5277.0,55.0,1087,577,1292,4495,20.0,3600,3.0,49.0,73136,0.1319,0.13,True
948,NHPC,Mar 2022,9144,5131,4013.0,44.0,981,586,1190,3217,-17.0,3774,4.0,52.0,77288,0.1183,0.12,True
949,NHPC,Mar 2023,10607,4423,6184.0,58.0,743,475,1215,5237,19.0,4261,4.0,48.0,86211,0.123,0.12,True
950,NHPC,Mar 2024,9632,4825,4807.0,50.0,2029,608,1184,5043,20.0,4028,4.0,53.0,93297,0.1032,0.1,True
952,NTPC,Mar 2013,71518,53370,18149.0,25.0,4777,2491,3823,16611,24.0,12586,13.0,38.0,178776,0.4,0.4,True
953,NTPC,Mar 2014,78330,58603,19727.0,25.0,2792,3263,4770,14486,21.0,11403,12.0,42.0,200118,0.3914,0.39,True
954,NTPC,Mar 2015,79957,62605,17352.0,22.0,2338,3669,5565,10456,4.0,9992,10.0,21.0,219712,0.3639,0.36,True
955,NTPC,Mar 2016,73396,54829,18568.0,25.0,1188,3366,5771,10618,-2.0,10781,11.0,26.0,224665,0.3267,0.33,True
956,NTPC,Mar 2017,82042,60445,21598.0,26.0,1592,3753,6010,13426,20.0,10714,11.0,37.0,248601,0.33,0.33,True
957,NTPC,Mar 2018,88083,65598,22485.0,26.0,5576,4447,7460,16154,35.0,10502,11.0,40.0,282492,0.3118,0.31,True
958,NTPC,Mar 2019,100287,77576,22710.0,23.0,2818,5605,8669,11255,-25.0,14034,14.0,44.0,346923,0.2891,0.29,True
959,NTPC,Mar 2020,109464,77878,31586.0,29.0,8209,8189,10356,21250,44.0,11902,12.0,27.0,377569,0.2899,0.29,True
960,NTPC,Mar 2021,111531,77487,34044.0,31.0,5021,9224,12450,17390,14.0,14969,15.0,41.0,398022,0.2802,0.28,True
961,NTPC,Mar 2022,132669,92307,40362.0,30.0,4809,9376,13788,22007,23.0,16960,17.0,41.0,415831,0.319,0.32,True
962,NTPC,Mar 2023,176207,128611,47596.0,27.0,2561,11447,14792,23917,28.0,17121,17.0,42.0,447189,0.394,0.39,True
963,NTPC,Mar 2024,178501,127045,51456.0,29.0,5190,12301,16204,28142,24.0,21332,21.0,36.0,479278,0.3724,0.37,True
965,ONGC,Mar 2013,161984,118482,43501.0,27.0,5488,484,11763,36742,35.0,23994,19.0,34.0,253424,0.6392,0.64,True
966,ONGC,Mar 2014,174121,124991,49130.0,28.0,7170,624,16262,39413,32.0,26665,21.0,31.0,324976,0.5358,0.54,True
967,ONGC,Mar 2015,160923,118610,42312.0,26.0,5955,2864,18033,27370,35.0,17703,14.0,44.0,337847,0.4763,0.48,True
968,ONGC,Mar 2016,124036,84901,39135.0,32.0,1067,3766,16384,20052,35.0,13102,10.0,56.0,341772,0.3629,0.36,True
969,ONGC,Mar 2017,282506,229702,52804.0,19.0,12724,3591,20119,41718,30.0,29169,19.0,40.0,444525,0.6355,0.64,True
970,ONGC,Mar 2018,322706,265817,56889.0,18.0,10429,4999,23112,39208,34.0,26068,17.0,38.0,459232,0.7027,0.7,True
971,ONGC,Mar 2019,421624,346805,74819.0,18.0,9567,5837,23704,54846,38.0,33938,24.0,29.0,492343,0.8564,0.86,True
972,ONGC,Mar 2020,396728,344623,52105.0,13.0,982,7489,26635,18962,40.0,11456,9.0,58.0,508364,0.7804,0.78,True
973,ONGC,Mar 2021,303849,254375,49473.0,16.0,11271,5079,25538,30126,29.0,21360,13.0,28.0,541748,0.5609,0.56,True
974,ONGC,Mar 2022,491246,411373,79874.0,16.0,6797,5696,26883,54091,9.0,49294,36.0,29.0,583260,0.8422,0.84,True
975,ONGC,Mar 2023,632291,556764,75527.0,12.0,-30,7889,24557,43051,24.0,32778,28.0,40.0,613115,1.0313,1.03,True
976,ONGC,Mar 2024,591396,488561,102835.0,17.0,12982,10194,28763,76860,26.0,57101,39.0,31.0,709774,0.8332,0.83,True
978,PFC,Mar 2013,17314,331,5987.0,35.0,12,10995,6,5994,26.0,4438,13.0,21.0,169330,0.1023,0.1,True
979,PFC,Mar 2014,21407,748,7607.0,36.0,23,13053,5,7624,28.0,5462,17.0,22.0,194320,0.1102,0.11,True
980,PFC,Mar 2015,24988,1103,8429.0,34.0,25,15456,8,8446,29.0,6004,18.0,20.0,228912,0.1092,0.11,True
981,PFC,Mar 2016,27861,2042,9162.0,33.0,25,16657,20,9167,33.0,6184,19.0,30.0,247220,0.1127,0.11,True
982,PFC,Mar 2017,27581,5538,5275.0,19.0,30,16768,41,5264,58.0,2236,7.0,59.0,259537,0.1063,0.11,True
983,PFC,Mar 2018,48624,6583,11752.0,24.0,42,30289,15,11779,25.0,8797,20.0,31.0,522531,0.0931,0.09,True
984,PFC,Mar 2019,54106,1696,17783.0,33.0,94,34627,15,17862,29.0,12640,30.0,0.0,628869,0.086,0.09,True
985,PFC,Mar 2020,62189,7332,14012.0,23.0,105,40845,24,14093,33.0,9477,22.0,35.0,694521,0.0895,0.09,True
986,PFC,Mar 2021,71656,7102,19871.0,28.0,46,44684,25,19891,21.0,15716,36.0,22.0,775707,0.0924,0.09,True
987,PFC,Mar 2022,76262,8215,23338.0,31.0,79,44709,35,23382,20.0,18768,42.0,23.0,791000,0.0964,0.1,True
988,PFC,Mar 2023,77684,4167,26501.0,34.0,47,47017,52,26496,20.0,21179,48.0,22.0,896112,0.0867,0.09,True
989,PFC,Mar 2024,91508,-27,33573.0,37.0,69,57962,53,33588,21.0,26461,60.0,23.0,1038877,0.0881,0.09,True
991,PIDILITIND,Mar 2013,3678,3120,558.0,15.0,107,16,69,581,27.0,424,8.0,31.0,2616,1.406,1.41,True
992,PIDILITIND,Mar 2014,4283,3611,672.0,16.0,38,16,81,612,27.0,450,9.0,31.0,2928,1.4628,1.46,True
993,PIDILITIND,Mar 2015,4844,4073,771.0,16.0,40,16,118,678,25.0,514,10.0,29.0,3315,1.4612,1.46,True
994,PIDILITIND,Mar 2016,5361,4188,1173.0,22.0,81,13,100,1141,29.0,807,16.0,26.0,3714,1.4435,1.44,True
995,PIDILITIND,Mar 2017,5617,4355,1262.0,22.0,115,14,115,1248,31.0,863,17.0,28.0,4770,1.1776,1.18,True
996,PIDILITIND,Mar 2018,6078,4737,1341.0,22.0,153,16,120,1359,29.0,966,19.0,32.0,5199,1.1691,1.17,True
997,PIDILITIND,Mar 2019,7078,5707,1371.0,19.0,130,26,133,1342,31.0,928,18.0,36.0,5904,1.1988,1.2,True
998,PIDILITIND,Mar 2020,7294,5718,1576.0,22.0,97,34,170,1470,24.0,1122,22.0,32.0,6523,1.1182,1.12,True
999,PIDILITIND,Mar 2021,7293,5606,1686.0,23.0,74,37,201,1522,26.0,1126,22.0,38.0,8814,0.8274,0.83,True
1000,PIDILITIND,Mar 2022,9921,8065,1856.0,19.0,39,42,240,1614,25.0,1207,24.0,42.0,9494,1.045,1.04,True
1001,PIDILITIND,Mar 2023,11799,9813,1986.0,17.0,55,48,270,1723,25.0,1289,25.0,44.0,10505,1.1232,1.12,True
1002,PIDILITIND,Mar 2024,12383,9675,2708.0,22.0,63,51,341,2379,27.0,1747,34.0,47.0,12076,1.0254,1.03,True
1004,PNB,Mar 2013,43071,12456,,,4310,27802,336,6786,27.0,5020,28.0,19.0,7655,5.6265,5.63,True
1004,PNB,Mar 2013,43071,12456,,,4310,27802,336,6786,27.0,5020,28.0,19.0,7655,5.6265,5.63,True
1004,PNB,Mar 2013,43071,12456,,,4310,27802,336,6786,27.0,5020,28.0,19.0,7655,5.6265,5.63,True
1004,PNB,Mar 2013,43071,12456,,,4310,27802,336,6786,27.0,5020,28.0,19.0,7655,5.6265,5.63,True
1004,PNB,Mar 2013,43071,12456,,,4310,27802,336,6786,27.0,5020,28.0,19.0,7655,5.6265,5.63,True
1004,PNB,Mar 2013,43071,12456,,,4310,27802,336,6786,27.0,5020,28.0,19.0,7655,5.6265,5.63,True
1004,PNB,Mar 2013,43071,12456,,,4310,27802,336,6786,27.0,5020,28.0,19.0,7655,5.6265,5.63,True
1004,PNB,Mar 2013,43071,12456,,,4310,27802,336,6786,27.0,5020,28.0,19.0,7655,5.6265,5.63,True
1004,PNB,Mar 2013,43071,12456,,,4310,27802,336,6786,27.0,5020,28.0,19.0,7655,5.6265,5.63,True
1004,PNB,Mar 2013,43071,12456,,,4310,27802,336,6786,27.0,5020,28.0,19.0,7655,5.6265,5.63,True
1004,PNB,Mar 2013,43071,12456,,,4310,27802,336,6786,27.0,5020,28.0,19.0,7655,5.6265,5.63,True
1004,PNB,Mar 2013,43071,12456,,,4310,27802,336,6786,27.0,5020,28.0,19.0,7655,5.6265,5.63,True
1004,PNB,Mar 2013,43071,12456,,,4310,27802,336,6786,27.0,5020,28.0,19.0,7655,5.6265,5.63,True
1004,PNB,Mar 2013,43071,12456,,,4310,27802,336,6786,27.0,5020,28.0,19.0,7655,5.6265,5.63,True
1004,PNB,Mar 2013,43071,12456,,,4310,27802,336,6786,27.0,5020,28.0,19.0,7655,5.6265,5.63,True
1004,PNB,Mar 2013,43071,12456,,,4310,27802,336,6786,27.0,5020,28.0,19.0,7655,5.6265,5.63,True
1004,PNB,Mar 2013,43071,12456,,,4310,27802,336,6786,27.0,5020,28.0,19.0,7655,5.6265,5.63,True
1004,PNB,Mar 2013,43071,12456,,,4310,27802,336,6786,27.0,5020,28.0,19.0,7655,5.6265,5.63,True
1004,PNB,Mar 2013,43071,12456,,,4310,27802,336,6786,27.0,5020,28.0,19.0,7655,5.6265,5.63,True
1004,PNB,Mar 2013,43071,12456,,,4310,27802,336,6786,27.0,5020,28.0,19.0,7655,5.6265,5.63,True
1004,PNB,Mar 2013,43071,12456,,,4310,27802,336,6786,27.0,5020,28.0,19.0,7655,5.6265,5.63,True
1004,PNB,Mar 2013,43071,12456,,,4310,27802,336,6786,27.0,5020,28.0,19.0,7655,5.6265,5.63,True
1004,PNB,Mar 2013,43071,12456,,,4310,27802,336,6786,27.0,5020,28.0,19.0,7655,5.6265,5.63,True
1004,PNB,Mar 2013,43071,12456,,,4310,27802,336,6786,27.0,5020,28.0,19.0,7655,5.6265,5.63,True
1004,PNB,Mar 2013,43071,12456,,,4310,27802,336,6786,27.0,5020,28.0,19.0,7655,5.6265,5.63,True
1005,PNB,Mar 2014,44958,16112,,,4710,28220,367,4969,29.0,3674,20.0,10.0,11540,3.8958,3.9,True
1005,PNB,Mar 2014,44958,16112,,,4710,28220,367,4969,29.0,3674,20.0,10.0,11540,3.8958,3.9,True
1005,PNB,Mar 2014,44958,16112,,,4710,28220,367,4969,29.0,3674,20.0,10.0,11540,3.8958,3.9,True
