id,company_id,year,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout,total_assets,asset_turnover,asset_turnover_calculated,asset_turnover_match
572,HDFCBANK,Mar 2017,73271,38042,23856.0,11374.0,16,12905,886,23393,35.0,15317,30.0,18.0,892344,0.0821,0.08,True
573,HDFCBANK,Mar 2018,85288,42381,29532.0,13374.0,16,16057,967,28464,35.0,18561,36.0,18.0,1103186,0.0773,0.08,True
574,HDFCBANK,Mar 2019,105161,53713,34856.0,16592.0,16,18947,1221,34318,35.0,22446,41.0,18.0,1292806,0.0813,0.08,True
575,HDFCBANK,Mar 2020,122189,62137,45459.0,14593.0,12,24879,1277,38195,29.0,27296,50.0,5.0,1580830,0.0773,0.08,True
576,HDFCBANK,Mar 2021,128552,59248,52457.0,16848.0,13,27333,1385,42796,26.0,31857,58.0,11.0,1799507,0.0714,0.07,True
577,HDFCBANK,Mar 2022,135936,58584,56557.0,20795.0,15,31759,1681,50873,25.0,38151,69.0,23.0,2122934,0.064,0.06,True
578,HDFCBANK,Mar 2023,170754,77780,63042.0,29932.0,18,33912,2345,61498,25.0,46149,82.0,23.0,2530432,0.0675,0.07,True
579,HDFCBANK,Mar 2024,283649,154139,174196.0,-44685.0,-16,124346,3092,76569,15.0,65446,84.0,23.0,4030194,0.0704,0.07,True
581,HDFCLIFE,Mar 2013,14060,15,13535.0,525.0,4,28,35,502,11.0,447,2.0,0.0,41918,0.3354,0.34,True
582,HDFCLIFE,Mar 2014,17166,11,16561.0,605.0,4,241,41,794,9.0,725,4.0,14.0,52275,0.3284,0.33,True
583,HDFCLIFE,Mar 2015,27215,-14,26341.0,874.0,3,79,43,924,15.0,786,4.0,18.0,69309,0.3927,0.39,True
584,HDFCLIFE,Mar 2016,18141,8,17187.0,953.0,5,108,45,1008,19.0,817,4.0,22.0,76544,0.237,0.24,True
585,HDFCLIFE,Mar 2017,30647,9,29674.0,972.0,3,139,41,1061,16.0,887,4.0,25.0,95097,0.3223,0.32,True
586,HDFCLIFE,Mar 2018,32260,11,31186.0,1074.0,3,282,44,1300,15.0,1107,6.0,25.0,110483,0.292,0.29,True
587,HDFCLIFE,Mar 2019,38855,14,37640.0,1215.0,3,136,45,1291,1.0,1278,6.0,26.0,130020,0.2988,0.3,True
588,HDFCLIFE,Mar 2020,29380,0,28239.0,1141.0,4,369,47,1463,11.0,1297,6.0,0.0,132224,0.2222,0.22,True
589,HDFCLIFE,Mar 2021,71528,0,70294.0,1235.0,2,445,51,1629,16.0,1361,7.0,30.0,179655,0.3981,0.4,True
590,HDFCLIFE,Mar 2022,67126,0,66348.0,778.0,1,766,56,1487,11.0,1327,6.0,27.0,230734,0.2909,0.29,True
591,HDFCLIFE,Mar 2023,70207,0,70127.0,80.0,0,1437,76,1441,5.0,1368,6.0,30.0,248069,0.283,0.28,True
592,HDFCLIFE,Mar 2024,101482,0,100951.0,531.0,1,525,79,977,-61.0,1574,7.0,27.0,302687,0.3353,0.34,True
594,HEROMOTOCO,Mar 2014,25275,12,21722.0,3553.0,14,430,1107,2864,26.0,2102,105.0,62.0,10122,2.497,2.5,True
595,HEROMOTOCO,Mar 2015,27538,12,24018.0,3520.0,13,325,540,3292,29.0,2364,118.0,51.0,10654,2.5848,2.58,True
596,HEROMOTOCO,Mar 2016,28457,15,24033.0,4424.0,16,421,443,4387,29.0,3112,157.0,46.0,12896,2.2067,2.21,True
597,HEROMOTOCO,Mar 2017,28610,27,24025.0,4585.0,16,830,502,4885,27.0,3546,179.0,47.0,15312,1.8685,1.87,True
598,HEROMOTOCO,Mar 2018,32458,31,27124.0,5334.0,16,564,575,5292,30.0,3722,186.0,51.0,17397,1.8657,1.87,True
599,HEROMOTOCO,Mar 2019,33971,37,28946.0,5025.0,15,741,624,5104,32.0,3466,172.0,50.0,18504,1.8359,1.84,True
600,HEROMOTOCO,Mar 2020,29254,47,25184.0,4070.0,14,1434,846,4611,21.0,3659,182.0,49.0,19674,1.4869,1.49,True
601,HEROMOTOCO,Mar 2021,30959,46,26902.0,4058.0,13,553,715,3849,24.0,2936,146.0,72.0,23096,1.3404,1.34,True
602,HEROMOTOCO,Mar 2022,29551,53,26295.0,3256.0,11,545,690,3058,24.0,2329,116.0,82.0,22478,1.3147,1.31,True
603,HEROMOTOCO,Mar 2023,34158,105,30060.0,4099.0,12,567,697,3864,28.0,2800,141.0,71.0,23917,1.4282,1.43,True
604,HEROMOTOCO,Mar 2024,37789,76,32554.0,5235.0,14,689,757,5090,26.0,3742,187.0,75.0,26153,1.4449,1.44,True
606,HINDALCO,Mar 2013,80193,2079,72494.0,7699.0,10,1111,2822,3909,23.0,3007,16.0,6.0,120590,0.665,0.67,False
607,HINDALCO,Mar 2014,87695,2702,79671.0,8024.0,9,677,3347,2653,20.0,2195,11.0,9.0,137982,0.6356,0.64,True
608,HINDALCO,Mar 2015,104281,4178,95437.0,8844.0,8,-832,3493,340,75.0,259,4.0,24.0,141746,0.7357,0.74,True
609,HINDALCO,Mar 2016,98759,5134,90981.0,7778.0,8,1500,4347,-203,99.0,-702,-1.0,-82.0,141146,0.6997,0.7,True
610,HINDALCO,Mar 2017,100184,5742,87867.0,12317.0,12,1198,4457,3315,43.0,1882,8.0,13.0,146144,0.6855,0.69,True
611,HINDALCO,Mar 2018,115183,3911,101488.0,13695.0,12,2879,4506,8157,25.0,6083,27.0,4.0,147014,0.7835,0.78,True
612,HINDALCO,Mar 2019,130542,3778,115031.0,15511.0,12,1127,4777,8083,32.0,5495,24.0,5.0,151972,0.859,0.86,True
613,HINDALCO,Mar 2020,118144,4197,103838.0,14306.0,12,906,5091,5924,36.0,3767,17.0,6.0,168618,0.7007,0.7,True
614,HINDALCO,Mar 2021,132008,3738,114449.0,17559.0,13,-987,6628,6206,44.0,3483,16.0,19.0,188822,0.6991,0.7,True
615,HINDALCO,Mar 2022,195059,3768,166712.0,28347.0,15,1253,6729,19103,28.0,13730,61.0,6.0,221855,0.8792,0.88,True
616,HINDALCO,Mar 2023,223202,3646,200536.0,22666.0,10,1307,7086,13241,24.0,10097,45.0,7.0,223489,0.9987,1.0,True
617,HINDALCO,Mar 2024,215962,3858,192090.0,23872.0,11,1519,7521,14012,28.0,10155,45.0,8.0,230723,0.936,0.94,True
619,HINDUNILVR,Mar 2013,27004,26,22784.0,4220.0,16,1123,251,5066,24.0,3839,18.0,104.0,12092,2.2332,2.23,True
620,HINDUNILVR,Mar 2014,29234,41,24475.0,4759.0,16,792,296,5215,24.0,3956,18.0,71.0,13754,2.1255,2.13,True
621,HINDUNILVR,Mar 2015,31972,18,26560.0,5412.0,17,1247,322,6320,31.0,4376,20.0,74.0,14430,2.2157,2.22,True
622,HINDUNILVR,Mar 2016,32186,17,26276.0,5910.0,18,486,353,6026,31.0,4151,19.0,83.0,14793,2.1758,2.18,True
623,HINDUNILVR,Mar 2017,33162,35,26834.0,6328.0,19,606,432,6467,31.0,4490,21.0,82.0,15706,2.1114,2.11,True
624,HINDUNILVR,Mar 2018,35545,26,28046.0,7499.0,21,353,520,7306,28.0,5227,24.0,83.0,17862,1.99,1.99,True
625,HINDUNILVR,Mar 2019,39310,33,30430.0,8880.0,23,322,565,8604,30.0,6060,28.0,78.0,18629,2.1102,2.11,True
626,HINDUNILVR,Mar 2020,39783,118,29922.0,9861.0,25,424,1002,9165,26.0,6756,31.0,80.0,20153,1.974,1.97,True
627,HINDUNILVR,Mar 2021,47028,117,35402.0,11626.0,25,170,1074,10605,25.0,7999,34.0,119.0,68740,0.6841,0.68,True
628,HINDUNILVR,Mar 2022,52446,106,39589.0,12857.0,25,219,1091,11879,25.0,8892,38.0,90.0,70506,0.7439,0.74,True
629,HINDUNILVR,Mar 2023,60580,114,46433.0,14147.0,23,448,1137,13344,24.0,10143,43.0,91.0,73077,0.829,0.83,True
630,HINDUNILVR,Mar 2024,61896,334,47237.0,14659.0,24,817,1216,13926,26.0,10282,44.0,96.0,78489,0.7886,0.79,True
632,ICICIBANK,Mar 2013,44885,28285,31684.0,-15085.0,-34,29320,625,13610,26.0,10130,15.0,24.0,674822,0.0665,0.07,True
633,ICICIBANK,Mar 2014,49479,29711,32852.0,-13084.0,-26,30085,719,16282,28.0,11677,17.0,24.0,747762,0.0662,0.07,True
634,ICICIBANK,Mar 2015,54964,32318,38766.0,-16120.0,-29,35252,798,18334,29.0,12942,19.0,24.0,826079,0.0665,0.07,True
635,ICICIBANK,Mar 2016,59294,33996,52252.0,-26955.0,-45,42102,843,14304,24.0,10927,16.0,29.0,918756,0.0645,0.06,True
636,ICICIBANK,Mar 2017,60940,34836,63841.0,-37737.0,-62,52458,912,13809,18.0,11340,16.0,14.0,985725,0.0618,0.06,True
637,ICICIBANK,Mar 2018,62162,34262,72806.0,-44906.0,-72,56807,922,10978,17.0,9100,12.0,12.0,1124281,0.0553,0.06,True
638,ICICIBANK,Mar 2019,71982,39178,83775.0,-50971.0,-71,59325,946,7408,23.0,5689,7.0,15.0,1238794,0.0581,0.06,True
639,ICICIBANK,Mar 2020,84836,44666,85361.0,-45190.0,-53,64950,1171,18589,40.0,11225,15.0,0.0,1377292,0.0616,0.06,True
640,ICICIBANK,Mar 2021,89163,42659,91309.0,-44805.0,-50,72174,1340,26028,22.0,20364,27.0,8.0,1573812,0.0567,0.06,True
641,ICICIBANK,Mar 2022,95407,41167,80798.0,-26558.0,-28,62129,1330,34241,25.0,26538,36.0,14.0,1752637,0.0544,0.05,True
642,ICICIBANK,Mar 2023,121067,50543,87864.0,-17341.0,-14,65112,1515,46256,26.0,35461,49.0,16.0,1958490,0.0618,0.06,True
643,ICICIBANK,Mar 2024,159516,74108,99560.0,-14152.0,-9,76522,1935,60434,26.0,46081,63.0,16.0,2364063,0.0675,0.07,True
645,ICICIGI,Mar 2013,4012,8,4191.0,-178.0,-4,586,49,351,0.0,353,8.0,0.0,12637,0.3175,0.32,True
646,ICICIGI,Mar 2014,4352,9,4578.0,-225.0,-5,817,50,533,3.0,520,12.0,0.0,14744,0.2952,0.3,True
647,ICICIGI,Mar 2015,4234,12,4456.0,-221.0,-5,992,54,705,17.0,585,13.0,15.0,14646,0.2891,0.29,True
648,ICICIGI,Mar 2016,6033,0,5269.0,764.0,13,0,57,708,28.0,507,11.0,26.0,15676,0.3849,0.38,True
649,ICICIGI,Mar 2017,7520,0,6601.0,919.0,12,-2,7,910,23.0,702,16.0,22.0,23351,0.322,0.32,True
650,ICICIGI,Mar 2018,6912,59,7174.0,-262.0,-4,1569,51,1196,28.0,862,19.0,17.0,29750,0.2323,0.23,True
651,ICICIGI,Mar 2019,11163,70,9494.0,1669.0,15,-2,0,1598,34.0,1049,23.0,26.0,33403,0.3342,0.33,True
652,ICICIGI,Mar 2020,11517,0,9745.0,1772.0,15,15,90,1697,30.0,1194,26.0,13.0,37042,0.3109,0.31,True
653,ICICIGI,Mar 2021,12161,0,10090.0,2072.0,17,12,130,1954,25.0,1473,32.0,25.0,39298,0.3095,0.31,True
654,ICICIGI,Mar 2022,16026,0,15010.0,1016.0,6,809,141,1684,24.0,1271,26.0,35.0,50848,0.3152,0.32,True
655,ICICIGI,Mar 2023,17876,0,16612.0,1264.0,7,991,142,2113,18.0,1729,35.0,31.0,55086,0.3245,0.32,True
656,ICICIGI,Mar 2024,20487,0,17910.0,2577.0,13,112,134,2555,25.0,1919,39.0,28.0,63308,0.3236,0.32,True
658,ICICIPRULI,Mar 2013,20025,14,19280.0,745.0,4,900,41,1591,5.0,1515,11.0,32.0,75220,0.2662,0.27,True
659,ICICIPRULI,Mar 2014,21888,15,20384.0,1504.0,7,129,47,1572,1.0,1561,11.0,70.0,81474,0.2687,0.27,True
660,ICICIPRULI,Mar 2015,34453,17,32798.0,1655.0,5,43,40,1642,0.0,1640,11.0,51.0,101215,0.3404,0.34,True
661,ICICIPRULI,Mar 2016,20849,0,19008.0,1842.0,9,0,0,1842,10.0,1650,12.0,73.0,104765,0.199,0.2,True
662,ICICIPRULI,Mar 2017,37816,15,36010.0,1806.0,5,130,58,1863,10.0,1682,12.0,63.0,124741,0.3032,0.3,True
663,ICICIPRULI,Mar 2018,38832,20,37062.0,1771.0,5,132,44,1839,12.0,1619,11.0,59.0,141819,0.2738,0.27,True
664,ICICIPRULI,Mar 2019,41463,23,40922.0,541.0,1,813,57,1274,11.0,1139,8.0,40.0,163086,0.2542,0.25,True
665,ICICIPRULI,Mar 2020,21025,0,21344.0,-319.0,-2,1578,61,1198,11.0,1067,7.0,11.0,156031,0.1347,0.13,True
666,ICICIPRULI,Mar 2021,83182,0,83572.0,-390.0,0,1669,60,1219,22.0,956,7.0,30.0,217220,0.3829,0.38,True
667,ICICIPRULI,Mar 2022,63564,0,65728.0,-2163.0,-3,3191,67,961,21.0,759,5.0,10.0,244437,0.26,0.26,True
668,ICICIPRULI,Mar 2023,50478,0,52235.0,-1757.0,-3,2925,84,1085,25.0,813,6.0,11.0,255851,0.1973,0.2,True
669,ICICIPRULI,Mar 2024,90307,0,92136.0,-1829.0,-2,2970,113,1028,17.0,851,6.0,10.0,299001,0.302,0.3,True
697,INDUSINDBK,Mar 2013,6983,4750,1947.0,286.0,4,1363,73,1576,33.0,1061,20.0,15.0,73307,0.0953,0.1,True
698,INDUSINDBK,Mar 2014,8254,5363,2555.0,335.0,4,1891,98,2128,34.0,1408,27.0,13.0,87026,0.0948,0.09,True
699,INDUSINDBK,Mar 2015,9692,6272,3133.0,288.0,3,2548,127,2709,34.0,1794,34.0,12.0,111787,0.0867,0.09,True
700,INDUSINDBK,Mar 2016,11872,7355,4188.0,329.0,3,3297,157,3469,34.0,2286,38.0,12.0,142897,0.0831,0.08,True
701,INDUSINDBK,Mar 2017,14406,8343,5684.0,379.0,3,4171,191,4360,34.0,2868,48.0,13.0,178648,0.0806,0.08,True
702,INDUSINDBK,Mar 2018,17281,9783,6555.0,942.0,5,4750,212,5481,34.0,3606,60.0,12.0,221626,0.078,0.08,True
703,INDUSINDBK,Mar 2019,22261,13415,9283.0,-437.0,-2,5647,229,4981,34.0,3301,55.0,14.0,277819,0.0801,0.08,True
704,INDUSINDBK,Mar 2020,28783,16724,12611.0,-553.0,-2,6951,278,6121,28.0,4418,64.0,0.0,307058,0.0937,0.09,True
705,INDUSINDBK,Mar 2021,29000,15472,15997.0,-2469.0,-9,6559,305,3784,25.0,2836,37.0,14.0,362973,0.0799,0.08,True
706,INDUSINDBK,Mar 2022,30822,15822,15840.0,-839.0,-3,7334,321,6174,25.0,4611,60.0,14.0,401975,0.0767,0.08,True
707,INDUSINDBK,Mar 2023,36368,18776,15525.0,2067.0,6,8166,373,9860,25.0,7390,95.0,15.0,457804,0.0794,0.08,True
708,INDUSINDBK,Mar 2024,45748,25132,17638.0,2978.0,7,9388,425,11942,25.0,8950,115.0,14.0,514935,0.0888,0.09,True
710,INFY,Mar 2013,40352,28814,11538.0,29.0,2365,5,1099,12799,26.0,9429,21.0,25.0,46275,0.872,0.87,True
711,INFY,Mar 2014,50133,36743,13390.0,27.0,2664,9,1317,14728,28.0,10656,23.0,34.0,56966,0.8801,0.88,True
712,INFY,Mar 2015,53319,38436,14883.0,28.0,3430,12,1017,17284,28.0,12372,27.0,55.0,66289,0.8043,0.8,True
713,INFY,Mar 2016,62441,45362,17079.0,27.0,3120,0,1459,18740,28.0,13489,29.0,41.0,75098,0.8315,0.83,True
714,INFY,Mar 2017,68484,49880,18604.0,27.0,3050,0,1703,19951,28.0,14353,31.0,41.0,83148,0.8236,0.82,True
715,INFY,Mar 2018,70522,51700,18822.0,27.0,3311,0,1863,20270,21.0,16029,37.0,59.0,79349,0.8888,0.89,True
716,INFY,Mar 2019,82675,62505,20170.0,24.0,2882,0,2011,21041,27.0,15410,35.0,60.0,84066,0.9835,0.98,True
717,INFY,Mar 2020,90791,68524,22267.0,25.0,2803,170,2893,22007,24.0,16639,39.0,45.0,91800,0.989,0.99,True
718,INFY,Mar 2021,100472,72583,27889.0,28.0,2201,195,3267,26628,27.0,19423,45.0,59.0,107511,0.9345,0.93,True
719,INFY,Mar 2022,121641,90150,31491.0,26.0,2295,200,3476,30110,26.0,22146,53.0,59.0,116729,1.0421,1.04,True
720,INFY,Mar 2023,146767,111637,35130.0,24.0,2701,284,4225,33322,28.0,24108,58.0,73.0,124596,1.1779,1.18,True
721,INFY,Mar 2024,153670,117245,36425.0,24.0,4711,470,4678,35988,27.0,26248,63.0,,136020,1.1298,1.13,True
723,IOC,Mar 2013,461780,447919,13861.0,3.0,3499,7164,5692,4504,19.0,3627,3.0,36.0,241878,1.9091,1.91,True
724,IOC,Mar 2014,488345,471123,17222.0,4.0,5064,5948,6360,9978,30.0,6967,5.0,30.0,265953,1.8362,1.84,True
725,IOC,Mar 2015,449507,438932,10575.0,2.0,5860,4201,5219,7014,31.0,4872,3.0,33.0,233883,1.9219,1.92,True
726,IOC,Mar 2016,346045,324007,22038.0,6.0,5219,3487,5698,18072,31.0,12413,8.0,28.0,231715,1.4934,1.49,True
727,IOC,Mar 2017,355379,321230,34149.0,10.0,4356,3743,6806,27956,27.0,20385,14.0,45.0,273719,1.2983,1.3,True
728,IOC,Mar 2018,421492,379834,41658.0,10.0,4331,3875,7664,34450,34.0,22626,15.0,90.0,295860,1.4246,1.42,True
729,IOC,Mar 2019,528158,492896,35262.0,7.0,4097,4925,8506,25927,33.0,17274,12.0,49.0,335363,1.5749,1.57,True
730,IOC,Mar 2020,483763,467710,16053.0,3.0,-7165,5792,10273,-7177,-74.0,-1876,-1.0,-437.0,329962,1.4661,1.47,True
731,IOC,Mar 2021,363950,324021,39929.0,11.0,4696,2933,10941,30751,29.0,21762,15.0,51.0,355145,1.0248,1.02,True
732,IOC,Mar 2022,589321,541563,47758.0,8.0,4332,5454,12348,34289,25.0,25727,18.0,46.0,410882,1.4343,1.43,True
733,IOC,Mar 2023,841756,811073,30683.0,4.0,5124,7588,13181,15038,22.0,11704,7.0,42.0,441995,1.9044,1.9,True
734,IOC,Mar 2024,776352,700706,75646.0,10.0,5389,7881,15866,57288,25.0,43161,30.0,40.0,482683,1.6084,1.61,True
736,IRCTC,Mar 2015,1059,907,152.0,14.0,82,0,20,214,39.0,131,13.0,20.0,1162,0.9114,0.91,True
737,IRCTC,Mar 2016,1367,1176,190.0,14.0,139,0,21,309,39.0,189,19.0,40.0,1437,0.9513,0.95,True
738,IRCTC,Mar 2017,1520,1206,314.0,21.0,67,3,22,355,35.0,229,11.0,49.0,1826,0.8324,0.83,True
739,IRCTC,Mar 2018,1466,1192,274.0,19.0,99,3,24,346,36.0,221,11.0,21.0,2319,0.6322,0.63,True
740,IRCTC,Mar 2019,1870,1487,383.0,20.0,126,2,29,479,36.0,309,4.0,98.0,2594,0.7209,0.72,True
741,IRCTC,Mar 2020,2264,1562,703.0,31.0,77,10,40,730,30.0,513,6.0,39.0,3241,0.6985,0.7,True
742,IRCTC,Mar 2021,777,589,188.0,24.0,124,8,46,258,27.0,187,2.0,43.0,3153,0.2464,0.25,True
743,IRCTC,Mar 2022,1879,1005,874.0,47.0,72,11,49,885,26.0,660,8.0,42.0,3884,0.4838,0.48,True
744,IRCTC,Mar 2023,3541,2265,1276.0,36.0,148,16,54,1354,26.0,1006,13.0,44.0,5089,0.6958,0.7,True
745,IRCTC,Mar 2024,4270,2804,1466.0,34.0,106,19,57,1496,26.0,1111,14.0,47.0,6091,0.701,0.7,True
747,IRFC,Mar 2013,5550,22,5528.0,100.0,2,4075,0,1454,64.0,522,222.0,21.0,70755,,0.08,False
748,IRFC,Mar 2014,6197,19,6178.0,100.0,1,4607,0,1572,55.0,701,209.0,6.0,83930,,0.07,False
749,IRFC,Mar 2015,6939,34,6905.0,100.0,1,4992,0,1914,60.0,758,212.0,20.0,87647,,0.08,False
750,IRFC,Mar 2016,7507,38,7468.0,99.0,1,5519,0,1950,56.0,849,188.0,40.0,108400,0.0693,0.07,True
751,IRFC,Mar 2017,9047,26,9021.0,100.0,0,6888,0,2133,56.0,934,143.0,40.0,129650,0.0698,0.07,True
752,IRFC,Mar 2018,9267,38,9229.0,100.0,1,6638,0,2592,21.0,2055,3.0,18.0,161468,0.0574,0.06,True
753,IRFC,Mar 2019,11134,48,11085.0,100.0,0,8183,0,2902,22.0,2255,2.0,18.0,206604,0.0539,0.05,True
754,IRFC,Mar 2020,13421,66,13355.0,100.0,0,10163,0,3192,0.0,3192,3.0,0.0,275504,0.0487,0.05,True
755,IRFC,Mar 2021,15771,113,15657.0,99.0,0,11237,4,4416,0.0,4416,3.0,31.0,380482,0.0415,0.04,True
756,IRFC,Mar 2022,20299,123,20177.0,99.0,2,14075,14,6090,0.0,6090,5.0,30.0,449980,0.0451,0.05,True
757,IRFC,Mar 2023,23722,134,23588.0,99.0,41,17447,14,6167,0.0,6167,5.0,32.0,490359,0.0484,0.05,True
758,IRFC,Mar 2024,26645,133,26513.0,100.0,10,20101,9,6412,0.0,6412,5.0,31.0,485082,0.0549,0.05,True
760,ITC,Mar 2013,31618,20398,11221.0,35.0,852,108,859,11106,31.0,7704,6.0,55.0,35329,0.895,0.89,False
761,ITC,Mar 2014,35306,22227,13080.0,37.0,966,29,965,13052,31.0,9001,7.0,54.0,40848,0.8643,0.86,True
762,ITC,Mar 2015,38817,24566,14252.0,37.0,1229,91,1028,14362,32.0,9779,8.0,52.0,45952,0.8447,0.84,True
763,ITC,Mar 2016,39192,24661,14531.0,37.0,1483,78,1077,14859,36.0,9501,8.0,73.0,51651,0.7588,0.76,True
764,ITC,Mar 2017,42768,27298,15470.0,36.0,1759,49,1153,16026,35.0,10477,8.0,56.0,55898,0.7651,0.77,True
765,ITC,Mar 2018,43449,26928,16521.0,38.0,2240,115,1236,17409,34.0,11493,9.0,56.0,64241,0.6763,0.68,True
766,ITC,Mar 2019,48340,29802,18537.0,38.0,2080,71,1397,19150,33.0,12836,10.0,56.0,71739,0.6738,0.67,True
767,ITC,Mar 2020,49388,30044,19344.0,39.0,2417,81,1645,20035,22.0,15593,12.0,82.0,77311,0.6388,0.64,True
768,ITC,Mar 2021,49257,32193,17065.0,35.0,2577,58,1646,17938,25.0,13383,11.0,101.0,73761,0.6678,0.67,True
769,ITC,Mar 2022,60645,40021,20623.0,34.0,1910,60,1732,20740,25.0,15503,12.0,93.0,77196,0.7856,0.79,True
770,ITC,Mar 2023,70919,45215,25704.0,36.0,2098,78,1809,25915,25.0,19477,15.0,100.0,85831,0.8263,0.83,True
771,ITC,Mar 2024,70866,44634,26233.0,37.0,2804,80,1816,27140,24.0,20751,16.0,84.0,91754,0.7723,0.77,True
773,JINDALSTEL,Mar 2013,19807,13701,6106.0,31.0,333,1067,1539,3833,24.0,2952,31.0,5.0,57073,0.347,0.35,True
774,JINDALSTEL,Mar 2014,19286,13487,5799.0,30.0,349,1807,1829,2512,25.0,1896,21.0,7.0,68913,0.2799,0.28,True
775,JINDALSTEL,Mar 2015,19401,13937,5464.0,28.0,-1399,2875,2733,-1543,-6.0,-1452,-14.0,0.0,75537,0.2568,0.26,True
776,JINDALSTEL,Mar 2016,19469,16032,3437.0,18.0,-79,3254,4068,-3964,-22.0,-3087,-32.0,0.0,92398,0.2107,0.21,True
777,JINDALSTEL,Mar 2017,21603,16894,4709.0,22.0,-362,3441,3949,-3043,-17.0,-2538,-25.0,0.0,90575,0.2385,0.24,True
778,JINDALSTEL,Mar 2018,33286,26817,6469.0,19.0,-584,3866,3883,-1864,-13.0,-1616,-15.0,0.0,89230,0.373,0.37,True
779,JINDALSTEL,Mar 2019,46966,38553,8412.0,18.0,-1470,4264,5480,-2802,-14.0,-2412,-17.0,0.0,89001,0.5277,0.53,True
780,JINDALSTEL,Mar 2020,37923,31092,6831.0,18.0,74,3768,3429,-291,37.0,-400,-1.0,0.0,89742,0.4226,0.42,True
781,JINDALSTEL,Mar 2021,34579,23646,10933.0,32.0,313,2753,2414,6078,30.0,4267,36.0,0.0,77840,0.4442,0.44,True
782,JINDALSTEL,Mar 2022,51166,35650,15515.0,30.0,-1840,1888,2097,9690,30.0,6766,56.0,5.0,76644,0.6676,0.67,True
783,JINDALSTEL,Mar 2023,53212,43270,9942.0,19.0,-539,1446,2691,5266,25.0,3974,31.0,6.0,69427,0.7664,0.77,True
784,JINDALSTEL,Mar 2024,50354,40153,10202.0,20.0,156,1294,2822,6241,5.0,5943,58.0,3.0,78676,0.64,0.64,True
786,JIOFIN,Mar 2023,45,6,39.0,88.0,10,0,0,49,37.0,31,,0.0,114930,0.0004,0.0,True
787,JIOFIN,Mar 2024,1855,296,1559.0,84.0,429,10,22,1956,18.0,1605,3.0,0.0,144863,0.0128,0.01,True
789,JSWENERGY,Mar 2013,8870,6069,2801.0,32.0,9,963,662,1186,23.0,901,6.0,36.0,20378,0.4353,0.44,True
790,JSWENERGY,Mar 2014,8648,5394,3255.0,38.0,-179,1206,810,1060,27.0,760,5.0,43.0,19244,0.4494,0.45,True
791,JSWENERGY,Mar 2015,9347,5723,3624.0,39.0,196,1137,790,1892,27.0,1358,8.0,24.0,19420,0.4813,0.48,True
792,JSWENERGY,Mar 2016,9824,5796,4029.0,41.0,340,1498,854,2017,28.0,1460,9.0,22.0,28539,0.3442,0.34,True
793,JSWENERGY,Mar 2017,8263,4939,3324.0,40.0,221,1685,969,892,30.0,623,4.0,13.0,28389,0.2911,0.29,True
794,JSWENERGY,Mar 2018,8049,5336,2713.0,34.0,47,1456,966,338,75.0,85,0.0,0.0,26721,0.3012,0.3,True
795,JSWENERGY,Mar 2019,9138,6283,2855.0,31.0,398,1192,1164,897,24.0,684,4.0,24.0,25926,0.3525,0.35,True
796,JSWENERGY,Mar 2020,8273,5316,2957.0,36.0,376,1051,1738,544,6.0,1081,7.0,15.0,24931,0.3318,0.33,True
797,JSWENERGY,Mar 2021,6922,4009,2913.0,42.0,248,896,1167,1099,25.0,823,5.0,41.0,26207,0.2641,0.26,True
798,JSWENERGY,Mar 2022,8167,4596,3572.0,44.0,575,777,1131,2238,22.0,1743,11.0,19.0,30514,0.2676,0.27,True
799,JSWENERGY,Mar 2023,10332,7050,3282.0,32.0,674,844,1169,1943,24.0,1480,9.0,22.0,48417,0.2134,0.21,True
800,JSWENERGY,Mar 2024,11486,6104,5382.0,47.0,472,2053,1633,2167,20.0,1725,10.0,19.0,57767,0.1988,0.2,True
802,JSWSTEEL,Mar 2013,38210,31698,6512.0,17.0,-307,1967,2237,1999,42.0,929,4.0,30.0,57513,0.6644,0.66,True
803,JSWSTEEL,Mar 2014,51220,42051,9169.0,18.0,-1630,3048,3183,1308,70.0,402,2.0,74.0,77640,0.6597,0.66,True
804,JSWSTEEL,Mar 2015,52972,43608,9364.0,18.0,103,3493,3434,2539,32.0,1722,7.0,19.0,85654,0.6184,0.62,True
805,JSWSTEEL,Mar 2016,41546,35124,6422.0,15.0,-1966,3601,3323,-2468,-80.0,-481,-1.0,-67.0,81907,0.5072,0.51,True
806,JSWSTEEL,Mar 2017,55604,43296,12308.0,22.0,18,3768,3430,5128,33.0,3467,15.0,19.0,88005,0.6318,0.63,True
807,JSWSTEEL,Mar 2018,71933,57017,14916.0,21.0,-177,3701,3387,7651,20.0,6113,26.0,16.0,91970,0.7821,0.78,True
808,JSWSTEEL,Mar 2019,84757,65827,18930.0,22.0,196,3917,4041,11168,33.0,7524,32.0,16.0,114797,0.7383,0.74,True
809,JSWSTEEL,Mar 2020,73326,61513,11813.0,16.0,-289,4265,4246,3013,-30.0,3919,17.0,15.0,131820,0.5563,0.56,True
810,JSWSTEEL,Mar 2021,79839,59661,20178.0,25.0,473,3957,4679,12015,34.0,7873,33.0,25.0,148317,0.5383,0.54,True
811,JSWSTEEL,Mar 2022,146371,107257,39114.0,27.0,1600,4968,6001,29745,30.0,20938,85.0,25.0,196485,0.7449,0.74,True
